"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"733","Adrian Kempe","L.A","L","25","20.083333333333","29","3","90.63","23","2","92.00","17","1","94.44","4","0","100.00","1.7","0.2","89.60","14","2","87.50","7","1","87.50","1","0","100.00","7","1","87.50","1","0","100.00","12","0","100.00","1","0","100.00","23.53","100.00","1.235","10","1","1","18","90.91","15","2","3","83.33"
"503","Alan Quine","NYI","C","61","67.05","88","20","81.48","61","17","78.21","45","13","77.59","3","2","60.00","6.26","1.88","76.90","45","12","78.95","23","7","76.67","2","1","66.67","22","5","81.48","1","0","100.00","39","6","86.67","0","0","-","6.67","84.62","0.913","16","4","2","62","88.89","29","6","9","76.32"
"265","Alec Martinez","L.A","D","82","176.48333333333","294","42","87.50","222","34","86.72","149","25","85.63","22","1","95.65","17.52","2.07","89.42","114","21","84.44","41","10","80.39","7","0","100.00","73","11","86.90","4","0","100.00","166","9","94.86","10","1","90.91","14.77","96.00","1.108","75","15","3","107","96.15","125","37","12","91.24"
"680","Aleksander Barkov","FLA","C","61","177.53333333333","343","29","92.20","273","26","91.30","200","23","89.69","20","2","90.91","23.7","1.87","92.70","153","14","91.62","53","8","86.89","5","1","83.33","100","6","94.34","9","1","90.00","172","11","93.99","3","0","100.00","10.00","91.30","1.013","110","17","3","56","97.35","183","29","9","95.31"
"44","Ales Hemsky","DAL","R","15","23.1","38","5","88.37","28","4","87.50","18","2","90.00","2","1","66.67","2.86","0.53","84.45","19","4","82.61","8","2","80.00","1","1","50.00","11","2","84.62","0","0","-","17","1","94.44","1","0","100.00","11.11","50.00","0.611","8","3","2","18","80.00","18","4","3","85.71"
"188","Alex Biega","VAN","D","36","7.95","6","2","75.00","6","2","75.00","3","2","60.00","0","0","-","0.42","0.07","85.04","3","0","100.00","2","0","100.00","0","0","-","1","0","100.00","0","0","-","3","2","60.00","0","0","-","0.00","100.00","1.000","4","2","0","14","100.00","6","2","0","100.00"
"335","Alex Chiasson","CGY","R","81","51.966666666667","93","11","89.42","73","11","86.90","56","5","91.80","5","0","100.00","6.65","0.63","91.31","52","6","89.66","27","3","90.00","2","0","100.00","25","3","89.29","1","0","100.00","38","3","92.68","2","0","100.00","8.93","100.00","1.089","39","8","2","18","95.12","62","9","2","96.88"
"568","Alex Galchenyuk","MTL","C","61","138.95","191","31","86.04","152","24","86.36","96","18","84.21","18","3","85.71","12.76","1.65","88.57","74","16","82.22","38","8","82.61","5","3","62.50","36","8","81.82","6","0","100.00","116","12","90.63","7","0","100.00","18.75","83.33","1.021","79","10","1","36","98.75","118","22","3","97.52"
"132","Alex Goligoski","ARI","D","82","178.6","235","39","85.77","177","34","83.89","123","29","80.92","14","3","82.35","15.2","2.19","87.42","110","14","88.71","46","4","92.00","7","0","100.00","64","10","86.49","5","1","83.33","115","14","89.15","2","1","66.67","11.38","89.66","1.010","72","18","5","71","93.51","137","35","12","91.95"
"228","Alex Killorn","T.B","C, L","81","194.65","318","31","91.12","225","29","88.58","169","26","86.67","28","3","90.32","18.71","3.06","85.95","161","15","91.48","57","3","95.00","11","0","100.00","104","12","89.66","12","0","100.00","149","9","94.30","5","1","83.33","16.57","88.46","1.050","100","26","4","80","96.15","154","36","8","95.06"
"119","Alex Ovechkin","WSH","L","82","305.35","577","66","89.74","442","55","88.93","294","41","87.76","48","3","94.12","35.26","3.65","90.62","257","37","87.41","90","14","86.54","17","2","89.47","167","23","87.89","15","1","93.75","307","22","93.31","16","0","100.00","16.33","92.68","1.090","141","10","4","27","97.24","277","26","25","91.72"
"419","Alex Petrovic","FLA","D","49","5.8166666666667","5","1","83.33","5","1","83.33","4","1","80.00","0","0","-","0.38","0.02","94.17","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","3","1","75.00","0","0","-","0.00","100.00","1.000","0","1","0","13","-","2","2","0","100.00"
"277","Alex Pietrangelo","STL","D","80","196.05","282","32","89.81","225","27","89.29","172","17","91.01","26","0","100.00","19.1","2.41","88.81","135","14","90.60","52","5","91.23","11","0","100.00","83","9","90.22","10","0","100.00","136","12","91.89","5","0","100.00","15.12","100.00","1.151","73","23","4","101","94.81","128","38","11","92.09"
"435","Alexander Burmistrov","ARI, WPG","C","49","56.283333333333","77","13","85.56","57","12","82.61","46","10","82.14","9","0","100.00","5.43","0.82","86.88","38","8","82.61","15","4","78.95","6","0","100.00","23","4","85.19","3","0","100.00","36","3","92.31","0","0","-","19.57","100.00","1.196","30","5","2","24","93.75","45","9","5","90.00"
"136","Alexander Edler","VAN","D","68","140.38333333333","204","34","85.71","144","28","83.72","102","23","81.60","8","1","88.89","11.18","1.53","87.93","95","18","84.07","37","7","84.09","3","1","75.00","58","11","84.06","4","0","100.00","98","9","91.59","1","0","100.00","7.84","95.65","1.035","46","14","4","72","92.00","104","27","11","90.43"
"802","Alexander Nylander","BUF","R","4","3.1","1","3","25.00","1","3","25.00","1","3","25.00","0","1","0.00","0","0.3","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","66.67","0.667","2","0","1","1","66.67","2","0","1","66.67"
"124","Alexander Radulov","MTL","R","76","215.96666666667","311","49","86.39","230","38","85.82","152","29","83.98","27","4","87.10","16.45","2.2","88.22","95","21","81.90","40","9","81.63","7","3","70.00","55","12","82.09","10","1","90.91","202","19","91.40","10","0","100.00","17.76","86.21","1.040","108","19","3","38","97.30","177","34","6","96.72"
"72","Alexander Steen","STL","L","76","221.63333333333","331","41","88.98","250","39","86.51","183","24","88.41","26","2","92.86","20.92","4.58","82.05","145","21","87.35","58","13","81.69","10","2","83.33","87","8","91.58","6","0","100.00","175","16","91.62","10","0","100.00","14.21","91.67","1.059","128","30","1","37","99.22","215","43","4","98.17"
"690","Alexander Wennberg","CBJ","C","80","211.93333333333","347","43","88.97","261","33","88.78","195","21","90.28","35","2","94.59","29.12","3.22","90.03","208","20","91.23","106","9","92.17","21","0","100.00","102","11","90.27","10","0","100.00","130","21","86.09","4","2","66.67","17.95","90.48","1.084","114","16","1","23","99.13","216","25","7","96.86"
"76","Alexandre Burrows","OTT, VAN","L","75","53.233333333333","68","10","87.18","52","10","83.87","34","10","77.27","3","0","100.00","3.9","0.61","86.48","30","3","90.91","14","2","87.50","1","0","100.00","16","1","94.12","2","0","100.00","36","5","87.80","0","0","-","8.82","100.00","1.088","25","7","1","41","96.15","43","13","4","91.49"
"135","Alexei Emelin","MTL","D","76","4.8166666666667","1","2","33.33","0","2","0.00","0","2","0.00","0","1","0.00","0","0.18","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","1","1","50.00","0","0","-","-","50.00","0.50","4","1","0","8","100.00","6","1","0","100.00"
"475","Alexey Marchenko","DET, TOR","D","41","2.9833333333333","2","0","100.00","1","0","100.00","0","0","-","0","0","-","0.13","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","2","2","0","5","100.00","2","3","0","100.00"
"385","Anders Lee","NYI","C, L","81","197.55","333","47","87.63","266","39","87.21","192","26","88.07","23","3","88.46","25.7","2.62","90.75","188","21","89.95","90","11","89.11","11","1","91.67","98","10","90.74","5","2","71.43","136","20","87.18","7","0","100.00","11.98","88.46","1.004","115","19","1","53","99.14","199","31","12","94.31"
"655","Andre Burakovsky","WSH","L","64","93.366666666667","152","19","88.89","98","13","88.29","68","8","89.47","8","1","88.89","7.52","0.95","88.77","71","10","87.65","24","5","82.76","4","0","100.00","47","5","90.38","3","1","75.00","75","5","93.75","1","0","100.00","11.76","87.50","0.993","29","11","5","73","85.29","54","17","9","85.71"
"614","Andreas Athanasiou","DET","C","64","77.616666666667","126","22","85.14","94","20","82.46","61","16","79.22","11","3","78.57","8.55","1.4","85.91","62","9","87.32","29","6","82.86","6","2","75.00","33","3","91.67","4","1","80.00","59","10","85.51","1","0","100.00","18.03","81.25","0.993","38","8","2","47","95.00","55","15","4","93.22"
"782","Andreas Martinsen","COL, MTL","L","64","3.9333333333333","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.01","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","2","0","0","16","100.00","2","0","1","66.67"
"18","Andrei Markov","MTL","D","62","161.83333333333","216","36","85.71","159","28","85.03","113","25","81.88","15","0","100.00","12.76","1.74","88.02","75","16","82.42","36","9","80.00","3","0","100.00","39","7","84.78","4","0","100.00","130","9","93.53","8","0","100.00","13.27","100.00","1.133","78","24","3","35","96.30","126","38","6","95.45"
"378","Andrej Nestrasil","CAR","C","19","9.8666666666667","13","1","92.86","8","1","88.89","6","1","85.71","0","0","-","0.63","0","99.68","7","0","100.00","3","0","100.00","0","0","-","4","0","100.00","0","0","-","4","0","100.00","0","0","-","0.00","100.00","1.000","6","2","0","4","100.00","6","3","0","100.00"
"134","Andrej Sekera","EDM","D","80","175.78333333333","327","38","89.59","242","36","87.05","174","26","87.00","21","2","91.30","23.14","2.74","89.42","183","27","87.14","97","11","89.81","14","1","93.33","86","16","84.31","6","1","85.71","126","6","95.45","1","0","100.00","12.07","92.31","1.044","78","21","4","63","95.12","138","35","10","93.24"
"629","Andrej Sustr","T.B","D","80","4.9","2","2","50.00","2","2","50.00","2","2","50.00","0","1","0.00","0.1","0.1","51.24","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","1","0.00","2","0","100.00","0","0","-","0.00","50.00","0.500","2","2","2","14","50.00","4","3","2","66.67"
"161","Andrew Cogliano","ANA","C, L","82","6.1666666666667","10","1","90.91","10","1","90.91","6","0","100.00","0","0","-","0.89","0.02","97.50","3","0","100.00","3","0","100.00","0","0","-","0","0","-","0","0","-","7","1","87.50","0","0","-","0.00","-","0.00","3","6","3","16","50.00","4","6","3","57.14"
"653","Andrew Copp","WPG","C","64","9.2","14","1","93.33","13","1","92.86","10","1","90.91","0","0","-","0.94","0","99.69","6","0","100.00","3","0","100.00","0","0","-","3","0","100.00","0","0","-","6","0","100.00","0","0","-","0.00","100.00","1.000","9","4","0","13","100.00","12","6","0","100.00"
"182","Andrew Desjardins","CHI","C, L","46","0.15","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"121","Andrew Ladd","NYI","L","78","161.35","255","37","87.33","187","31","85.78","126","26","82.89","9","5","64.29","17.05","3.02","84.94","136","21","86.62","57","8","87.69","4","3","57.14","79","13","85.87","2","1","66.67","106","13","89.08","3","0","100.00","7.14","80.77","0.879","62","15","2","85","96.88","110","24","11","90.91"
"220","Andrew MacDonald","PHI","D","73","7.5","10","3","76.92","9","3","75.00","7","3","70.00","0","2","0.00","0.71","0.32","69.12","4","1","80.00","4","1","80.00","0","1","0.00","0","0","-","0","0","-","5","2","71.43","0","1","0.00","0.00","33.33","0.333","2","3","3","16","40.00","5","4","3","62.50"
"789","Andrew Poturalski","CAR","C","2","0.36666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","1","0","0","100.00","1","1","0","100.00"
"492","Andrew Shaw","MTL","C","68","141.68333333333","179","31","85.24","127","25","83.55","87","22","79.82","15","0","100.00","10.17","1.28","88.83","55","14","79.71","25","4","86.21","3","0","100.00","30","10","75.00","4","0","100.00","116","7","94.31","8","0","100.00","17.24","100.00","1.172","69","17","0","52","100.00","105","25","4","96.33"
"501","Andy Andreoff","L.A","C, L","36","2.7666666666667","3","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.12","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","1","0","6","-","1","1","0","100.00"
"185","Andy Greene","N.J","D","66","79.566666666667","118","21","84.89","97","16","85.84","68","11","86.08","11","3","78.57","9.07","1.23","88.08","56","9","86.15","23","5","82.14","6","1","85.71","33","4","89.19","1","1","50.00","58","9","86.57","4","1","80.00","16.18","72.73","0.889","46","10","4","49","92.00","87","16","6","93.55"
"770","Anthony Beauvillier","NYI","C, L","66","32","52","5","91.23","44","5","89.80","33","5","86.84","2","0","100.00","3.21","0.48","86.88","24","4","85.71","11","2","84.62","2","0","100.00","13","2","86.67","0","0","-","26","1","96.30","0","0","-","6.06","100.00","1.061","18","2","1","21","94.74","27","2","1","96.43"
"457","Anthony Bitetto","NSH","D","29","5.6833333333333","6","0","100.00","5","0","100.00","5","0","100.00","0","0","-","0.28","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","4","0","100.00","0","0","-","0.00","-","0.00","1","1","1","5","50.00","3","1","1","75.00"
"724","Anthony DeAngelo","ARI","D","39","95.516666666667","151","23","86.78","117","20","85.40","78","17","82.11","14","1","93.33","9.58","0.88","91.55","71","9","88.75","33","4","89.19","5","0","100.00","38","5","88.37","4","1","80.00","77","6","92.77","5","0","100.00","17.95","94.12","1.121","42","11","1","30","97.67","85","24","5","94.44"
"646","Anthony Duclair","ARI","L","58","72.733333333333","88","17","83.81","66","16","80.49","51","12","80.95","4","1","80.00","5.84","0.73","88.87","42","6","87.50","21","2","91.30","3","0","100.00","21","4","84.00","0","1","0.00","42","7","85.71","1","0","100.00","7.84","91.67","0.995","33","12","1","46","97.06","56","20","4","93.33"
"694","Anthony Mantha","DET","R","60","113.66666666667","150","18","89.29","102","13","88.70","67","11","85.90","6","2","75.00","9.87","0.62","94.08","80","7","91.95","30","2","93.75","4","1","80.00","50","5","90.91","2","1","66.67","64","6","91.43","0","0","-","8.96","81.82","0.908","57","16","3","47","95.00","81","20","6","93.10"
"325","Antoine Roussel","DAL","L","60","69.333333333333","99","20","83.19","74","18","80.43","46","14","76.67","5","2","71.43","7.47","1.7","81.46","52","9","85.25","29","6","82.86","3","1","75.00","23","3","88.46","2","0","100.00","42","5","89.36","0","1","0.00","10.87","85.71","0.966","38","11","4","43","90.48","57","16","7","89.06"
"35","Antoine Vermette","ANA","C","72","134.58333333333","244","35","87.46","180","29","86.12","124","24","83.78","15","3","83.33","15.7","1.83","89.55","115","12","90.55","54","9","85.71","10","2","83.33","61","3","95.31","3","0","100.00","119","13","90.15","2","1","66.67","12.10","87.50","0.996","66","17","7","83","90.41","98","29","12","89.09"
"636","Anton Blidh","BOS","L","19","0.5","1","1","50.00","0","1","0.00","0","1","0.00","0","0","-","0","0.07","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","0","100.00","0","0","-","-","100.00","1.00","2","1","0","1","100.00","2","1","0","100.00"
"337","Anton Lander","EDM","C","22","2.5333333333333","3","0","100.00","1","0","100.00","0","0","-","0","0","-","0.02","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","-","-","-","2","1","0","8","100.00","2","2","0","100.00"
"365","Anton Rodin","VAN","R","3","1.4666666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","0","0","0","100.00","1","0","1","50.00"
"648","Anton Slepyshev","EDM","L","41","3.7333333333333","4","1","80.00","3","1","75.00","3","0","100.00","0","0","-","0.11","0.08","58.05","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","3","1","75.00","0","0","-","0.00","-","0.00","5","0","0","5","100.00","6","0","0","100.00"
"180","Anton Stralman","T.B","D","73","122.13333333333","176","19","90.26","133","17","88.67","91","13","87.50","11","1","91.67","11.15","1.74","86.48","83","11","88.30","31","4","88.57","4","1","80.00","52","7","88.14","3","0","100.00","90","5","94.74","3","0","100.00","12.09","92.31","1.044","47","16","2","65","95.92","89","22","3","96.74"
"156","Anze Kopitar","L.A","C","76","228.38333333333","464","35","92.99","334","29","92.01","224","24","90.32","24","3","88.89","29.02","2.56","91.90","228","24","90.48","88","10","89.80","11","1","91.67","140","14","90.91","3","1","75.00","220","4","98.21","10","1","90.91","10.71","87.50","0.982","118","21","3","28","97.52","246","43","10","96.09"
"217","Artem Anisimov","CHI","C","64","152.31666666667","256","25","91.10","177","20","89.85","136","15","90.07","17","2","89.47","14.83","1.46","91.05","106","17","86.18","40","10","80.00","6","2","75.00","66","7","90.41","6","0","100.00","138","6","95.83","5","0","100.00","12.50","86.67","0.992","79","16","2","46","97.53","127","23","8","94.07"
"781","Artemi Panarin","CHI","C, L","82","258.36666666667","445","50","89.90","328","41","88.89","259","32","89.00","30","6","83.33","29.51","3.01","90.74","197","30","86.78","77","14","84.62","12","5","70.59","120","16","88.24","9","1","90.00","235","13","94.76","9","0","100.00","11.58","81.25","0.928","138","22","2","37","98.57","235","29","9","96.31"
"673","Artturi Lehkonen","MTL","L","73","66.6","87","20","81.31","65","15","81.25","49","13","79.03","10","0","100.00","5.55","0.74","88.28","34","8","80.95","21","3","87.50","5","0","100.00","13","5","72.22","0","0","-","52","6","89.66","5","0","100.00","20.41","100.00","1.204","30","11","0","59","100.00","37","16","2","94.87"
"777","Austin Czarnik","BOS","C","49","85.883333333333","147","16","90.18","104","15","87.39","72","13","84.71","7","2","77.78","8.11","1.08","88.27","64","6","91.43","24","3","88.89","4","1","80.00","40","3","93.02","2","1","66.67","76","2","97.44","1","0","100.00","9.72","84.62","0.943","28","10","1","57","96.55","56","17","2","96.55"
"427","Austin Watson","NSH","L","77","10.6","15","3","83.33","11","3","78.57","3","3","50.00","0","0","-","0.8","0.06","92.79","10","0","100.00","4","0","100.00","0","0","-","6","0","100.00","0","0","-","5","2","71.43","0","0","-","0.00","100.00","1.000","7","3","4","19","63.64","8","3","4","66.67"
"795","Auston Matthews","TOR","C","82","202.65","355","55","86.59","269","47","85.13","186","34","84.55","29","2","93.55","23.91","3.28","87.94","189","27","87.50","67","11","85.90","13","0","100.00","122","16","88.41","11","1","91.67","157","16","90.75","5","1","83.33","15.59","94.12","1.097","89","26","1","82","98.89","162","40","5","97.01"
"558","Barclay Goodrow","S.J","R","3","0.083333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"422","Beau Bennett","N.J","R","65","109.11666666667","127","21","85.81","102","18","85.00","78","16","82.98","5","3","62.50","7.92","1.78","81.67","50","13","79.37","24","8","75.00","2","3","40.00","26","5","83.87","1","0","100.00","73","6","92.41","2","0","100.00","6.41","81.25","0.877","33","14","6","75","84.62","56","20","8","87.50"
"382","Ben Chiarot","WPG","D","59","1.8666666666667","4","1","80.00","1","0","100.00","1","0","100.00","0","0","-","0.33","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","1","1","50.00","0","0","-","0.00","-","0.00","5","1","0","7","100.00","6","1","0","100.00"
"654","Ben Harpur","OTT","D","6","2.5833333333333","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.15","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","1","0","1","100.00","1","1","0","100.00"
"627","Ben Hutton","VAN","D","71","146.28333333333","201","28","87.77","145","23","86.31","101","18","84.87","15","1","93.75","11.72","1.42","89.20","105","12","89.74","49","6","89.09","12","0","100.00","56","6","90.32","3","1","75.00","88","11","88.89","0","0","-","14.85","94.44","1.093","60","11","7","88","89.55","102","22","16","86.44"
"226","Ben Lovejoy","N.J","D","82","8.6","5","3","62.50","5","3","62.50","5","1","83.33","0","0","-","0.38","0.19","66.26","3","1","75.00","3","1","75.00","0","0","-","0","0","-","0","0","-","2","2","50.00","0","0","-","0.00","100.00","1.000","6","5","3","26","66.67","6","7","3","66.67"
"319","Ben Smith","COL, TOR","R","40","0.38333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","0","0","6","100.00","1","0","0","100.00"
"555","Ben Thomson","N.J","L","3","0.033333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","0","-","0","1","0","-"
"153","Benoit Pouliot","EDM","L","67","57.6","95","7","93.14","67","7","90.54","51","3","94.44","4","0","100.00","5.63","0.51","91.62","50","4","92.59","21","3","87.50","1","0","100.00","29","1","96.67","3","0","100.00","42","3","93.33","0","0","-","7.84","100.00","1.078","36","9","2","35","94.74","43","16","4","91.49"
"498","Blake Coleman","N.J","C","23","1.45","3","1","75.00","3","1","75.00","2","0","100.00","0","0","-","0.33","0.03","92.25","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","1","1","50.00","0","0","-","0.00","-","0.00","1","2","1","9","50.00","1","2","1","50.00"
"129","Blake Comeau","COL","L","77","48.2","48","15","76.19","33","12","73.33","23","10","69.70","3","0","100.00","2.72","0.52","84.03","17","6","73.91","6","1","85.71","1","0","100.00","11","5","68.75","1","0","100.00","28","6","82.35","1","0","100.00","13.04","100.00","1.130","28","3","3","44","90.32","35","7","8","81.40"
"490","Blake Pietila","N.J","L","10","0.33333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","2","0","3","-","0","2","0","-"
"772","Blake Speers","N.J","C","3","0.2","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"122","Blake Wheeler","WPG","R","82","240.78333333333","424","62","87.24","329","54","85.90","233","45","83.81","29","4","87.88","29.37","3.68","88.87","216","29","88.16","88","12","88.00","13","1","92.86","128","17","88.28","6","1","85.71","197","19","91.20","10","1","90.91","12.45","91.11","1.036","140","30","2","51","98.59","252","53","16","94.03"
"687","Bo Horvat","VAN","C","81","156.36666666667","216","34","86.40","156","30","83.87","107","24","81.68","14","3","82.35","12.61","1.95","86.60","113","19","85.61","50","10","83.33","10","2","83.33","63","9","87.50","4","1","80.00","97","10","90.65","0","0","-","13.08","87.50","1.006","63","10","6","110","91.30","106","23","16","86.89"
"151","Bobby Ryan","OTT","R","62","149.8","252","28","90.00","187","24","88.63","119","23","83.80","16","2","88.89","14.2","1.96","87.88","104","15","87.39","33","9","78.57","4","1","80.00","71","6","92.21","3","0","100.00","142","8","94.67","9","1","90.00","13.45","91.30","1.047","71","14","4","61","94.67","120","27","9","93.02"
"515","Boone Jenner","CBJ","C","82","94.283333333333","105","21","83.33","76","16","82.61","55","13","80.88","3","0","100.00","6.57","1.08","85.86","48","10","82.76","22","6","78.57","2","0","100.00","26","4","86.67","0","0","-","50","7","87.72","1","0","100.00","5.45","100.00","1.055","25","9","3","77","89.29","32","14","7","82.05"
"68","Boyd Gordon","PHI","C","13","0.033333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
