"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"77","Chris Kunitz","PIT","L","71","52","7","68","9.33","7","56","11.11","5","47","9.62","0","4","0.00","0.53","6.35","7.64","4","36","10.00","3","17","15.00","0","3","0.00","1","19","5.00","0","0","-","2","30","6.25","0","1","0.00","0.00","91.49","0.915","3","8","29","58","9.38","3","8","35","7.89"
"17","Chris Neil","OTT","R","53","1.1833333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","1","1","0.00","0","0","1","0.00"
"200","Chris Stewart","MIN","R","79","0.21666666666667","0","2","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"240","Chris Terry","MTL","L","14","3.2666666666667","1","4","20.00","0","3","0.00","0","2","0.00","0","0","-","0","0.11","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","4","20.00","0","0","-","-","100.00","1.00","1","1","2","3","33.33","1","1","2","33.33"
"47","Chris Thorburn","WPG","R","64","39.6","6","63","8.70","6","45","11.76","6","34","15.00","1","5","16.67","0.49","3.8","11.42","2","32","5.88","2","11","15.38","1","1","50.00","0","21","0.00","0","2","0.00","3","26","10.34","0","2","0.00","16.67","85.29","1.020","0","8","7","51","0.00","1","10","9","10.00"
"587","Chris Tierney","S.J","C","80","143.05","26","264","8.97","21","196","9.68","19","137","12.18","3","17","15.00","1.14","16.77","6.35","15","129","10.42","8","56","12.50","0","10","0.00","7","73","8.75","2","2","50.00","6","124","4.62","1","5","16.67","15.79","87.59","1.034","7","15","98","133","6.67","10","26","120","7.69"
"175","Chris VandeVelde","PHI","C","81","201.86666666667","30","329","8.36","29","240","10.78","24","157","13.26","1","21","4.55","1.19","20.44","5.50","10","152","6.17","4","62","6.06","0","8","0.00","6","90","6.25","0","6","0.00","13","161","7.47","1","7","12.50","4.17","86.62","0.908","4","19","140","149","2.78","7","28","171","3.93"
"423","Chris Wagner","ANA","C, R","43","60.183333333333","20","78","20.41","16","52","23.53","12","33","26.67","1","2","33.33","1.49","4.46","25.04","11","43","20.37","7","16","30.43","1","1","50.00","4","27","12.90","0","1","0.00","5","31","13.89","0","0","-","8.33","93.94","1.023","6","13","7","73","46.15","8","14","15","34.78"
"365","Chris Wideman","OTT","D","76","5.6666666666667","2","5","28.57","2","3","40.00","2","2","50.00","0","0","-","0.18","0.14","57.60","2","1","66.67","1","0","100.00","0","0","-","1","1","50.00","0","0","-","0","4","0.00","0","0","-","0.00","100.00","1.000","0","1","1","21","0.00","0","1","1","0.00"
"710","Christian Dvorak","ARI","C, L","78","66.566666666667","13","131","9.03","11","98","10.09","7","66","9.59","3","14","17.65","1.05","8.01","11.63","6","60","9.09","3","25","10.71","1","8","11.11","3","35","7.89","0","3","0.00","2","68","2.86","1","3","25.00","42.86","78.79","1.216","0","10","24","81","0.00","1","12","27","3.57"
"731","Christian Fischer","ARI","R","7","1.55","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.08","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","1","2","0.00","0","0","1","0.00"
"678","Christian Folin","MIN","D","51","49.15","8","83","8.79","7","67","9.46","5","51","8.93","1","5","16.67","0.34","6.36","5.06","5","34","12.82","2","21","8.70","1","4","20.00","3","13","18.75","0","1","0.00","1","46","2.13","0","0","-","20.00","90.20","1.102","0","3","30","40","0.00","0","10","43","0.00"
"391","Christopher Tanev","VAN","D","53","153.16666666667","26","268","8.84","22","200","9.91","17","154","9.94","0","21","0.00","1.09","16.88","6.04","11","148","6.92","5","55","8.33","0","11","0.00","6","93","6.06","0","7","0.00","11","117","8.59","0","3","0.00","0.00","86.36","0.864","3","16","114","36","2.56","14","23","175","7.41"
"204","Claude Giroux","PHI","C, R","82","21.016666666667","3","29","9.38","3","21","12.50","3","16","15.79","1","3","25.00","0.08","1.4","5.48","1","11","8.33","0","2","0.00","0","1","0.00","1","9","10.00","0","0","-","1","17","5.56","1","2","33.33","33.33","81.25","1.146","0","4","45","33","0.00","1","7","48","2.04"
"115","Clayton Stoner","ANA","D","14","30.983333333333","7","45","13.46","6","30","16.67","5","21","19.23","0","1","0.00","0.5","3.05","14.06","3","31","8.82","1","13","7.14","0","1","0.00","2","18","10.00","0","0","-","2","14","12.50","0","0","-","0.00","95.24","0.952","0","1","18","16","0.00","0","3","27","0.00"
"173","Cody Bass","NSH","C","9","4.6333333333333","0","6","0.00","0","3","0.00","0","3","0.00","0","0","-","0","0.22","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","4","0.00","0","0","-","-","100.00","1.00","0","1","0","8","-","0","2","0","-"
"568","Cody Ceci","OTT","D","79","240.85","51","441","10.37","40","314","11.30","30","211","12.45","4","24","14.29","3.19","26","10.93","16","205","7.24","4","75","5.06","1","8","11.11","12","130","8.45","1","8","11.11","19","224","7.82","1","8","11.11","13.33","88.63","1.020","4","31","164","85","2.38","12","49","263","4.36"
"369","Cody Eakin","DAL","C","60","102.63333333333","18","172","9.47","15","131","10.27","9","86","9.47","0","22","0.00","0.81","12.39","6.10","7","75","8.54","2","32","5.88","0","11","0.00","5","43","10.42","0","7","0.00","11","87","11.22","0","4","0.00","0.00","74.42","0.744","4","12","72","92","5.26","6","17","88","6.38"
"171","Cody Franson","BUF","D","68","57.166666666667","6","94","6.00","4","75","5.06","3","59","4.84","0","5","0.00","0.23","6.87","3.21","2","45","4.26","2","25","7.41","0","4","0.00","0","20","0.00","0","0","-","3","46","6.12","0","1","0.00","0.00","91.53","0.915","0","8","15","67","0.00","2","10","20","9.09"
"287","Cody Goloubef","COL","D","33","57.816666666667","12","89","11.88","11","68","13.92","9","40","18.37","3","4","42.86","1.01","5.82","14.83","8","42","16.00","4","16","20.00","2","1","66.67","4","26","13.33","1","1","50.00","2","45","4.26","0","2","0.00","33.33","90.00","1.233","2","5","33","36","5.71","4","13","42","8.70"
"148","Cody McLeod","COL, NSH","L","59","1.0166666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","1","-","0","1","0","-"
"543","Colin Miller","BOS","D","61","15.633333333333","2","19","9.52","2","15","11.76","1","13","7.14","0","2","0.00","0.11","1.18","8.45","1","8","11.11","1","2","33.33","0","0","-","0","6","0.00","0","2","0.00","1","8","11.11","0","0","-","0.00","84.62","0.846","1","4","7","24","12.50","2","6","10","16.67"
"276","Colin Wilson","NSH","C, L","70","1.7","1","1","50.00","1","0","100.00","1","0","100.00","0","0","-","0.03","0","100.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","2","1","0","5","100.00","2","1","0","100.00"
"578","Colton Parayko","STL","D","81","171.73333333333","33","235","12.31","30","173","14.78","23","118","16.31","1","12","7.69","2.51","15.32","14.05","18","124","12.68","7","46","13.21","0","7","0.00","11","78","12.36","0","3","0.00","5","102","4.67","0","2","0.00","4.35","89.83","0.942","7","17","81","149","7.95","11","26","100","9.91"
"249","Colton Sceviour","FLA","C","80","160.78333333333","49","241","16.90","45","186","19.48","39","132","22.81","5","13","27.78","3.32","15.11","18.01","26","115","18.44","14","49","22.22","3","5","37.50","12","66","15.38","1","4","20.00","15","116","11.45","0","4","0.00","12.82","90.15","1.030","3","22","104","126","2.80","9","27","132","6.38"
"590","Colton Sissons","NSH","C","58","52.65","5","76","6.17","4","59","6.35","4","46","8.00","2","5","28.57","0.52","5.71","8.36","3","36","7.69","2","14","12.50","2","3","40.00","1","22","4.35","0","0","-","1","32","3.03","0","2","0.00","50.00","89.13","1.391","2","6","36","48","5.26","2","11","41","4.65"
"608","Connor Brown","TOR","R","82","162.9","32","256","11.11","29","192","13.12","23","147","13.53","3","13","18.75","2.16","14.59","12.92","19","119","13.77","11","35","23.91","2","2","50.00","8","84","8.70","1","7","12.50","6","122","4.69","0","4","0.00","13.04","91.16","1.042","5","15","55","211","8.33","10","28","76","11.63"
"593","Connor Carrick","TOR","D","67","16.666666666667","1","34","2.86","1","26","3.70","0","18","0.00","0","3","0.00","0.07","2.61","2.66","1","16","5.88","0","6","0.00","0","0","-","1","10","9.09","0","1","0.00","0","14","0.00","0","2","0.00","-","83.33","0.83","0","4","6","22","0.00","0","7","6","0.00"
"679","Connor Jones","NYI","C","4","1.7833333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.15","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","5","-","0","1","0","-"
"725","Connor McDavid","EDM","C","82","66.633333333333","10","112","8.20","10","82","10.87","8","60","11.76","2","8","20.00","0.47","7.19","6.14","5","53","8.62","3","21","12.50","1","4","20.00","2","32","5.88","0","2","0.00","3","56","5.08","1","2","33.33","25.00","86.67","1.117","8","11","32","78","20.00","10","16","39","20.41"
"534","Connor Murphy","ARI","D","77","142.73333333333","33","273","10.78","28","205","12.02","23","138","14.29","4","20","16.67","2.56","20.13","11.30","17","144","10.56","10","69","12.66","2","13","13.33","7","75","8.54","1","5","16.67","10","120","7.69","0","2","0.00","17.39","85.51","1.029","2","10","75","90","2.60","5","16","116","4.13"
"675","Conor Sheary","PIT","L","61","1.2","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.07","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"94","Corey Perry","ANA","R","82","2.4333333333333","1","3","25.00","1","3","25.00","0","1","0.00","0","0","-","0.48","0.3","62.13","0","2","0.00","0","2","0.00","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","1","4","2","6","33.33","1","6","2","33.33"
"364","Craig Smith","NSH","C, R","78","1.2666666666667","2","1","66.67","2","1","66.67","2","1","66.67","0","0","-","0.15","0.1","59.35","1","1","50.00","1","0","100.00","0","0","-","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0.00","100.00","1.000","2","0","0","4","100.00","2","2","0","100.00"
"669","Curtis Lazar","CGY, OTT","C","37","10.933333333333","2","8","20.00","1","6","14.29","1","4","20.00","0","0","-","0.05","0.32","13.25","0","4","0.00","0","0","-","0","0","-","0","4","0.00","0","0","-","1","3","25.00","0","0","-","0.00","100.00","1.000","2","1","5","11","28.57","2","1","6","25.00"
"378","Curtis McKenzie","DAL","L","53","52.583333333333","16","87","15.53","14","67","17.28","8","43","15.69","2","6","25.00","0.96","6.9","12.24","10","44","18.52","5","19","20.83","1","3","25.00","5","25","16.67","1","3","25.00","4","40","9.09","0","0","-","25.00","86.05","1.110","0","4","37","55","0.00","1","10","44","2.22"
"301","Dale Weise","PHI","R","64","0.51666666666667","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0.05","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","1","1","0.00","0","0","1","0.00"
"318","Dalton Prout","CBJ, N.J","D","29","25.816666666667","8","46","14.81","6","36","14.29","4","28","12.50","0","4","0.00","0.43","4.19","9.24","5","26","16.13","3","17","15.00","0","2","0.00","2","9","18.18","0","2","0.00","2","19","9.52","0","0","-","0.00","85.71","0.857","1","2","13","23","7.14","2","4","20","9.09"
"589","Damon Severson","N.J","D","80","24.5","2","38","5.00","2","33","5.71","2","23","8.00","0","3","0.00","0.06","3.76","1.58","1","20","4.76","0","12","0.00","0","2","0.00","1","8","11.11","0","1","0.00","0","18","0.00","0","0","-","0.00","86.96","0.870","0","5","4","41","0.00","1","5","11","8.33"
"183","Dan Girardi","NYR","D","63","141.75","39","233","14.34","33","166","16.58","29","110","20.86","5","14","26.32","3.34","15.9","17.36","22","133","14.19","9","54","14.29","4","11","26.67","13","79","14.13","0","2","0.00","13","94","12.15","1","1","50.00","17.24","87.27","1.045","2","22","118","63","1.67","9","35","153","5.56"
"43","Dan Hamhuis","DAL","D","79","159.83333333333","37","270","12.05","32","208","13.33","24","144","14.29","3","24","11.11","2.95","17.48","14.46","25","114","17.99","15","46","24.59","2","11","15.38","10","68","12.82","1","7","12.50","10","146","6.41","0","6","0.00","12.50","83.33","0.958","1","12","96","102","1.03","8","27","143","5.30"
"681","Daniel Carr","MTL","L","33","0.21666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"601","Daniel O'Regan","S.J","C","3","0.61666666666667","1","1","50.00","0","1","0.00","0","0","-","0","0","-","0","0.04","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"19","Daniel Sedin","VAN","L","82","9.8666666666667","1","17","5.56","1","16","5.88","1","13","7.14","0","3","0.00","0.08","1.11","6.63","1","12","7.69","0","3","0.00","0","1","0.00","1","9","10.00","0","2","0.00","0","5","0.00","0","0","-","0.00","76.92","0.769","1","3","6","31","14.29","1","4","6","14.29"
"144","Daniel Winnik","WSH","L","72","181.68333333333","52","255","16.94","48","185","20.60","43","118","26.71","2","18","10.00","3.07","15.78","16.29","26","113","18.71","14","54","20.59","1","11","8.33","12","59","16.90","0","4","0.00","17","124","12.06","1","2","33.33","4.65","84.75","0.894","9","23","123","122","6.82","18","40","152","10.59"
"615","Danny DeKeyser","DET","D","82","217.26666666667","40","394","9.22","33","296","10.03","24","204","10.53","1","28","3.45","2.16","24.87","8.00","18","195","8.45","10","76","11.63","0","14","0.00","8","119","6.30","0","8","0.00","18","190","8.65","1","6","14.29","4.17","86.27","0.904","5","26","140","73","3.45","16","49","216","6.90"
"715","Danton Heinen","BOS","C","8","0.66666666666667","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.05","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","1","1","0.00","0","0","1","0.00"
"661","Darnell Nurse","EDM","D","44","52.333333333333","8","98","7.55","7","74","8.64","7","55","11.29","0","7","0.00","0.45","6.87","6.18","4","51","7.27","1","24","4.00","0","3","0.00","3","27","10.00","0","0","-","3","43","6.52","0","4","0.00","0.00","87.27","0.873","3","5","35","37","7.89","5","6","60","7.69"
"178","Darren Helm","DET","C","50","82.433333333333","34","141","19.43","28","106","20.90","19","74","20.43","1","8","11.11","1.46","10.37","12.37","14","80","14.89","6","36","14.29","1","5","16.67","8","44","15.38","0","3","0.00","12","59","16.90","0","0","-","5.26","89.19","0.945","8","17","63","53","11.27","10","19","75","11.76"
"101","David Backes","BOS","R","74","39.533333333333","7","60","10.45","6","46","11.54","5","36","12.20","0","3","0.00","0.33","3.66","8.17","3","28","9.68","2","13","13.33","0","1","0.00","1","15","6.25","0","2","0.00","2","29","6.45","0","0","-","0.00","91.67","0.917","2","7","12","58","14.29","4","10","23","14.81"
"184","David Desharnais","EDM, MTL","C","49","0.86666666666667","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","1","2","0.00","0","0","2","0.00"
"132","David Krejci","BOS","C","82","39.9","8","58","12.12","7","37","15.91","5","22","18.52","0","2","0.00","0.27","2.66","9.15","3","21","12.50","0","8","0.00","0","1","0.00","3","13","18.75","0","1","0.00","4","34","10.53","0","0","-","0.00","90.91","0.909","2","8","25","64","7.41","3","11","29","9.38"
"704","David Pastrnak","BOS","R","75","1.1833333333333","0","2","0.00","0","1","0.00","0","0","-","0","0","-","0","0.11","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","3","-","0","1","0","-"
"251","David Perron","STL","L","82","93.683333333333","22","109","16.79","20","88","18.52","16","58","21.62","1","4","20.00","2.04","7.82","20.71","13","66","16.46","7","33","17.50","0","3","0.00","6","33","15.38","0","1","0.00","3","39","7.14","0","0","-","6.25","93.10","0.994","6","14","27","145","18.18","9","17","29","23.68"
"367","David Savard","CBJ","D","74","181.86666666667","34","305","10.03","31","237","11.57","24","169","12.44","3","13","18.75","2.08","20.55","9.18","16","147","9.82","9","61","12.86","1","5","16.67","7","86","7.53","2","5","28.57","11","143","7.14","0","3","0.00","12.50","92.31","1.048","2","25","128","90","1.54","8","38","180","4.26"
"222","David Schlemko","S.J","D","62","27.6","6","45","11.76","6","27","18.18","5","16","23.81","0","2","0.00","0.47","2.68","14.92","5","20","20.00","3","8","27.27","0","2","0.00","2","12","14.29","0","0","-","1","20","4.76","0","0","-","0.00","87.50","0.875","0","4","13","38","0.00","1","6","17","5.56"
"300","David Warsofsky","PIT","D","7","5.7166666666667","3","11","21.43","3","11","21.43","3","9","25.00","0","1","0.00","0.06","1.7","3.59","0","7","0.00","0","4","0.00","0","0","-","0","3","0.00","0","1","0.00","2","4","33.33","0","0","-","0.00","88.89","0.889","1","1","1","6","50.00","3","1","2","60.00"
"754","Denis Malgin","FLA","C","47","0.26666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","1","0","-"
"685","Dennis Rasmussen","CHI","C","68","118.66666666667","13","218","5.63","12","163","6.86","11","121","8.33","1","11","8.33","1.08","12.66","7.85","7","96","6.80","3","36","7.69","0","6","0.00","4","60","6.25","0","3","0.00","4","109","3.54","0","2","0.00","9.09","90.91","1.000","9","11","61","139","12.86","9","21","81","10.00"
"53","Dennis Seidenberg","NYI","D","73","135.58333333333","26","234","10.00","22","158","12.22","19","106","15.20","1","15","6.25","1.37","13.85","9.02","14","104","11.86","7","43","14.00","1","7","12.50","7","61","10.29","0","5","0.00","7","122","5.43","0","3","0.00","5.26","85.85","0.911","2","10","58","90","3.33","5","20","95","5.00"
"59","Dennis Wideman","CGY","D","57","124.21666666667","34","173","16.43","29","136","17.58","18","104","14.75","3","14","17.65","2.03","12.46","13.99","19","94","16.81","11","48","18.64","2","7","22.22","8","46","14.81","1","5","16.67","10","75","11.76","0","2","0.00","16.67","86.54","1.032","3","15","50","97","5.66","9","19","67","11.84"
"191","Derek Dorsett","VAN","R","14","5.0666666666667","0","6","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0.1","0.00","0","4","0.00","0","0","-","0","0","-","0","4","0.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","2","0","1","8","66.67","2","0","2","50.00"
"414","Derek Forbort","L.A","D","82","178.7","36","266","11.92","30","204","12.82","25","134","15.72","3","15","16.67","2.36","16.59","12.46","20","136","12.82","10","56","15.15","2","12","14.29","10","80","11.11","0","1","0.00","13","123","9.56","1","2","33.33","12.00","88.81","1.008","4","14","126","114","3.08","6","25","168","3.45"
"304","Derek Grant","BUF, NSH","C","46","100.4","9","191","4.50","8","149","5.10","5","101","4.72","0","14","0.00","0.58","13.49","4.14","2","82","2.38","2","43","4.44","0","8","0.00","0","39","0.00","0","5","0.00","2","102","1.92","0","1","0.00","0.00","86.14","0.861","1","9","97","52","1.02","2","16","126","1.56"
"22","Derek MacKenzie","FLA","C","82","184.83333333333","52","297","14.90","48","234","17.02","41","166","19.81","6","13","31.58","3.62","20.32","15.14","25","147","14.53","13","64","16.88","4","5","44.44","12","83","12.63","1","4","20.00","14","140","9.09","0","4","0.00","14.63","92.17","1.068","4","26","145","135","2.68","11","33","177","5.85"
"753","Derek Ryan","CAR","C","67","29.5","7","27","20.59","6","18","25.00","5","11","31.25","1","2","33.33","0.38","1.33","22.46","3","8","27.27","2","4","33.33","0","1","0.00","1","4","20.00","1","0","100.00","4","17","19.05","0","1","0.00","20.00","81.82","1.018","1","8","10","40","9.09","2","8","12","14.29"
"293","Derek Stepan","NYR","C","81","110.48333333333","37","153","19.47","31","110","21.99","23","79","22.55","2","15","11.76","2.58","9.97","20.55","18","80","18.37","7","31","18.42","2","8","20.00","11","49","18.33","0","5","0.00","12","68","15.00","0","2","0.00","8.70","81.01","0.897","10","15","102","69","8.93","16","20","123","11.51"
"208","Derick Brassard","OTT","C","81","6.75","2","10","16.67","2","8","20.00","2","6","25.00","0","1","0.00","0.09","0.52","14.52","1","4","20.00","0","3","0.00","0","0","-","1","1","50.00","0","1","0.00","1","6","14.29","0","0","-","0.00","83.33","0.833","0","3","2","22","0.00","0","5","3","0.00"
"572","Derrick Pouliot","PIT","D","11","12.183333333333","2","22","8.33","2","17","10.53","1","13","7.14","0","0","-","0.02","1.65","1.13","0","12","0.00","0","4","0.00","0","0","-","0","8","0.00","0","0","-","1","7","12.50","0","0","-","0.00","100.00","1.000","0","1","2","18","0.00","0","1","5","0.00"
"40","Deryk Engelland","CGY","D","81","261.33333333333","53","444","10.66","47","332","12.40","41","237","14.75","4","30","11.76","3.35","29.46","10.20","27","233","10.38","10","81","10.99","3","19","13.64","17","152","10.06","1","7","12.50","18","206","8.04","0","4","0.00","9.76","87.34","0.971","3","30","204","74","1.45","12","48","293","3.93"
"411","Devante Smith-Pelly","N.J","R","53","66.466666666667","3","117","2.50","3","91","3.19","3","59","4.84","0","3","0.00","0.02","8.61","0.24","0","64","0.00","0","25","0.00","0","1","0.00","0","39","0.00","0","1","0.00","2","48","4.00","0","1","0.00","0.00","94.92","0.949","4","14","20","73","16.67","4","17","31","11.43"
"155","Devin Setoguchi","L.A","R","45","0.18333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","0","-","0","1","0","-"
"583","Devin Shore","DAL","C","82","12.283333333333","2","20","9.09","2","14","12.50","2","12","14.29","0","3","0.00","0.1","2.33","4.01","1","10","9.09","0","7","0.00","0","3","0.00","1","3","25.00","0","0","-","1","9","10.00","0","0","-","0.00","75.00","0.750","2","2","3","25","40.00","2","2","3","40.00"
"83","Dion Phaneuf","OTT","D","81","199.31666666667","47","372","11.22","36","262","12.08","23","180","11.33","3","26","10.34","2.57","22.87","10.09","17","175","8.85","4","63","5.97","0","9","0.00","13","112","10.40","1","9","10.00","19","186","9.27","2","8","20.00","13.04","85.56","0.986","4","27","158","68","2.47","10","40","233","4.12"
"503","Dmitrij Jaskin","STL","R","51","1.0333333333333","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0.14","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","-","0.00","0.00","0","0","0","1","-","0","1","0","-"
"345","Dmitry Kulikov","BUF","D","47","75.416666666667","15","147","9.26","13","122","9.63","10","94","9.62","0","13","0.00","0.69","10.48","6.18","6","72","7.69","1","33","2.94","0","8","0.00","5","39","11.36","0","3","0.00","5","73","6.41","0","2","0.00","0.00","86.17","0.862","1","9","31","76","3.13","2","17","44","4.35"
"356","Dmitry Orlov","WSH","D","82","20.533333333333","10","24","29.41","8","18","30.77","8","13","38.10","1","2","33.33","0.18","1.29","12.21","1","11","8.33","1","7","12.50","1","1","50.00","0","4","0.00","0","0","-","2","10","16.67","0","1","0.00","12.50","84.62","0.971","1","0","8","38","11.11","2","5","13","13.33"
"37","Dominic Moore","BOS","C","82","159.93333333333","46","257","15.18","39","200","16.32","35","125","21.88","4","21","16.00","2.21","17.83","11.04","23","117","16.43","9","50","15.25","1","9","10.00","14","67","17.28","2","5","28.57","10","133","6.99","1","7","12.50","11.43","83.20","0.946","3","15","112","115","2.61","11","28","142","7.19"
"524","Dougie Hamilton","CGY","D","81","73.15","21","105","16.67","13","82","13.68","8","56","12.50","1","5","16.67","0.74","6.54","10.21","4","49","7.55","3","25","10.71","1","3","25.00","1","24","4.00","0","2","0.00","10","55","15.38","0","0","-","12.50","91.07","1.036","3","10","27","69","10.00","4","12","36","10.00"
"769","Drake Caggiula","EDM","C, L","60","41.033333333333","11","66","14.29","11","40","21.57","7","30","18.92","1","1","50.00","0.75","3.13","19.32","9","28","24.32","4","12","25.00","1","1","50.00","5","16","23.81","0","0","-","1","34","2.86","0","0","-","14.29","96.67","1.110","4","7","7","52","36.36","4","9","9","30.77"
"271","Drew Doughty","L.A","D","82","210.21666666667","41","339","10.79","31","255","10.84","24","169","12.44","3","19","13.64","2.5","20.27","10.99","21","161","11.54","8","65","10.96","2","13","13.33","13","96","11.93","0","4","0.00","16","166","8.79","1","2","33.33","12.50","88.76","1.013","2","24","151","104","1.31","5","39","221","2.21"
"108","Drew Miller","DET","L","55","74.866666666667","17","135","11.18","14","100","12.28","8","79","9.20","0","11","0.00","0.69","8.89","7.17","10","65","13.33","4","29","12.12","0","7","0.00","6","36","14.29","0","1","0.00","5","64","7.25","0","3","0.00","0.00","86.08","0.861","1","10","41","75","2.38","5","14","52","8.77"
"360","Drew Shore","VAN","C","14","11.216666666667","1","13","7.14","1","10","9.09","0","9","0.00","0","3","0.00","0.08","0.61","11.17","0","4","0.00","0","3","0.00","0","2","0.00","0","1","0.00","0","0","-","1","9","10.00","0","1","0.00","-","66.67","0.67","1","2","4","11","20.00","1","3","6","14.29"
"121","Drew Stafford","BOS, WPG","R","58","11.7","2","18","10.00","2","15","11.76","2","12","14.29","0","1","0.00","0.11","1.96","5.25","1","12","7.69","0","7","0.00","0","0","-","1","5","16.67","0","1","0.00","1","6","14.29","0","0","-","0.00","91.67","0.917","0","1","3","16","0.00","1","2","3","25.00"
"73","Duncan Keith","CHI","D","80","194.68333333333","18","372","4.62","13","286","4.35","13","208","5.88","1","29","3.33","0.95","26.71","3.44","11","163","6.32","3","85","3.41","0","16","0.00","8","78","9.30","0","4","0.00","2","191","1.04","0","9","0.00","7.69","86.06","0.938","3","24","126","96","2.33","9","35","210","4.11"
"526","Duncan Siemens","COL","D","3","3.2166666666667","1","3","25.00","1","3","25.00","1","3","25.00","0","0","-","0.09","0.13","41.09","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","3","0.00","0","0","-","0.00","100.00","1.000","0","0","1","4","0.00","0","0","1","0.00"
"85","Dustin Brown","L.A","L, R","80","103.35","17","172","8.99","14","124","10.14","11","81","11.96","2","12","14.29","0.93","11.22","7.64","10","89","10.10","5","38","11.63","2","8","20.00","5","51","8.93","0","2","0.00","7","78","8.24","0","2","0.00","18.18","85.19","1.034","6","11","63","90","8.70","8","14","87","8.42"
"112","Dustin Byfuglien","WPG","D","80","188.1","52","328","13.68","41","243","14.44","33","173","16.02","6","27","18.18","3.23","19.96","13.94","27","150","15.25","15","60","20.00","4","9","30.77","12","90","11.76","1","10","9.09","17","156","9.83","1","8","11.11","18.18","84.39","1.026","1","18","81","109","1.22","6","40","146","3.95"
