"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"90","Adam McQuaid","CBJ, NYR","D","50","701.61666666667","527","691","43.27","398","509","43.88","287","352","44.91","28","28","50.00","26.39","27.32","49.13","268","331","44.74","126","136","48.09","15","16","48.39","142","195","42.14","5","10","33.33","207","294","41.32","7","2","77.78","9.76","92.05","1.018","89","199","121","603","42.38","174","278","235","42.54"
"478","Adam Pelech","NYI","D","78","1316.2333333333","1160","1225","48.64","841","863","49.35","615","616","49.96","57","36","61.29","51.44","44.62","53.55","584","562","50.96","249","219","53.21","32","24","57.14","335","343","49.41","19","5","79.17","465","532","46.64","2","7","22.22","9.27","94.16","1.034","159","259","214","1058","42.63","347","394","423","45.06"
"639","Adrian Kempe","L.A","C","81","1020.05","942","882","51.64","696","647","51.82","479","456","51.23","34","40","45.95","38.98","33.96","53.44","436","404","51.90","163","151","51.91","19","24","44.19","273","253","51.90","11","10","52.38","414","401","50.80","4","4","50.00","7.10","91.23","0.983","170","221","144","925","54.14","303","313","269","52.97"
"384","Alan Quine","CGY","C","13","120.48333333333","91","98","48.15","63","71","47.01","41","54","43.16","4","4","50.00","3.29","4.05","44.82","41","47","46.59","19","25","43.18","3","3","50.00","22","22","50.00","1","1","50.00","40","43","48.19","0","0","-","9.76","92.59","1.023","19","31","18","98","51.35","26","39","34","43.33"
"173","Alec Martinez","L.A","D","60","1094.9","1062","1141","48.21","772","841","47.86","529","581","47.66","51","52","49.51","45.62","49.48","47.97","498","536","48.16","196","213","47.92","28","29","49.12","302","323","48.32","11","12","47.83","471","516","47.72","9","7","56.25","9.64","91.05","1.007","104","201","153","875","40.47","299","341","344","46.50"
"573","Aleksander Barkov","FLA","C","82","1375.2833333333","1298","1317","49.64","1002","1022","49.51","763","719","51.48","88","82","51.76","60.48","72.66","45.43","605","639","48.63","254","291","46.61","57","46","55.34","351","348","50.21","20","21","48.78","558","550","50.36","9","9","50.00","11.53","88.60","1.001","240","355","269","851","47.15","454","524","554","45.04"
"106","Alex Biega","VAN","D","41","692.95","679","652","51.01","520","492","51.38","350","352","49.86","32","32","50.00","28.15","26.39","51.62","322","318","50.31","126","127","49.80","17","20","45.95","196","191","50.65","11","5","68.75","286","289","49.74","3","7","30.00","9.14","90.91","1.001","104","130","90","609","53.61","203","209","214","48.68"
"236","Alex Chiasson","EDM","R","73","1002.75","854","1000","46.06","633","753","45.67","447","528","45.85","39","39","50.00","37.16","41.7","47.12","411","453","47.57","154","191","44.64","21","24","46.67","257","262","49.52","13","5","72.22","362","430","45.71","5","7","41.67","8.72","92.61","1.013","191","254","193","706","49.74","317","341","334","48.69"
"784","Alex DeBrincat","CHI","L, R","82","1173.4833333333","1174","1158","50.34","866","879","49.63","667","652","50.57","76","69","52.41","47.53","61.01","43.79","581","621","48.34","202","270","42.80","38","32","54.29","379","351","51.92","24","25","48.98","502","442","53.18","13","8","61.90","11.39","89.42","1.008","226","266","125","824","64.39","415","383","266","60.94"
"847","Alex Formenton","OTT","L","9","100.51666666667","74","119","38.34","55","84","39.57","37","62","37.37","3","5","37.50","3.03","3.94","43.51","42","51","45.16","14","21","40.00","2","2","50.00","28","30","48.28","0","2","0.00","27","57","32.14","1","1","50.00","8.11","91.94","1.000","17","25","10","78","62.96","27","35","31","46.55"
"444","Alex Galchenyuk","ARI","C","72","901.43333333333","848","900","48.51","618","673","47.87","436","479","47.65","29","44","39.73","34.9","44.97","43.70","398","442","47.38","161","208","43.63","14","24","36.84","237","234","50.32","10","15","40.00","361","366","49.66","5","4","55.56","6.65","90.81","0.975","226","170","83","797","73.14","357","236","209","63.07"
"67","Alex Goligoski","ARI","D","76","1320.0333333333","1286","1392","48.02","955","986","49.20","696","689","50.25","52","58","47.27","60.71","57.16","51.51","592","609","49.29","273","273","50.00","27","34","44.26","319","336","48.70","17","14","54.84","558","625","47.17","6","8","42.86","7.47","91.58","0.991","121","241","153","1020","44.16","373","399","401","48.19"
"859","Alex Iafallo","L.A","L","82","1213.3833333333","1050","1170","47.30","779","875","47.10","556","621","47.24","47","58","44.76","41.14","51.57","44.37","467","543","46.24","176","217","44.78","25","31","44.64","291","326","47.16","9","16","36.00","487","530","47.89","11","8","57.89","8.45","90.66","0.991","200","350","212","839","48.54","358","460","447","44.47"
"136","Alex Killorn","T.B","L","82","948.36666666667","970","819","54.22","704","619","53.21","509","450","53.08","51","32","61.45","43.21","32.98","56.71","484","404","54.50","172","169","50.44","21","17","55.26","312","235","57.04","19","11","63.33","417","336","55.38","10","4","71.43","10.02","92.89","1.029","140","270","152","656","47.95","229","363","269","45.98"
"56","Alex Ovechkin","WSH","L","81","1335.2666666667","1331","1378","49.13","1006","1052","48.88","706","743","48.72","91","79","53.53","63.91","73.69","46.45","623","700","47.09","241","345","41.13","39","46","45.88","382","355","51.83","27","15","64.29","588","544","51.94","19","10","65.52","12.89","89.37","1.023","255","312","158","803","61.74","506","463","384","56.85"
"313","Alex Petrovic","EDM, FLA","D","35","529.28333333333","510","544","48.39","377","404","48.27","268","301","47.10","11","26","29.73","18.01","23.25","43.65","205","247","45.35","73","110","39.89","8","16","33.33","132","137","49.07","2","8","20.00","245","239","50.62","0","2","0.00","4.10","91.36","0.955","95","112","70","419","57.58","173","170","164","51.34"
"185","Alex Pietrangelo","STL","D","71","1367.2666666667","1419","1222","53.73","1057","911","53.71","769","653","54.08","69","65","51.49","65.68","57.71","53.23","717","638","52.92","310","239","56.47","41","34","54.67","407","399","50.50","18","15","54.55","579","487","54.32","8","13","38.10","8.97","90.05","0.990","214","306","187","978","53.37","427","441","402","51.51"
"629","Alex Tuch","VGK","R","74","1053.8333333333","1139","943","54.71","839","701","54.48","621","507","55.05","60","45","57.14","50.67","44.15","53.44","573","452","55.90","217","179","54.80","34","26","56.67","356","273","56.60","15","12","55.56","463","399","53.71","10","4","71.43","9.66","91.12","1.008","138","165","95","766","59.23","364","312","277","56.79"
"70","Alexander Edler","VAN","D","56","1052.0833333333","922","1027","47.31","690","711","49.25","482","503","48.93","49","45","52.13","41.46","40.05","50.86","401","509","44.07","160","174","47.90","20","25","44.44","241","335","41.84","13","13","50.00","418","443","48.55","13","7","65.00","10.17","91.05","1.012","157","240","222","798","41.42","312","367","450","40.94"
"509","Alexander Kerfoot","COL","C","78","994.23333333333","973","915","51.54","712","664","51.74","524","484","51.98","40","47","45.98","39.04","37.43","51.05","456","407","52.84","188","166","53.11","26","19","57.78","268","241","52.65","6","16","27.27","434","397","52.23","7","9","43.75","7.63","90.29","0.979","196","198","134","754","59.39","345","286","274","55.74"
"814","Alexander Nylander","BUF","R","12","134.56666666667","144","114","55.81","112","96","53.85","79","76","50.97","4","8","33.33","4.72","5.58","45.83","57","56","50.44","22","28","44.00","2","3","40.00","35","28","55.56","2","2","50.00","77","48","61.60","0","2","0.00","5.06","89.47","0.945","42","26","18","93","70.00","65","38","29","69.15"
"61","Alexander Radulov","DAL","R","70","1165.8666666667","1242","1159","51.73","925","852","52.05","699","614","53.24","71","47","60.17","59.78","51.53","53.71","619","528","53.97","277","191","59.19","41","23","64.06","342","337","50.37","15","13","53.57","515","494","51.04","12","6","66.67","10.16","92.35","1.025","316","222","160","897","66.39","506","290","343","59.60"
"24","Alexander Steen","STL","L","65","819.2","780","705","52.53","571","503","53.17","410","348","54.09","33","31","51.56","32.11","28.21","53.23","345","310","52.67","139","120","53.67","15","16","48.39","206","190","52.02","9","8","52.94","358","324","52.49","8","5","61.54","8.05","91.09","0.991","131","215","161","628","44.86","247","313","309","44.42"
"585","Alexander Wennberg","CBJ","C","75","893.3","836","808","50.85","633","601","51.30","452","430","51.25","36","40","47.37","36.94","37.35","49.72","371","398","48.24","153","168","47.66","16","21","43.24","218","230","48.66","12","14","46.15","362","325","52.69","6","5","54.55","7.96","90.70","0.987","183","194","155","638","54.14","289","273","301","48.98"
"828","Alexandre Fortin","CHI","L","24","243.5","260","242","51.79","193","182","51.47","133","140","48.72","7","14","33.33","10.7","13.39","44.43","137","129","51.50","48","62","43.64","4","9","30.77","89","67","57.05","1","4","20.00","97","94","50.79","2","1","66.67","5.26","90.00","0.953","37","51","43","193","46.25","61","67","74","45.19"
"855","Alexandre Texier","CBJ","C","2","25.533333333333","18","27","40.00","17","24","41.46","13","14","48.15","3","0","100.00","0.93","1","48.22","8","10","44.44","5","4","55.56","1","0","100.00","3","6","33.33","2","0","100.00","9","13","40.91","0","0","-","23.08","100.00","1.231","2","7","4","19","33.33","2","9","6","25.00"
"671","Anders Bjork","BOS","L","20","217.38333333333","181","195","48.14","136","132","50.75","101","99","50.50","4","5","44.44","5.49","6.8","44.67","66","75","46.81","17","32","34.69","2","2","50.00","49","43","53.26","1","1","50.00","98","99","49.75","1","2","33.33","3.96","94.95","0.989","31","45","12","191","72.09","60","62","37","61.86"
"278","Anders Lee","NYI","L","82","1162.0666666667","1113","1148","49.23","824","862","48.87","599","611","49.50","62","42","59.62","54.87","52.67","51.02","583","540","51.91","284","213","57.14","39","20","66.10","299","327","47.76","17","9","65.38","446","503","47.00","4","10","28.57","10.35","93.13","1.035","169","264","140","903","54.69","333","396","326","50.53"
"548","Andre Burakovsky","WSH","L","76","823.38333333333","778","826","48.50","558","602","48.10","399","421","48.66","35","33","51.47","30","33.85","46.99","377","389","49.22","123","156","44.09","14","18","43.75","254","233","52.16","13","11","54.17","330","358","47.97","8","3","72.73","8.77","92.16","1.009","120","183","116","590","50.85","216","256","235","47.89"
"494","Andreas Athanasiou","DET","C","76","1114.9833333333","985","1160","45.92","739","897","45.17","528","659","44.48","51","60","45.95","41.34","56.1","42.43","473","557","45.92","198","234","45.83","31","31","50.00","275","323","45.99","13","12","52.00","410","481","46.02","7","11","38.89","9.66","90.90","1.006","239","287","157","817","60.35","413","399","322","56.19"
"645","Andreas Englund","OTT","D","3","37.333333333333","35","23","60.34","25","17","59.52","19","10","65.52","0","3","0.00","1.23","0.54","69.42","15","6","71.43","6","3","66.67","0","1","0.00","9","3","75.00","0","1","0.00","15","14","51.72","0","1","0.00","0.00","70.00","0.700","4","8","1","42","80.00","6","10","4","60.00"
"524","Andreas Johnsson","TOR","L","73","882.31666666667","994","844","54.08","727","650","52.80","497","468","51.50","54","37","59.34","37.79","37.53","50.17","494","416","54.29","166","152","52.20","31","23","57.41","328","264","55.41","18","6","75.00","406","358","53.14","5","6","45.45","10.87","92.09","1.030","196","222","157","691","55.52","309","300","296","51.07"
"744","Andreas Martinsen","CHI","L","24","184.2","154","188","45.03","113","136","45.38","84","108","43.75","5","11","31.25","5.73","8.39","40.58","58","96","37.66","24","47","33.80","3","6","33.33","34","49","40.96","1","2","33.33","82","78","51.25","1","3","25.00","5.95","89.81","0.958","29","32","49","164","37.18","38","45","79","32.48"
"885","Andrei Svechnikov","CAR","R","82","1042.3166666667","1197","929","56.30","929","702","56.96","657","493","57.13","47","43","52.22","62.38","45.28","57.94","579","446","56.49","275","219","55.67","27","24","52.94","304","227","57.25","11","9","55.00","520","395","56.83","6","8","42.86","7.15","91.28","0.984","201","247","145","898","58.09","365","346","340","51.77"
"69","Andrej Sekera","EDM","D","24","351.08333333333","317","316","50.08","235","237","49.79","176","164","51.76","17","16","51.52","12.62","13.85","47.68","156","164","48.75","70","73","48.95","7","9","43.75","86","91","48.59","8","5","61.54","136","111","55.06","2","2","50.00","9.66","90.24","0.999","41","55","55","322","42.71","99","98","112","46.92"
"515","Andrej Sustr","ANA","D","5","58.683333333333","43","61","41.35","32","46","41.03","25","33","43.10","1","1","50.00","1.26","3.09","28.86","17","32","34.69","4","14","22.22","0","1","0.00","13","18","41.94","1","0","100.00","25","22","53.19","0","0","-","4.00","96.97","1.010","5","12","0","72","100.00","10","15","5","66.67"
"288","Andrew Agozzino","COL","L","11","80.016666666667","64","78","45.07","54","56","49.09","43","42","50.59","3","1","75.00","3.19","3.08","50.88","32","28","53.33","11","16","40.74","2","1","66.67","21","12","63.64","1","0","100.00","25","48","34.25","0","0","-","6.98","97.62","1.046","14","15","7","67","66.67","18","21","16","52.94"
"85","Andrew Cogliano","ANA, DAL","C, L","78","871.81666666667","800","831","49.05","615","619","49.84","432","450","48.98","24","23","51.06","34.57","33.5","50.78","352","406","46.44","144","167","46.30","9","12","42.86","208","239","46.53","6","8","42.86","375","348","51.87","9","3","75.00","5.56","94.89","1.004","133","280","201","708","39.82","203","362","343","37.18"
"545","Andrew Copp","WPG","C","69","742.43333333333","708","678","51.08","513","503","50.49","362","362","50.00","38","19","66.67","29.64","25.86","53.40","314","286","52.33","132","111","54.32","23","11","67.65","182","175","50.98","7","2","77.78","310","320","49.21","6","6","50.00","10.50","94.75","1.052","121","187","113","612","51.71","202","240","214","48.56"
"58","Andrew Ladd","NYI","L","26","333.3","278","332","45.57","194","244","44.29","137","172","44.34","14","12","53.85","11.1","14.28","43.72","139","172","44.69","57","65","46.72","9","8","52.94","82","107","43.39","4","0","100.00","117","129","47.56","1","4","20.00","10.22","93.02","1.032","46","84","48","257","48.94","87","112","111","43.94"
"129","Andrew MacDonald","PHI","D","47","677.91666666667","606","664","47.72","418","469","47.13","303","350","46.40","30","37","44.78","24.27","26.09","48.19","265","319","45.38","115","115","50.00","15","17","46.88","150","204","42.37","13","15","46.43","266","282","48.54","2","5","28.57","9.90","89.43","0.993","94","136","113","534","45.41","174","203","222","43.94"
"681","Andrew Mangiapane","CGY","L","44","440.73333333333","443","369","54.56","325","273","54.35","233","188","55.34","22","11","66.67","17.65","12.28","58.96","208","152","57.78","82","56","59.42","13","7","65.00","126","96","56.76","6","2","75.00","187","171","52.23","3","2","60.00","9.44","94.15","1.036","89","107","65","355","57.79","127","130","122","51.00"
"377","Andrew Shaw","MTL","R","63","827.7","912","817","52.75","678","606","52.80","496","450","52.43","57","40","58.76","39.51","36","52.32","439","393","52.76","184","169","52.12","35","23","60.34","255","224","53.24","15","14","51.72","410","351","53.88","7","2","77.78","11.49","91.11","1.026","131","146","108","654","54.81","268","237","256","51.15"
"103","Andy Greene","N.J","D","82","1363.75","1177","1433","45.10","924","1070","46.34","683","789","46.40","57","74","43.51","56.37","58.98","48.87","566","670","45.79","234","260","47.37","28","42","40.00","332","410","44.74","16","18","47.06","501","625","44.49","9","13","40.91","8.35","90.62","0.990","143","365","260","983","35.48","365","534","560","39.46"
"383","Andy Welinski","ANA","D","26","395.93333333333","375","384","49.41","266","299","47.08","171","205","45.48","13","18","41.94","12.85","19.58","39.62","159","199","44.41","57","91","38.51","5","12","29.41","102","108","48.57","3","4","42.86","184","154","54.44","5","2","71.43","7.60","91.22","0.988","105","71","35","306","75.00","153","91","79","65.95"
"721","Anthony Beauvillier","NYI","C, L","81","1048.5666666667","979","990","49.72","717","719","49.93","525","513","50.58","43","41","51.19","42.13","39.36","51.70","510","477","51.67","213","197","51.95","31","28","52.54","297","280","51.47","9","10","47.37","378","430","46.78","3","3","50.00","8.19","92.01","1.002","173","179","86","827","66.80","301","269","217","58.11"
"347","Anthony Bitetto","MIN, NSH","D","36","422.21666666667","382","379","50.20","296","283","51.12","195","209","48.27","12","19","38.71","16.83","16.98","49.78","155","204","43.18","69","96","41.82","6","12","33.33","86","108","44.33","2","6","25.00","193","133","59.20","4","1","80.00","6.15","90.91","0.971","64","73","38","367","62.75","120","126","82","59.41"
"740","Anthony Cirelli","T.B","C","82","970.88333333333","962","827","53.77","710","636","52.75","525","463","53.14","55","37","59.78","43.97","32.83","57.25","495","409","54.76","187","162","53.58","23","18","56.10","308","247","55.50","19","13","59.38","404","343","54.08","10","6","62.50","10.48","92.01","1.025","147","295","203","662","42.00","239","383","339","41.35"
"539","Anthony Duclair","CBJ, OTT","L","74","817.41666666667","733","809","47.54","558","597","48.31","401","457","46.74","38","37","50.67","31.82","38.78","45.07","323","393","45.11","155","170","47.69","24","19","55.81","168","223","42.97","9","13","40.91","331","336","49.63","3","4","42.86","9.48","91.90","1.014","187","198","85","678","68.75","281","263","178","61.22"
"818","Anthony Greco","FLA","R","1","9.5","12","8","60.00","7","8","46.67","6","6","50.00","0","3","0.00","0.41","0.41","50.19","5","4","55.56","3","3","50.00","0","1","0.00","2","1","66.67","0","1","0.00","5","4","55.56","0","1","0.00","0.00","50.00","0.500","2","4","2","8","50.00","3","7","2","60.00"
"591","Anthony Mantha","DET","R","67","1036.1833333333","1096","897","54.99","816","709","53.51","605","503","54.60","49","54","47.57","44.44","48.15","48.00","490","433","53.09","184","186","49.73","18","23","43.90","306","247","55.33","19","12","61.29","496","379","56.69","10","13","43.48","8.10","89.26","0.974","219","246","123","712","64.04","376","327","248","60.26"
"153","Anthony Peluso","CGY","R","4","16.45","13","13","50.00","8","9","47.06","5","6","45.45","0","1","0.00","0.44","0.43","50.61","4","3","57.14","2","1","66.67","0","1","0.00","2","2","50.00","0","0","-","5","9","35.71","0","0","-","0.00","83.33","0.833","1","5","3","18","25.00","1","6","4","20.00"
"696","Anthony Richard","NSH","C","1","7.3666666666667","5","8","38.46","5","6","45.45","4","5","44.44","0","1","0.00","0.13","0.26","33.44","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","1","0.00","5","3","62.50","0","0","-","0.00","80.00","0.800","2","4","2","4","50.00","2","4","2","50.00"
"227","Antoine Roussel","VAN","L","65","833.9","774","790","49.49","588","569","50.82","426","416","50.59","38","34","52.78","31.78","30.09","51.36","357","370","49.11","149","135","52.46","21","15","58.33","208","235","46.95","13","12","52.00","332","349","48.75","3","7","30.00","8.92","91.83","1.007","145","242","167","720","46.47","198","326","316","38.52"
"522","Anton Blidh","BOS","L","1","12.333333333333","7","7","50.00","5","4","55.56","4","4","50.00","0","0","-","0.16","0.18","47.06","2","3","40.00","0","1","0.00","0","0","-","2","2","50.00","0","0","-","5","4","55.56","0","0","-","0.00","100.00","1.000","1","5","1","10","50.00","2","6","2","50.00"
"670","Anton Lindholm","COL","D","2","12.683333333333","16","14","53.33","14","11","56.00","9","7","56.25","0","1","0.00","0.92","0.64","59.11","7","6","53.85","3","4","42.86","0","0","-","4","2","66.67","0","1","0.00","9","8","52.94","0","0","-","0.00","85.71","0.857","0","1","2","16","0.00","0","2","3","0.00"
"100","Anton Stralman","T.B","D","47","823.85","753","835","47.42","547","646","45.85","404","466","46.44","46","35","56.79","33.75","35.08","49.03","381","422","47.45","142","166","46.10","25","20","55.56","239","256","48.28","14","12","53.85","330","353","48.32","5","3","62.50","11.39","92.49","1.039","82","177","105","588","43.85","219","276","256","46.11"
"897","Antti Suomela","S.J","C","27","301.33333333333","321","283","53.15","252","198","56.00","180","134","57.32","8","7","53.33","13.89","11.29","55.16","140","135","50.91","62","53","53.91","4","6","40.00","78","82","48.75","3","1","75.00","162","118","57.86","1","0","100.00","4.44","94.78","0.992","53","62","23","297","69.74","97","99","64","60.25"
"81","Anze Kopitar","L.A","C","81","1416.3666666667","1283","1424","47.40","960","1082","47.01","689","760","47.55","63","77","45.00","53.76","67.94","44.17","584","676","46.35","234","273","46.15","31","38","44.93","350","403","46.48","17","26","39.53","573","620","48.03","11","9","55.00","9.14","89.87","0.990","205","371","265","849","43.62","412","510","582","41.45"
"128","Artem Anisimov","CHI","C","78","1074.6333333333","1023","1086","48.51","750","837","47.26","561","632","47.02","46","46","50.00","44.03","56.1","43.98","473","584","44.75","191","264","41.98","27","28","49.09","282","320","46.84","11","10","52.38","466","419","52.66","8","6","57.14","8.20","92.72","1.009","174","209","121","787","58.98","325","323","279","53.81"
"743","Artemi Panarin","CBJ","L","79","1344.2833333333","1438","1185","54.82","1116","919","54.84","805","671","54.54","92","75","55.09","65.93","58.92","52.81","717","572","55.62","261","238","52.30","43","39","52.44","456","334","57.72","32","27","54.24","618","523","54.16","13","7","65.00","11.43","88.82","1.003","369","302","58","917","86.42","579","425","171","77.20"
"567","Artturi Lehkonen","MTL","L","82","1044","1115","971","53.45","814","722","52.99","610","563","52.00","55","45","55.00","50.47","35.91","58.43","519","395","56.78","216","166","56.54","23","25","47.92","303","229","56.95","18","12","60.00","490","484","50.31","10","7","58.82","9.02","92.01","1.010","210","220","151","823","58.17","394","339","324","54.87"
"514","Ashton Sautner","VAN","D","17","243.25","203","219","48.10","147","161","47.73","111","119","48.26","7","9","43.75","6.3","7.73","44.88","71","91","43.83","26","32","44.83","2","3","40.00","45","59","43.27","4","5","44.44","104","108","49.06","0","1","0.00","6.31","92.44","0.987","26","65","42","216","38.24","51","81","80","38.93"
"739","Austin Czarnik","CGY","C","54","536.51666666667","556","454","55.05","410","330","55.41","271","245","52.52","23","22","51.11","22.49","16.86","57.15","262","195","57.33","83","93","47.16","13","14","48.15","179","102","63.70","6","5","54.55","246","208","54.19","4","3","57.14","8.49","91.02","0.995","97","133","78","432","55.43","158","172","151","51.13"
"717","Austin Wagner","L.A","L","62","549.06666666667","496","542","47.78","357","402","47.04","254","282","47.39","23","21","52.27","20.47","21.78","48.46","236","258","47.77","95","102","48.22","14","13","51.85","141","156","47.47","8","4","66.67","209","232","47.39","1","4","20.00","9.06","92.55","1.016","86","117","53","552","61.87","139","164","118","54.09"
"320","Austin Watson","NSH","L","37","469.78333333333","398","464","46.17","307","326","48.50","223","242","47.96","27","15","64.29","18.43","18.2","50.31","179","206","46.49","68","91","42.77","12","7","63.16","111","115","49.12","6","4","60.00","177","198","47.20","6","4","60.00","12.11","93.80","1.059","55","112","144","320","27.64","83","154","239","25.78"
"777","Auston Matthews","TOR","C","68","1085.2333333333","1273","1124","53.11","949","868","52.23","649","627","50.86","65","70","48.15","56.1","54.13","50.89","681","576","54.18","246","208","54.19","38","36","51.35","435","368","54.17","20","18","52.63","503","474","51.48","7","12","36.84","10.02","88.84","0.989","264","271","135","753","66.17","450","365","321","58.37"
"435","Barclay Goodrow","S.J","R","82","779.95","734","604","54.86","522","415","55.71","343","299","53.43","32","30","51.61","27.52","23.66","53.77","289","248","53.82","109","106","50.70","17","12","58.62","180","142","55.90","6","10","37.50","360","278","56.43","7","8","46.67","9.33","89.97","0.993","114","184","82","800","58.16","200","273","195","50.63"
"276","Ben Chiarot","WPG","D","78","1312.1333333333","1129","1255","47.36","835","960","46.52","613","679","47.45","46","44","51.11","42.03","48.53","46.41","486","547","47.05","192","217","46.94","23","24","48.94","294","330","47.12","14","10","58.33","512","591","46.42","8","10","44.44","7.50","93.52","1.010","195","306","163","781","54.47","425","462","365","53.80"
"812","Ben Gleason","DAL","D","4","55.683333333333","43","54","44.33","26","41","38.81","20","30","40.00","2","3","40.00","1.7","1.96","46.53","19","21","47.50","8","11","42.11","1","1","50.00","11","10","52.38","1","1","50.00","16","28","36.36","0","1","0.00","10.00","90.00","1.000","10","15","4","45","71.43","18","16","11","62.07"
"546","Ben Harpur","OTT","D","51","771","600","861","41.07","448","631","41.52","332","470","41.40","27","40","40.30","25.97","34.44","42.99","275","391","41.29","128","156","45.07","11","21","34.38","147","235","38.48","10","13","43.48","251","391","39.10","4","5","44.44","8.13","91.49","0.996","88","192","120","613","42.31","179","264","236","43.13"
"508","Ben Hutton","VAN","D","69","1257.15","1156","1333","46.44","857","1016","45.76","616","746","45.23","41","63","39.42","45.51","56.68","44.53","530","669","44.20","212","274","43.62","24","31","43.64","318","395","44.60","11","20","35.48","508","564","47.39","6","12","33.33","6.66","91.55","0.982","173","256","171","966","50.29","403","394","408","49.69"
