"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"193","Torrey Mitchell","MTL","C","71","779.06666666667","10","6","4","2","16","66.67","64","15.63","6.22","94","78","55","36","3","7","49","19","17","1","1","9","25","20","65","98","32","313","288","52.08"
"393","Travis Hamonic","NYI","D","72","1490.4","4","16","5","11","20","32.79","133","3.01","4.39","302","197","54","9","10","13","16","8","8","0","0","9","50","37","137","136","105","0","0","-"
"59","Travis Moen","DAL","L","23","178.53333333333","0","1","0","1","1","50.00","12","0.00","0.71","17","15","12","5","2","0","4","2","2","0","0","4","4","3","29","20","11","4","1","80.00"
"175","Travis Zajac","N.J","C","74","1084.8666666667","6","16","9","7","22","56.41","86","6.98","9.37","144","111","88","41","5","8","14","7","7","0","0","8","5","35","57","59","28","542","501","51.97"
"753","Trevor Carrick","CAR","D","2","32.366666666667","0","0","0","0","0","0.00","3","0.00","0.07","6","4","0","0","0","0","0","0","0","0","0","0","1","3","1","1","2","0","0","-"
"95","Trevor Daley","CHI, PIT","D","82","1305.2333333333","5","14","5","9","19","34.55","112","4.46","5.69","234","156","67","17","5","13","26","13","13","0","0","8","26","16","38","105","68","0","1","0.00"
"266","Trevor Lewis","L.A","C","75","950.5","7","7","4","3","14","56.00","151","4.64","13.69","244","206","138","74","7","17","20","10","10","0","0","8","18","13","157","150","18","82","117","41.21"
"836","Trevor van Riemsdyk","CHI","D","82","1451.05","3","8","6","2","11","21.15","74","4.05","3.58","173","107","45","12","2","8","26","13","13","0","0","9","36","16","42","120","141","0","0","-"
"202","Troy Brouwer","STL","R","82","1122.6333333333","11","18","8","10","29","64.44","114","9.65","11.68","201","154","123","43","12","14","44","15","12","2","1","19","21","35","185","66","40","38","29","56.72"
"65","Tuomo Ruutu","N.J","L","33","366.2","0","1","1","0","1","16.67","34","0.00","3.05","52","44","35","16","1","2","8","4","4","0","0","3","8","10","60","40","8","2","3","40.00"
"691","Turner Elson","CGY","C","1","11.55","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","-"
"643","Ty Rattie","STL","R","13","119.15","4","2","2","0","6","85.71","16","25.00","1.6","24","22","17","7","2","2","4","2","2","0","0","1","2","2","6","12","2","0","0","-"
"552","Tye McGinn","T.B","L","2","17.083333333333","0","0","0","0","0","-","1","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","-"
"431","Tyler Bozak","TOR","C","57","823.43333333333","9","16","11","5","25","71.43","78","11.54","9.14","135","105","86","50","2","9","16","8","8","0","0","10","12","28","44","60","22","485","371","56.66"
"385","Tyler Ennis","BUF","C, L","23","349.66666666667","1","6","2","4","7","87.50","39","2.56","2.51","71","53","38","12","1","6","9","3","2","1","0","5","12","11","28","21","8","2","0","100.00"
"832","Tyler Gaudet","ARI","C","14","128.61666666667","1","2","1","1","3","60.00","5","20.00","0.41","13","10","5","2","0","0","0","0","0","0","0","1","3","2","22","17","3","37","44","45.68"
"616","Tyler Graovac","MIN","C","2","23.216666666667","0","0","0","0","0","-","2","0.00","0.11","6","3","3","0","0","0","0","0","0","0","0","0","0","2","1","4","0","13","6","68.42"
"428","Tyler Johnson","T.B","C","69","952.61666666667","11","14","12","2","25","53.19","134","8.21","11.01","223","179","129","60","5","14","16","8","8","0","0","21","17","17","44","45","21","393","411","48.88"
"191","Tyler Kennedy","N.J","C","50","598.55","2","8","6","2","10","66.67","63","3.17","4.54","110","82","48","21","2","5","14","7","7","0","0","6","11","15","33","41","9","20","31","39.22"
"377","Tyler Myers","WPG","D","73","1327.6833333333","9","15","4","11","24","47.06","103","8.74","5.82","231","148","79","20","5","11","45","20","19","1","0","8","35","33","47","77","78","0","1","0.00"
"498","Tyler Randell","BOS","R","27","188.38333333333","6","0","0","0","6","66.67","18","33.33","1.1","21","20","14","7","2","0","37","10","6","3","1","4","1","6","39","16","8","0","0","-"
"562","Tyler Seguin","DAL","C","72","1160.1333333333","26","23","16","7","49","69.01","184","14.13","16.84","340","253","197","76","19","13","12","6","6","0","0","16","35","20","76","29","27","447","352","55.94"
"521","Tyler Toffoli","L.A","C","82","1144.15","21","25","16","9","46","68.66","172","12.21","17.44","350","261","212","83","16","22","20","10","10","0","0","9","32","26","68","79","17","0","3","0.00"
"662","Tyler Wotherspoon","CGY","D","11","143.08333333333","0","1","0","1","1","25.00","9","0.00","0.42","30","15","8","1","1","3","0","0","0","0","0","0","6","1","13","8","15","0","0","-"
"470","Tyson Barrie","COL","D","78","1524.8333333333","9","17","9","8","26","39.39","116","7.76","5.86","256","165","60","14","3","15","22","11","11","0","0","19","50","26","34","112","74","0","0","-"
"149","Tyson Strachan","MIN","D","2","15.1","0","0","0","0","0","0.00","0","-","0.03","2","1","1","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","-"
"816","Valeri Nichushkin","DAL","R","79","1022.9333333333","8","19","9","10","27","61.36","134","5.97","13.09","230","184","150","74","11","13","10","5","5","0","0","12","44","33","68","98","33","0","1","0.00"
"92","Valtteri Filppula","T.B","C","76","1051.2166666667","6","16","10","6","22","61.11","78","7.69","5.98","121","94","73","29","4","5","38","19","19","0","0","10","27","24","27","90","17","498","425","53.95"
"87","Vernon Fiddler","DAL","C","82","752.23333333333","9","7","2","5","16","61.54","84","10.71","8.43","167","137","94","38","8","17","24","12","12","0","0","12","14","16","42","87","25","321","285","52.97"
"301","Victor Bartley","MTL, NSH","D","10","131.6","0","0","0","0","0","0.00","8","0.00","0.34","16","14","2","2","0","2","6","3","3","0","0","0","7","0","21","17","17","0","0","-"
"447","Victor Hedman","T.B","D","78","1439.7833333333","9","26","15","11","35","47.95","146","6.16","8.28","321","212","82","15","5","22","38","15","14","0","1","10","42","40","58","130","114","0","0","-"
"651","Victor Rask","CAR","C","80","1132.5333333333","16","14","7","7","30","60.00","129","12.40","11.98","232","191","129","58","7","15","20","10","10","0","0","12","24","41","32","83","32","448","420","51.61"
"869","Viktor Arvidsson","NSH","L","56","671.05","7","8","5","3","15","71.43","133","5.26","8.47","219","170","99","45","10","12","25","11","10","1","0","10","17","15","27","96","32","0","0","-"
"767","Viktor Loov","TOR","D","4","40.533333333333","0","2","0","2","2","50.00","1","0.00","0.09","7","5","1","0","0","0","0","0","0","0","0","0","0","0","8","4","1","0","0","-"
"280","Viktor Stalberg","NYR","L","75","816.61666666667","9","11","5","6","20","62.50","115","7.83","12.24","198","163","114","63","6","12","20","10","10","0","0","14","21","20","139","105","25","0","3","0.00"
"778","Viktor Svedberg","CHI","D","27","394.53333333333","2","2","0","2","4","33.33","40","5.00","1.28","88","54","16","1","0","5","4","2","2","0","0","1","10","5","10","40","23","0","0","-"
"384","Viktor Tikhonov","ARI, CHI","R","50","531.38333333333","1","3","1","2","4","50.00","36","2.78","4.65","74","58","51","32","4","6","18","9","9","0","0","9","10","11","54","57","25","39","59","39.80"
"20","Vincent Lecavalier","L.A, PHI","C","49","550.06666666667","4","7","5","2","11","64.71","53","7.55","3.68","88","72","49","18","1","4","22","11","11","0","0","2","10","12","59","28","22","240","254","48.58"
"627","Vincent Trocheck","FLA","C","76","1085.15","20","19","13","6","39","73.58","131","15.27","13.56","228","183","150","66","15","19","42","21","21","0","0","21","22","40","121","129","34","475","490","49.22"
"762","Vinnie Hinostroza","CHI","L","7","59.8","0","0","0","0","0","0.00","6","0.00","0.44","10","9","7","3","0","0","4","1","1","0","0","3","1","3","2","9","2","12","18","40.00"
"545","Vladimir Tarasenko","STL","R","80","1229.8166666667","28","22","12","10","50","76.92","241","11.62","21.17","440","315","275","91","13","17","26","12","12","0","0","24","30","33","29","79","26","0","1","0.00"
"688","Vladislav Namestnikov","T.B","C","80","984.73333333333","13","18","10","8","31","67.39","96","13.54","8.67","161","125","108","49","11","14","36","15","13","2","0","17","13","13","45","102","33","158","194","44.89"
"892","Vojtech Mozik","N.J","D","7","92.183333333333","0","0","0","0","0","0.00","6","0.00","0.23","9","8","1","1","1","0","4","2","2","0","0","1","1","0","12","6","5","0","0","-"
"358","Wayne Simmonds","PHI","R","81","1100.65","19","20","13","7","39","72.22","173","10.98","17.84","299","234","158","87","8","34","87","27","21","3","3","29","27","21","182","103","44","5","2","71.43"
"659","William Karlsson","CBJ","C","81","977.56666666667","9","11","6","5","20","62.50","104","8.65","10.18","169","138","98","46","6","7","6","3","3","0","0","7","17","32","38","72","36","351","401","46.68"
"855","William Nylander","TOR","C","22","298.81666666667","5","5","4","1","10","90.91","30","16.67","2.45","63","46","33","7","1","4","4","2","2","0","0","5","8","15","5","17","5","130","132","49.62"
"10","Willie Mitchell","FLA","D","46","761.95","1","6","1","5","7","25.00","31","3.23","1.04","74","48","10","2","0","2","14","7","7","0","0","6","13","6","61","71","47","0","0","-"
"657","Xavier Ouellet","DET","D","5","75.566666666667","0","1","1","0","1","50.00","4","0.00","0.3","10","7","3","2","0","0","2","1","1","0","0","0","1","3","4","6","3","0","0","-"
"706","Yanni Gourde","T.B","C","2","14.633333333333","0","1","1","0","1","100.00","0","-","0.11","1","1","1","1","0","0","2","1","1","0","0","0","0","0","2","5","1","0","0","-"
"345","Yannick Weber","VAN","D","45","710.55","0","2","2","0","2","9.09","44","0.00","2.71","109","67","37","7","1","4","24","12","12","0","0","1","13","10","44","66","33","0","0","-"
"392","Zac Dalpe","MIN","C","2","19.3","1","0","0","0","1","100.00","3","33.33","0.13","3","3","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","11","5","68.75"
"419","Zac Rinaldo","BOS","C","52","420.7","1","2","1","1","3","27.27","38","2.63","3.25","64","54","31","11","2","5","51","17","13","3","1","13","9","8","153","62","15","0","1","0.00"
"371","Zach Bogosian","BUF","D","64","1245.1","4","13","3","10","17","34.00","98","4.08","3.1","181","131","38","11","8","10","54","16","12","2","2","10","19","13","80","36","88","0","0","-"
"556","Zach Hyman","TOR","C","16","220.63333333333","4","2","2","0","6","66.67","35","11.43","4.36","64","54","38","19","2","2","16","4","3","0","1","8","2","6","29","47","7","1","2","33.33"
"129","Zach Parise","MIN","L","70","1090.0333333333","18","17","9","8","35","77.78","168","10.71","16.77","263","219","171","92","9","25","34","15","15","0","0","19","14","35","69","81","40","0","3","0.00"
"421","Zach Redmond","COL","D","37","424.95","1","4","4","0","5","27.78","20","5.00","0.98","58","38","18","0","2","6","10","5","5","0","0","3","12","5","45","31","38","0","0","-"
"432","Zach Sill","WSH","C","10","91.416666666667","1","0","0","0","1","33.33","13","7.69","0.78","23","16","9","4","0","1","2","1","1","0","0","2","3","4","20","9","6","29","41","41.43"
"586","Zach Trotman","BOS","D","38","625.1","2","5","2","3","7","24.14","59","3.39","1.7","117","75","19","1","2","4","22","11","11","0","0","2","15","2","66","96","41","0","0","-"
"457","Zack Kassian","EDM","R","36","432.7","3","5","2","3","8","80.00","41","7.32","3.94","75","55","45","27","4","6","51","16","13","1","2","6","13","11","94","32","6","1","2","33.33"
"362","Zack Smith","OTT","C","81","1011.4833333333","16","9","7","2","25","58.14","96","16.67","9.23","174","141","98","45","6","7","44","19","17","2","0","26","22","27","164","102","24","304","261","53.81"
"88","Zbynek Michalek","ARI","D","70","970.9","2","5","1","4","7","17.50","66","3.03","2","129","88","20","2","2","3","20","10","10","0","0","6","22","13","74","116","91","0","0","-"
"8","Zdeno Chara","BOS","D","80","1535.6","8","17","9","8","25","36.76","119","6.72","4.36","245","165","47","5","2","13","55","25","24","1","0","15","78","19","107","110","92","0","1","0.00"
"722","Zemgus Girgensons","BUF","C","71","930.4","6","9","7","2","15","60.00","100","6.00","7.37","163","128","90","35","4","10","18","8","8","0","0","24","18","13","121","106","31","142","161","46.86"
