"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"313","Alex Petrovic","EDM, FLA","D","35","529.28333333333","0","2","0","2","2","18.18","44","0.00","1.82","105","67","27","5","3","3","16","8","8","0","0","1","25","8","112","57","42","0","0","-"
"185","Alex Pietrangelo","STL","D","71","1367.2666666667","10","15","5","10","25","36.23","131","7.63","6.39","274","178","71","18","1","15","18","9","9","0","0","12","41","39","48","107","114","0","1","0.00"
"629","Alex Tuch","VGK","R","74","1053.8333333333","17","29","12","17","46","76.67","152","11.18","13.92","282","208","159","63","13","25","6","3","3","0","0","11","40","69","88","85","40","20","41","32.79"
"70","Alexander Edler","VAN","D","56","1052.0833333333","6","10","5","5","16","32.65","86","6.98","2.7","181","124","39","3","1","7","48","24","24","0","0","7","24","9","118","87","126","0","0","-"
"509","Alexander Kerfoot","COL","C","78","994.23333333333","11","15","10","5","26","65.00","102","10.78","9.13","163","126","113","52","3","15","32","16","16","0","0","16","22","22","21","109","29","259","203","56.06"
"814","Alexander Nylander","BUF","R","12","134.56666666667","1","2","2","0","3","75.00","10","10.00","0.94","23","16","10","5","0","1","4","2","2","0","0","2","4","1","1","5","1","2","1","66.67"
"61","Alexander Radulov","DAL","R","70","1165.8666666667","22","27","17","10","49","69.01","166","13.25","16.81","289","215","169","82","10","23","50","25","25","0","0","14","58","42","58","76","79","6","10","37.50"
"24","Alexander Steen","STL","L","65","819.2","7","13","6","7","20","60.61","96","7.29","7.57","156","123","90","40","5","7","14","7","7","0","0","16","13","22","47","68","35","10","12","45.45"
"585","Alexander Wennberg","CBJ","C","75","893.3","0","16","9","7","16","44.44","50","0.00","4.7","82","66","56","26","3","5","6","3","3","0","0","2","24","24","30","48","30","300","303","49.75"
"828","Alexandre Fortin","CHI","L","24","243.5","2","3","2","1","5","71.43","27","7.41","2.71","54","37","38","13","4","2","2","1","1","0","0","5","3","9","21","16","7","11","6","64.71"
"855","Alexandre Texier","CBJ","C","2","25.533333333333","1","0","0","0","1","33.33","6","16.67","0.63","8","8","5","5","0","1","0","0","0","0","0","0","2","0","2","2","1","0","1","0.00"
"671","Anders Bjork","BOS","L","20","217.38333333333","1","2","1","1","3","75.00","16","6.25","1.4","34","25","17","7","2","0","2","1","1","0","0","2","9","11","9","17","11","0","0","-"
"278","Anders Lee","NYI","L","82","1162.0666666667","18","17","11","6","35","56.45","144","12.50","17.71","245","205","184","109","8","14","42","20","20","0","0","14","24","21","98","95","51","42","40","51.22"
"548","Andre Burakovsky","WSH","L","76","823.38333333333","11","13","8","5","24","68.57","98","11.22","8.18","176","131","110","34","2","12","12","6","6","0","0","8","28","27","35","99","29","4","10","28.57"
"494","Andreas Athanasiou","DET","C","76","1114.9833333333","25","16","12","4","41","80.39","177","14.12","15.6","315","251","184","77","13","8","28","10","9","0","1","28","42","22","31","58","25","154","198","43.75"
"645","Andreas Englund","OTT","D","3","37.333333333333","0","0","0","0","0","-","2","0.00","0.02","2","2","0","0","0","1","10","1","0","0","1","1","2","0","5","5","2","0","0","-"
"524","Andreas Johnsson","TOR","L","73","882.31666666667","17","20","12","8","37","68.52","105","16.19","10.41","176","147","110","48","1","11","28","13","13","0","0","12","19","23","57","85","36","7","10","41.18"
"744","Andreas Martinsen","CHI","L","24","184.2","1","3","3","0","4","80.00","21","4.76","1.7","34","28","17","9","2","4","10","5","5","0","0","4","7","3","83","27","9","3","4","42.86"
"885","Andrei Svechnikov","CAR","R","82","1042.3166666667","20","12","3","9","32","68.09","171","11.70","19.7","268","218","160","95","12","25","54","27","27","0","0","16","55","34","121","125","26","1","6","14.29"
"69","Andrej Sekera","EDM","D","24","351.08333333333","0","3","1","2","3","17.65","27","0.00","0.8","63","38","10","0","1","3","6","3","3","0","0","0","11","6","17","41","20","0","0","-"
"515","Andrej Sustr","ANA","D","5","58.683333333333","0","0","0","0","0","0.00","6","0.00","0.1","9","7","0","0","0","0","6","3","3","0","0","0","0","0","3","4","7","0","0","-"
"288","Andrew Agozzino","COL","L","11","80.016666666667","1","1","0","1","2","66.67","11","9.09","0.58","14","13","7","2","0","2","0","0","0","0","0","0","4","0","14","13","3","16","20","44.44"
"85","Andrew Cogliano","ANA, DAL","C, L","78","871.81666666667","5","11","8","3","16","66.67","98","5.10","9.66","161","133","96","48","7","12","22","10","10","0","0","15","28","20","68","58","25","9","12","42.86"
"545","Andrew Copp","WPG","C","69","742.43333333333","10","14","7","7","24","63.16","77","12.99","9.35","131","104","85","54","3","12","6","3","3","0","0","6","26","18","69","71","25","182","137","57.05"
"58","Andrew Ladd","NYI","L","26","333.3","3","7","2","5","10","71.43","32","9.38","2.58","51","40","35","17","3","4","16","8","8","0","0","5","13","9","36","37","8","1","3","25.00"
"129","Andrew MacDonald","PHI","D","47","677.91666666667","0","7","3","4","7","23.33","40","0.00","1.63","102","64","18","4","0","7","10","5","5","0","0","4","25","3","28","71","80","0","0","-"
"681","Andrew Mangiapane","CGY","L","44","440.73333333333","8","5","3","2","13","59.09","61","13.11","5.67","92","73","65","32","4","7","10","5","5","0","0","3","11","16","42","60","17","6","3","66.67"
"377","Andrew Shaw","MTL","R","63","827.7","16","25","16","9","41","71.93","112","14.29","12.91","193","148","137","78","4","18","63","18","14","1","3","13","22","13","123","107","30","141","164","46.23"
"103","Andy Greene","N.J","D","82","1363.75","5","14","9","5","19","33.33","92","5.43","4.71","190","137","49","12","2","9","14","7","7","0","0","6","35","31","53","74","148","0","0","-"
"383","Andy Welinski","ANA","D","26","395.93333333333","1","3","2","1","4","30.77","31","3.23","1.35","72","49","16","0","0","5","8","4","4","0","0","4","15","6","46","40","18","0","0","-"
"721","Anthony Beauvillier","NYI","C, L","81","1048.5666666667","17","9","4","5","26","60.47","134","12.69","14.13","215","173","167","89","13","9","8","4","4","0","0","15","28","33","85","121","35","23","27","46.00"
"347","Anthony Bitetto","MIN, NSH","D","36","422.21666666667","0","3","1","2","3","25.00","30","0.00","1.49","70","49","16","4","2","1","12","6","6","0","0","3","12","6","80","45","35","0","0","-"
"740","Anthony Cirelli","T.B","C","82","970.88333333333","14","18","12","6","32","58.18","105","13.33","12.44","177","140","126","71","7","10","26","6","3","2","1","19","14","32","94","106","33","398","358","52.65"
"539","Anthony Duclair","CBJ, OTT","L","74","817.41666666667","12","13","5","8","25","65.79","102","11.76","9.99","173","139","101","56","13","16","12","6","6","0","0","15","24","30","31","78","31","2","10","16.67"
"818","Anthony Greco","FLA","R","1","9.5","0","0","0","0","0","-","2","0.00","0.1","3","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"591","Anthony Mantha","DET","R","67","1036.1833333333","18","17","11","6","35","71.43","154","11.69","11.84","267","199","135","51","10","12","26","10","8","2","0","14","50","33","64","47","23","19","24","44.19"
"153","Anthony Peluso","CGY","R","4","16.45","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","7","2","1","1","0","1","1","2","4","4","0","0","0","-"
"696","Anthony Richard","NSH","C","1","7.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"227","Antoine Roussel","VAN","L","65","833.9","8","22","18","4","30","78.95","78","10.26","8.16","146","119","89","47","8","7","59","23","21","1","1","19","15","19","83","90","48","11","9","55.00"
"522","Anton Blidh","BOS","L","1","12.333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","4","1","0","0","-"
"670","Anton Lindholm","COL","D","2","12.683333333333","0","0","0","0","0","-","0","-","0.03","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","-"
"100","Anton Stralman","T.B","D","47","823.85","2","14","5","9","16","34.78","54","3.70","1.93","117","74","24","4","1","8","6","3","3","0","0","2","15","20","52","68","52","0","0","-"
"897","Antti Suomela","S.J","C","27","301.33333333333","3","5","3","2","8","100.00","42","7.14","5.02","73","63","43","28","2","9","4","2","2","0","0","1","7","5","10","29","11","101","123","45.09"
"81","Anze Kopitar","L.A","C","81","1416.3666666667","19","20","14","6","39","61.90","125","15.20","14.26","226","179","138","66","6","19","28","14","14","0","0","23","45","53","54","75","57","784","634","55.29"
"128","Artem Anisimov","CHI","C","78","1074.6333333333","13","19","10","9","32","69.57","119","10.92","14.18","232","170","132","70","4","11","14","7","7","0","0","4","10","39","25","73","30","295","341","46.38"
"743","Artemi Panarin","CBJ","L","79","1344.2833333333","22","47","35","12","69","75.00","143","15.38","12.04","262","184","132","40","4","12","10","5","5","0","0","21","53","30","12","39","15","1","2","33.33"
"567","Artturi Lehkonen","MTL","L","82","1044","11","20","13","7","31","56.36","156","7.05","14.19","258","198","155","74","9","14","30","15","15","0","0","10","23","29","109","152","32","3","5","37.50"
"514","Ashton Sautner","VAN","D","17","243.25","0","1","0","1","1","14.29","21","0.00","0.64","37","28","9","0","0","1","2","1","1","0","0","1","10","3","25","38","16","0","0","-"
"739","Austin Czarnik","CGY","C","54","536.51666666667","6","9","5","4","15","65.22","49","12.24","6.46","96","75","69","23","7","4","8","4","4","0","0","10","12","23","10","48","23","19","23","45.24"
"717","Austin Wagner","L.A","L","62","549.06666666667","12","9","6","3","21","91.30","67","17.91","7.19","119","92","77","42","5","6","16","8","8","0","0","9","18","8","141","52","9","2","4","33.33"
"320","Austin Watson","NSH","L","37","469.78333333333","6","9","6","3","15","55.56","62","9.68","5.77","108","94","53","28","1","3","19","8","7","1","0","7","10","10","106","31","22","3","4","42.86"
"777","Auston Matthews","TOR","C","68","1085.2333333333","25","28","17","11","53","81.54","193","12.95","19.51","351","281","245","94","13","21","12","6","6","0","0","14","58","51","25","97","57","472","432","52.21"
"435","Barclay Goodrow","S.J","R","82","779.95","6","10","3","7","16","50.00","74","8.11","6.43","129","108","75","30","5","7","56","18","13","4","1","10","15","28","124","104","58","248","205","54.75"
"276","Ben Chiarot","WPG","D","78","1312.1333333333","5","14","9","5","19","41.30","107","4.67","3.87","225","147","44","5","3","11","50","21","20","0","1","8","53","19","153","133","119","0","0","-"
"812","Ben Gleason","DAL","D","4","55.683333333333","0","1","1","0","1","50.00","2","0.00","0.06","4","2","1","1","0","0","0","0","0","0","0","1","2","4","2","1","1","0","0","-"
"546","Ben Harpur","OTT","D","51","771","1","4","3","1","5","18.52","47","2.13","2.02","95","66","14","3","0","5","44","12","7","4","1","8","55","13","83","101","61","0","0","-"
"508","Ben Hutton","VAN","D","69","1257.15","4","7","0","7","11","26.83","95","4.21","3.76","215","133","56","7","5","7","25","11","10","1","0","5","24","22","53","116","86","0","0","-"
"135","Ben Lovejoy","DAL, N.J","D","71","968.36666666667","2","7","3","4","9","25.00","88","2.27","2.83","175","120","31","6","3","13","32","16","16","0","0","1","32","16","63","104","82","0","0","-"
"354","Ben Street","ANA","C","21","210","3","2","2","0","5","83.33","17","17.65","1.29","43","26","23","7","1","2","2","1","1","0","0","1","4","2","19","21","6","10","21","32.26"
"382","Blake Coleman","N.J","C","78","1057.85","16","12","7","5","28","62.22","180","8.89","17.12","286","235","162","70","11","23","54","27","27","0","0","23","33","34","208","91","32","66","79","45.52"
"64","Blake Comeau","DAL","L","77","1047.0666666667","7","11","5","6","18","60.00","94","7.45","8.91","164","127","95","45","8","17","38","19","19","0","0","12","34","30","196","83","29","19","23","45.24"
"905","Blake Lizotte","L.A","C","1","11.2","0","0","0","0","0","-","1","0.00","0.12","2","1","1","1","0","0","0","0","0","0","0","0","0","1","0","2","1","4","4","50.00"
"374","Blake Pietila","N.J","L","19","225.25","0","1","1","0","1","25.00","17","0.00","1.38","38","27","17","7","4","2","6","3","3","0","0","2","2","8","36","19","4","29","39","42.65"
"59","Blake Wheeler","WPG","R","82","1310.5","16","39","23","16","55","73.33","183","8.74","14.27","294","238","154","55","6","13","51","24","23","1","0","14","19","34","77","76","41","24","50","32.43"
"580","Bo Horvat","VAN","C","82","1386.2","18","22","11","11","40","63.49","173","10.40","16.02","281","227","168","81","5","19","31","14","13","1","0","16","31","26","53","69","59","892","756","54.13"
"79","Bobby Ryan","OTT","R","78","1030.95","8","18","12","6","26","61.90","121","6.61","10.53","237","181","121","50","6","14","24","12","12","0","0","14","38","47","70","69","49","6","16","27.27"
"896","Bogdan Kiselevich","FLA","D","32","448.71666666667","0","8","6","2","8","57.14","13","0.00","0.63","41","22","13","2","0","1","10","5","5","0","0","2","9","4","47","71","21","0","0","-"
"482","Boo Nieves","NYR","C","43","389.76666666667","4","6","3","3","10","76.92","31","12.90","2.46","49","38","28","13","2","3","8","4","4","0","0","10","19","10","33","43","17","87","134","39.37"
"394","Boone Jenner","CBJ","C","77","1078.4333333333","14","20","16","4","34","64.15","144","9.72","13.98","248","203","122","52","10","21","34","17","17","0","0","17","17","32","150","95","56","511","431","54.25"
"436","Brad Hunt","MIN, VGK","D","42","523.61666666667","1","3","3","0","4","25.00","51","1.96","2.21","101","75","25","4","2","5","8","4","4","0","0","2","14","16","17","47","27","0","0","-"
"157","Brad Malone","EDM","C","16","127.68333333333","0","0","0","0","0","0.00","13","0.00","0.95","19","18","10","4","0","0","2","1","1","0","0","0","1","0","33","9","5","29","36","44.62"
"107","Brad Marchand","BOS","L","79","1176.3833333333","23","36","19","17","59","78.67","176","13.07","17.33","325","252","183","80","22","19","41","19","18","1","0","27","65","49","41","65","11","32","47","40.51"
"49","Brad Richardson","ARI","C","66","867.25","16","5","4","1","21","63.64","115","13.91","10.23","196","151","101","45","8","12","18","9","9","0","0","3","18","23","59","81","42","472","371","55.99"
"902","Brady Keeper","FLA","D","1","12.666666666667","0","0","0","0","0","0.00","1","0.00","0.06","4","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","-"
"451","Brady Skjei","NYR","D","78","1463.1333333333","8","16","9","7","24","37.50","121","6.61","5.55","222","163","65","18","8","11","42","21","21","0","0","11","58","29","163","116","102","1","0","100.00"
"880","Brady Tkachuk","OTT","L","71","973.01666666667","18","17","12","5","35","70.00","171","10.53","17.31","280","224","175","98","4","24","64","24","21","2","1","22","31","21","172","127","26","58","48","54.72"
"711","Brandon Carlo","BOS","D","72","1303.3333333333","2","6","4","2","8","15.38","110","1.82","5.4","211","158","40","11","2","11","40","20","20","0","0","6","39","36","115","155","71","1","0","100.00"
"348","Brandon Davidson","CHI","D","10","123.98333333333","0","1","0","1","1","33.33","7","0.00","0.35","24","12","4","0","0","0","15","2","0","1","1","0","2","2","17","25","12","0","0","-"
"66","Brandon Dubinsky","CBJ","C","61","669.73333333333","6","7","4","3","13","68.42","60","10.00","6.03","93","74","54","30","5","3","16","8","8","0","0","10","7","13","142","40","23","383","263","59.29"
"781","Brandon Gignac","N.J","C","1","9.0666666666667","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","-"
"286","Brandon Manning","CHI, EDM","D","39","505.48333333333","2","2","1","1","4","22.22","31","6.45","1.34","71","43","14","3","2","4","13","5","4","1","0","6","13","6","57","52","33","0","0","-"
"649","Brandon Montour","ANA, BUF","D","82","1554.7666666667","7","22","9","13","29","48.33","160","4.38","7.29","323","236","98","19","7","13","46","23","23","0","0","10","66","25","95","110","106","0","0","-"
"258","Brandon Pirri","VGK","C","31","386.98333333333","9","5","4","1","14","60.87","65","13.85","5.93","110","87","68","28","3","5","6","3","3","0","0","7","9","13","28","28","13","13","12","52.00"
"397","Brandon Saad","CHI","L","80","1160.0666666667","15","23","17","6","38","65.52","162","9.26","15.32","268","216","177","85","11","11","12","6","6","0","0","14","29","27","45","62","23","19","33","36.54"
"159","Brandon Sutter","VAN","C","26","350.28333333333","2","2","1","1","4","40.00","36","5.56","2.54","63","48","34","15","2","4","4","2","2","0","0","5","4","7","31","19","12","170","180","48.57"
"773","Brandon Tanev","WPG","L","80","952.55","12","14","10","4","26","78.79","117","10.26","10.54","207","161","113","50","6","13","24","9","7","2","0","24","15","18","262","168","50","0","0","-"
"253","Brayden McNabb","VGK","D","81","1345.4","4","11","7","4","15","22.06","76","5.26","3.5","175","106","42","6","2","12","48","24","24","0","0","6","34","30","188","99","105","0","0","-"
"655","Brayden Point","T.B","C","79","1221","21","36","26","10","57","71.25","141","14.89","19.03","232","189","185","102","9","19","22","11","11","0","0","18","22","33","30","88","42","374","365","50.61"
"242","Brayden Schenn","STL","C","72","1119.9166666667","13","29","18","11","42","68.85","131","9.92","17.34","218","188","169","89","10","11","34","14","12","2","0","11","34","49","105","80","31","291","327","47.09"
"31","Braydon Coburn","T.B","D","74","1113.1333333333","4","19","7","12","23","44.23","112","3.57","4.33","224","159","49","9","4","11","34","17","17","0","0","6","22","15","93","98","56","0","0","-"
"344","Brendan Gallagher","MTL","R","82","1139.15","29","16","8","8","45","68.18","270","10.74","25.79","499","356","279","134","24","39","28","14","14","0","0","21","27","55","124","121","31","15","16","48.39"
"450","Brendan Gaunce","VAN","C","3","22.833333333333","1","2","1","1","3","75.00","2","50.00","0.09","2","2","1","0","0","0","0","0","0","0","0","0","1","0","4","1","0","8","5","61.54"
"704","Brendan Guhle","ANA, BUF","D","8","110.66666666667","0","1","1","0","1","50.00","15","0.00","0.8","25","20","10","3","0","2","4","2","2","0","0","1","0","1","9","18","7","0","0","-"
"470","Brendan Leipsic","L.A, VAN","L","62","744.86666666667","6","13","10","3","19","76.00","75","8.00","6.3","136","106","68","29","4","11","22","10","10","0","0","15","17","20","54","51","28","5","5","50.00"
"641","Brendan Lemieux","NYR, WPG","L","63","546.56666666667","12","5","2","3","17","65.38","66","18.18","5.92","105","84","66","29","3","3","72","17","11","2","4","26","14","12","126","60","31","7","13","35.00"
"623","Brendan Perlini","ARI, CHI","L","68","731.75","12","5","2","3","17","70.83","105","11.43","10.03","194","142","110","48","7","7","26","12","12","0","0","10","13","11","49","46","22","1","6","14.29"
"158","Brendan Smith","NYR","D","63","860.08333333333","4","8","5","3","12","52.17","63","6.35","4.74","139","92","52","20","5","6","62","24","21","2","1","16","45","28","94","75","38","0","1","0.00"
"287","Brenden Dillon","S.J","D","82","1359.3166666667","0","21","11","10","21","30.43","70","0.00","2.71","180","112","28","3","3","11","45","21","20","1","0","5","36","14","197","110","70","0","0","-"
"39","Brent Burns","S.J","D","82","1621.8166666667","8","42","26","16","50","51.02","230","3.48","8.01","533","331","105","20","7","33","18","9","9","0","0","4","95","69","76","60","92","0","0","-"
"35","Brent Seabrook","CHI","D","78","1196.35","3","14","6","8","17","34.00","133","2.26","5.28","236","165","59","8","7","10","39","18","17","1","0","8","57","16","109","86","153","0","0","-"
"328","Brett Connolly","WSH","R","81","1002","21","23","13","10","44","77.19","128","16.41","13.23","225","172","147","67","5","12","24","12","12","0","0","10","24","33","51","60","25","9","18","33.33"
"791","Brett Howden","NYR","C","66","812.71666666667","6","15","11","4","21","63.64","60","10.00","7.59","106","94","83","57","6","7","14","7","7","0","0","8","31","24","60","62","41","312","329","48.67"
"496","Brett Kulak","MTL","D","57","988.35","5","11","3","8","16","30.77","99","5.05","3.87","199","133","38","8","1","5","29","9","7","1","1","0","42","15","106","115","61","0","0","-"
"571","Brett Pesce","CAR","D","73","1302.3666666667","7","20","11","9","27","38.57","96","7.29","4.74","191","132","46","10","5","12","22","11","11","0","0","8","25","48","50","102","107","1","0","100.00"
"398","Brett Ritchie","DAL","R","53","473.98333333333","3","2","0","2","5","50.00","52","5.77","4.13","98","74","53","22","1","5","38","16","14","2","0","0","10","7","124","55","13","2","7","22.22"
"760","Brett Seney","N.J","L","51","517.03333333333","5","7","5","2","12","75.00","49","10.20","4.22","74","61","37","20","3","6","25","11","10","1","0","21","17","17","48","49","14","98","161","37.84"
"41","Brian Boyle","N.J, NSH","C","73","676.46666666667","10","3","2","1","13","41.94","87","11.49","7.46","137","113","82","37","6","8","23","9","8","1","0","11","11","14","125","42","39","87","82","51.48"
"260","Brian Dumoulin","PIT","D","76","1405.65","3","16","3","13","19","22.89","94","3.19","4.1","216","151","42","7","5","13","18","9","9","0","0","9","44","33","126","174","101","0","0","-"
"359","Brian Gibbons","ANA, OTT","C, L","64","645.4","8","11","8","3","19","65.52","49","16.33","4.77","91","72","52","31","5","3","18","9","9","0","0","9","21","23","36","60","26","13","22","37.14"
"229","Brian Lashoff","DET","D","4","49.683333333333","0","1","0","1","1","50.00","2","0.00","0.03","2","2","0","0","0","0","2","1","1","0","0","1","0","0","2","7","3","0","0","-"
"712","Brock Boeser","VAN","R","69","1073.1333333333","20","21","12","9","41","69.49","140","14.29","12.85","268","195","151","57","9","17","16","8","8","0","0","10","24","40","14","37","22","36","47","43.37"
"488","Brock McGinn","CAR","L","82","968.7","9","16","7","9","25","56.82","110","8.18","14.2","231","171","137","67","12","11","14","7","7","0","0","20","27","43","129","86","29","21","31","40.38"
"312","Brock Nelson","NYI","C","82","1207.0166666667","22","22","12","10","44","77.19","138","15.94","15.37","219","173","157","82","7","9","26","13","13","0","0","13","39","50","49","106","47","490","546","47.30"
"904","Brogan Rafferty","VAN","D","2","26.7","0","0","0","0","0","-","3","0.00","0.05","4","3","0","0","0","0","0","0","0","0","0","0","1","1","0","2","2","0","0","-"
"7","Brooks Orpik","WSH","D","53","690.4","2","7","2","5","9","22.50","38","5.26","1.11","94","56","21","2","0","6","20","9","9","0","0","4","25","4","114","69","56","0","0","-"
"105","Bryan Little","WPG","C","82","1084.95","11","21","12","9","32","66.67","108","10.19","9.2","164","137","101","54","6","8","20","10","10","0","0","16","19","33","60","40","23","438","386","53.16"
"337","Bryan Rust","PIT","R","72","992.23333333333","16","15","8","7","31","60.78","119","13.45","13.23","204","171","151","74","9","16","20","10","10","0","0","16","27","21","114","118","40","2","9","18.18"
"858","C.J. Smith","BUF","L","11","113.71666666667","2","0","0","0","2","66.67","18","11.11","1.21","28","25","11","6","0","4","0","0","0","0","0","0","3","2","4","6","1","0","0","-"
"117","Cal Clutterbuck","NYI","R","73","792.96666666667","5","14","8","6","19","61.29","74","6.76","9.94","153","116","104","56","0","8","28","10","9","0","1","9","21","16","189","94","34","7","7","50.00"
"715","Caleb Jones","EDM","D","17","305.81666666667","1","4","2","2","5","41.67","17","5.88","0.6","39","25","12","0","0","2","6","3","3","0","0","0","14","11","18","19","15","0","0","-"
"294","Calle Jarnkrok","NSH","C","79","1006.2666666667","8","15","6","9","23","47.92","93","8.60","8.39","177","129","96","44","9","8","10","5","5","0","0","12","16","23","55","76","19","152","149","50.50"
