"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"167","Alex Ovechkin","WSH","L","79","1264.8833333333","1330","1171","53.18","972","829","53.97","697","570","55.01","70","44","61.40","55.13","44.05","55.58","610","517","54.13","235","188","55.56","39","22","63.93","375","329","53.27","21","14","60.00","617","558","52.51","8","5","61.54","10.04","92.28","1.023","222","339","168","807","56.92","416","468","382","52.13"
"535","Alex Petrovic","FLA","D","66","990.21666666667","820","866","48.64","639","658","49.27","456","486","48.41","48","33","59.26","39.02","34.57","53.02","384","375","50.59","153","163","48.42","23","18","56.10","231","212","52.14","17","8","68.00","365","416","46.73","6","7","46.15","10.53","93.21","1.037","141","186","166","683","45.93","287","332","341","45.70"
"370","Alex Pietrangelo","STL","D","73","1519.7333333333","1473","1412","51.06","1099","1066","50.76","832","786","51.42","63","53","54.31","67.38","63.63","51.43","731","675","51.99","294","277","51.49","30","24","55.56","437","398","52.34","19","12","61.29","646","641","50.19","13","15","46.43","7.57","93.26","1.008","198","329","220","977","47.37","466","497","529","46.83"
"23","Alex Tanguay","ARI, COL","L","70","909.95","829","987","45.65","625","722","46.40","474","501","48.62","44","34","56.41","33.8","42.84","44.10","350","446","43.97","146","176","45.34","24","19","55.81","204","270","43.04","6","7","46.15","379","441","46.22","12","6","66.67","9.28","93.21","1.025","169","199","122","678","58.08","309","291","255","54.79"
"557","Alexander Burmistrov","WPG","C","81","1071","876","938","48.29","645","684","48.53","487","505","49.09","30","42","41.67","34.19","38.32","47.15","398","439","47.55","146","189","43.58","17","27","38.64","252","250","50.20","8","11","42.11","397","419","48.65","2","4","33.33","6.16","91.68","0.978","163","266","129","785","55.82","286","369","273","51.16"
"189","Alexander Edler","VAN","D","52","968.95","778","866","47.32","608","615","49.71","450","440","50.56","39","45","46.43","31.8","40.15","44.20","372","470","44.18","157","188","45.51","23","25","47.92","215","282","43.26","7","14","33.33","339","332","50.52","7","5","58.33","8.67","89.77","0.984","139","259","200","668","41.00","292","422","396","42.44"
"96","Alexander Semin","MTL","R","15","153.78333333333","172","135","56.03","124","99","55.61","88","72","55.00","7","5","58.33","6.35","5.49","53.61","74","63","54.01","23","26","46.94","4","2","66.67","51","37","57.95","3","2","60.00","83","60","58.04","0","1","0.00","7.95","93.06","1.010","32","44","18","127","64.00","50","56","36","58.14"
"110","Alexander Steen","STL","L","67","1046.7333333333","986","982","50.10","729","715","50.48","542","512","51.42","46","43","51.69","42.48","44.06","49.08","469","457","50.65","172","180","48.86","22","27","44.90","297","277","51.74","14","6","70.00","454","440","50.78","8","6","57.14","8.49","91.60","1.001","251","277","209","724","54.57","402","396","397","50.31"
"819","Alexander Wennberg","CBJ","C","69","896.25","848","853","49.85","624","626","49.92","438","429","50.52","43","41","51.19","40.22","39.28","50.59","400","368","52.08","184","152","54.76","24","20","54.55","216","216","50.00","10","12","45.45","371","405","47.81","7","6","53.85","9.82","90.44","1.003","195","192","113","690","63.31","329","279","270","54.92"
"116","Alexandre Burrows","VAN","L","79","909.3","783","836","48.36","581","628","48.06","413","457","47.47","21","34","38.18","30.11","38.64","43.80","367","433","45.88","135","171","44.12","7","19","26.92","232","262","46.96","8","10","44.44","342","335","50.52","6","3","66.67","5.08","92.56","0.976","154","228","145","796","51.51","269","314","273","49.63"
"638","Alexandre Grenier","VAN","R","6","68.85","68","75","47.55","50","65","43.48","36","51","41.38","2","6","25.00","2.63","3.56","42.49","36","43","45.57","12","20","37.50","1","3","25.00","24","23","51.06","0","3","0.00","28","30","48.28","1","0","100.00","5.56","88.24","0.938","12","12","8","65","60.00","30","18","20","60.00"
"188","Alexei Emelin","MTL","D","72","1299.6","1213","1152","51.29","890","840","51.45","641","609","51.28","41","50","45.05","54.4","48.43","52.91","526","545","49.11","229","224","50.55","22","32","40.74","297","321","48.06","12","15","44.44","574","500","53.45","7","3","70.00","6.40","91.79","0.982","170","312","229","904","42.61","384","498","495","43.69"
"606","Alexey Marchenko","DET","D","66","970.36666666667","847","838","50.27","626","656","48.83","439","501","46.70","33","39","45.83","33.49","36.68","47.73","367","389","48.54","128","167","43.39","15","19","44.12","239","222","51.84","12","11","52.17","413","396","51.05","4","9","30.77","7.52","92.22","0.997","148","193","161","880","47.90","269","288","307","46.70"
"500","Anders Lee","NYI","L","80","963.68333333333","972","899","51.95","715","645","52.57","514","459","52.83","34","34","50.00","39.64","39.46","50.11","456","428","51.58","201","168","54.47","19","16","54.29","255","260","49.51","7","8","46.67","409","373","52.30","7","6","53.85","6.61","92.59","0.992","169","201","106","747","61.45","313","296","236","57.01"
"117","Andre Benoit","STL","D","2","26.116666666667","13","28","31.71","9","17","34.62","6","12","33.33","1","0","100.00","0.56","1.08","34.13","5","12","29.41","3","7","30.00","1","0","100.00","2","5","28.57","0","0","-","8","14","36.36","0","0","-","16.67","100.00","1.167","3","9","0","25","100.00","4","12","7","36.36"
"791","Andre Burakovsky","WSH","L","79","965.63333333333","938","883","51.51","682","647","51.32","487","454","51.75","46","43","51.69","37.56","38.16","49.60","451","424","51.54","179","179","50.00","27","25","51.92","272","245","52.61","8","9","47.06","419","373","52.90","11","7","61.11","9.45","90.53","1.000","174","198","115","717","60.21","297","291","216","57.89"
"756","Andreas Athanasiou","DET","C","37","314.16666666667","289","280","50.79","224","233","49.02","165","177","48.25","15","15","50.00","13.52","14.68","47.95","148","143","50.86","69","68","50.36","8","8","50.00","79","75","51.30","5","6","45.45","126","115","52.28","2","1","66.67","9.09","91.53","1.006","71","72","26","304","73.20","106","111","59","64.24"
"885","Andreas Martinsen","COL","L","55","603.81666666667","443","584","43.14","319","417","43.34","220","291","43.05","19","23","45.24","15.58","24.08","39.29","181","248","42.19","74","104","41.57","12","17","41.38","107","144","42.63","3","3","50.00","195","276","41.40","4","2","66.67","8.64","92.10","1.007","89","143","98","482","47.59","141","207","197","41.72"
"33","Andrei Markov","MTL","D","82","1483.7166666667","1439","1405","50.60","1045","1055","49.76","751","785","48.89","67","68","49.63","58.48","60.24","49.26","612","628","49.35","244","253","49.09","30","29","50.85","368","375","49.53","22","19","53.66","684","651","51.24","12","16","42.86","8.92","91.34","1.003","261","341","225","948","53.70","531","569","526","50.24"
"490","Andrej Nestrasil","CAR","C","55","718.31666666667","685","570","54.58","487","423","53.52","330","295","52.80","31","26","54.39","30.11","26.4","53.28","302","266","53.17","131","124","51.37","15","15","50.00","171","142","54.63","7","8","46.67","335","251","57.17","7","2","77.78","9.39","91.19","1.006","119","189","115","536","50.85","169","264","205","45.19"
"187","Andrej Sekera","EDM","D","81","1446.45","1347","1401","49.02","970","1020","48.74","714","730","49.45","52","68","43.33","56.72","60.26","48.48","634","646","49.53","268","249","51.84","35","31","53.03","366","397","47.97","11","19","36.67","602","623","49.14","5","16","23.81","7.28","90.68","0.980","170","392","243","1064","41.16","419","610","496","45.79"
"770","Andrej Sustr","T.B","D","77","1149.85","1006","1024","49.56","746","787","48.66","508","575","46.91","50","52","49.02","39.38","40.43","49.34","468","473","49.73","189","196","49.09","33","27","55.00","279","277","50.18","10","15","40.00","484","480","50.21","6","7","46.15","9.84","90.96","1.008","126","265","166","862","43.15","255","403","338","43.00"
"508","Andrew Agozzino","COL","L","9","74.783333333333","59","74","44.36","40","49","44.94","30","35","46.15","1","2","33.33","2.34","2.33","50.06","26","26","50.00","12","13","48.00","1","0","100.00","14","13","51.85","0","1","0.00","25","36","40.98","0","1","0.00","3.33","94.29","0.976","12","21","10","62","54.55","17","28","20","45.95"
"285","Andrew Bodnarchuk","CBJ, COL","D","37","444.8","339","471","41.85","256","361","41.49","187","255","42.31","17","24","41.46","15.69","19.96","44.00","169","214","44.13","85","87","49.42","14","14","50.00","84","127","39.81","1","7","12.50","148","216","40.66","1","3","25.00","9.09","90.59","0.997","56","117","52","401","51.85","119","170","117","50.42"
"400","Andrew Campbell","TOR","D","6","67.1","61","76","44.53","44","57","43.56","27","38","41.54","2","2","50.00","2.18","2.64","45.22","22","32","40.74","8","14","36.36","1","0","100.00","14","18","43.75","1","1","50.00","33","39","45.83","0","1","0.00","7.41","94.74","1.021","11","16","16","72","40.74","27","28","28","49.09"
"222","Andrew Cogliano","ANA","L","82","1022.3666666667","968","890","52.10","742","658","53.00","518","474","52.22","39","41","48.75","43.66","35.4","55.22","448","394","53.21","184","166","52.57","21","17","55.26","264","228","53.66","10","12","45.45","443","424","51.10","4","11","26.67","7.53","91.35","0.989","158","293","187","859","45.80","252","398","371","40.45"
"789","Andrew Copp","WPG","C","77","551.53333333333","428","469","47.71","312","345","47.49","225","241","48.28","19","11","63.33","16.55","17.22","49.01","187","194","49.08","87","75","53.70","14","6","70.00","100","119","45.66","3","3","50.00","199","217","47.84","2","2","50.00","8.44","95.44","1.039","89","123","81","518","52.35","125","166","146","46.13"
"251","Andrew Desjardins","CHI","L","77","885.56666666667","796","806","49.69","574","584","49.57","432","425","50.41","19","28","40.43","33.33","32.48","50.64","322","353","47.70","135","151","47.20","11","15","42.31","187","202","48.07","2","6","25.00","384","391","49.55","5","6","45.45","4.40","93.41","0.978","109","190","275","678","28.39","165","282","445","27.05"
"17","Andrew Ference","EDM","D","6","71.116666666667","59","68","46.46","44","50","46.81","32","40","44.44","2","6","25.00","1.95","2.95","39.79","26","33","44.07","6","14","30.00","1","3","25.00","20","19","51.28","1","3","25.00","27","29","48.21","0","0","-","6.25","85.00","0.913","8","20","8","63","50.00","21","35","17","55.26"
"169","Andrew Ladd","CHI, WPG","L","78","1117.95","1098","1038","51.40","771","774","49.90","543","561","49.18","45","57","44.12","44.77","53.76","45.44","499","512","49.36","192","229","45.61","24","35","40.68","307","283","52.03","14","11","56.00","484","444","52.16","6","7","46.15","8.29","89.84","0.981","202","317","163","754","55.34","370","466","344","51.82"
"295","Andrew MacDonald","PHI","D","28","490.95","457","485","48.51","331","317","51.08","243","238","50.52","28","19","59.57","19.73","17.41","53.13","188","218","46.31","76","82","48.10","17","13","56.67","112","136","45.16","5","5","50.00","220","221","49.89","4","1","80.00","11.52","92.02","1.035","77","81","62","400","55.40","152","140","133","53.33"
"776","Andrew Miller","EDM","C","6","53.616666666667","37","39","48.68","28","31","47.46","17","19","47.22","1","2","33.33","1.62","1.87","46.46","15","17","46.88","4","9","30.77","0","2","0.00","11","8","57.89","0","0","-","19","19","50.00","1","0","100.00","5.88","89.47","0.954","8","14","6","57","57.14","16","17","14","53.33"
"623","Andrew Shaw","CHI","C","78","991.7","990","939","51.32","720","699","50.74","528","492","51.76","39","27","59.09","44.16","41.67","51.45","445","416","51.68","186","177","51.24","19","13","59.38","259","239","52.01","10","7","58.82","459","450","50.50","8","5","61.54","7.39","94.51","1.019","189","260","181","723","51.08","306","365","349","46.72"
"626","Andrey Pedan","VAN","D","13","136.16666666667","119","144","45.25","84","116","42.00","58","93","38.41","1","4","20.00","3.76","7.07","34.71","50","82","37.88","13","37","26.00","1","3","25.00","37","45","45.12","0","0","-","57","54","51.35","0","1","0.00","1.72","95.70","0.974","26","29","20","131","56.52","53","43","38","58.24"
"634","Andy Andreoff","L.A","L","60","519.75","479","474","50.26","356","361","49.65","238","273","46.58","15","14","51.72","18.96","20.11","48.54","208","225","48.04","85","92","48.02","10","10","50.00","123","133","48.05","1","3","25.00","226","204","52.56","4","1","80.00","6.30","94.87","1.012","103","85","51","528","66.88","175","141","124","58.53"
"255","Andy Greene","N.J","D","82","1567.65","993","1336","42.64","765","960","44.35","556","698","44.34","48","43","52.75","49.89","52.8","48.58","476","580","45.08","196","240","44.95","30","20","60.00","280","340","45.16","10","8","55.56","449","640","41.23","5","12","29.41","8.63","93.84","1.025","135","393","331","1083","28.97","330","585","726","31.25"
"583","Anthony Bitetto","NSH","D","28","336.16666666667","280","329","45.98","207","231","47.26","151","173","46.60","11","11","50.00","11.1","12.06","47.92","111","138","44.58","46","51","47.42","8","6","57.14","65","87","42.76","3","3","50.00","144","155","48.16","0","2","0.00","7.28","93.64","1.009","54","55","29","325","65.06","92","82","76","54.76"
"782","Anthony Duclair","ARI","L","81","935.15","881","882","49.97","654","673","49.28","445","466","48.85","50","34","59.52","33.36","35.01","48.79","387","407","48.74","156","162","49.06","29","18","61.70","231","245","48.53","12","7","63.16","399","398","50.06","8","8","50.00","11.24","92.70","1.039","210","214","115","771","64.62","365","315","230","61.34"
"825","Anthony Mantha","DET","R","10","97.5","108","89","54.82","86","73","54.09","66","51","56.41","4","10","28.57","4.6","4.83","48.78","52","46","53.06","20","21","48.78","2","6","25.00","32","25","56.14","1","2","33.33","43","35","55.13","1","2","33.33","6.06","80.39","0.865","27","30","10","65","72.97","39","40","19","67.24"
"330","Anthony Peluso","WPG","R","35","221.95","150","181","45.32","113","136","45.38","79","92","46.20","8","4","66.67","5.08","6.61","43.48","55","78","41.35","25","30","45.45","5","3","62.50","30","48","38.46","1","0","100.00","78","77","50.32","2","1","66.67","10.13","95.65","1.058","36","42","18","207","66.67","53","60","49","51.96"
"426","Antoine Roussel","DAL","L","80","967.78333333333","1001","970","50.79","730","700","51.05","498","473","51.29","40","31","56.34","44.61","41.17","52.01","479","441","52.07","201","186","51.94","26","19","57.78","278","255","52.16","4","9","30.77","431","426","50.29","5","3","62.50","8.03","93.45","1.015","178","278","178","774","50.00","301","392","356","45.81"
"55","Antoine Vermette","ARI","C","76","968.48333333333","871","978","47.11","643","732","46.76","464","518","47.25","40","47","45.98","37.47","41.86","47.23","371","457","44.81","164","172","48.81","25","17","59.52","207","285","42.07","6","14","30.00","419","442","48.66","8","13","38.10","8.62","90.93","0.995","187","228","176","719","51.52","348","356","348","50.00"
"445","Anton Lander","EDM","C","61","568.48333333333","503","566","47.05","349","411","45.92","242","278","46.54","10","19","34.48","18.65","20.02","48.23","193","229","45.73","70","93","42.94","6","11","35.29","123","136","47.49","2","7","22.22","251","276","47.63","2","1","66.67","4.13","93.17","0.973","76","135","126","505","37.62","143","177","238","37.53"
"784","Anton Slepyshev","EDM","L","11","93.366666666667","68","73","48.23","44","65","40.37","31","45","40.79","2","7","22.22","2.02","3.29","38.00","28","33","45.90","7","14","33.33","0","3","0.00","21","19","52.50","1","4","20.00","31","36","46.27","1","0","100.00","6.45","84.44","0.909","17","26","13","78","56.67","25","38","22","53.19"
"248","Anton Stralman","T.B","D","73","1247.9833333333","1213","1019","54.35","915","755","54.79","667","546","54.99","50","35","58.82","50.79","41.36","55.12","550","427","56.29","215","177","54.85","13","17","43.33","335","250","57.26","22","4","84.62","589","510","53.59","11","9","55.00","7.50","93.59","1.011","221","291","203","714","52.12","472","425","380","55.40"
"217","Anze Kopitar","L.A","C","81","1308.4166666667","1386","1063","56.59","1051","802","56.72","699","567","55.21","77","44","63.64","57.47","48.54","54.21","657","494","57.08","281","196","58.91","42","16","72.41","376","298","55.79","18","10","64.29","619","478","56.43","15","15","50.00","11.02","92.24","1.033","243","311","212","793","53.41","470","489","433","52.05"
"292","Artem Anisimov","CHI","C","77","1114.2333333333","1044","1037","50.17","737","774","48.78","557","590","48.56","55","49","52.88","42.93","45.51","48.54","450","481","48.34","166","206","44.62","27","22","55.10","284","275","50.81","16","19","45.71","508","484","51.21","11","7","61.11","9.87","91.69","1.016","231","234","74","881","75.74","389","356","193","66.84"
"884","Artemi Panarin","CHI","L","80","1252.1333333333","1231","1098","52.86","868","816","51.54","644","612","51.27","70","59","54.26","51.18","48.83","51.17","526","531","49.76","191","222","46.25","34","30","53.13","335","309","52.02","25","18","58.14","591","490","54.67","10","8","55.56","10.87","90.36","1.012","259","270","37","1027","87.50","438","398","139","75.91"
"546","Austin Watson","NSH","L","57","524","376","469","44.50","273","306","47.15","201","214","48.43","18","22","45.00","14","14.83","48.55","140","160","46.67","61","52","53.98","7","12","36.84","79","108","42.25","4","5","44.44","191","221","46.36","3","5","37.50","8.96","89.72","0.987","43","124","186","430","18.78","62","165","284","17.92"
"695","Barclay Goodrow","S.J","R","14","130.2","101","128","44.10","77","99","43.75","56","67","45.53","4","4","50.00","4.47","4.85","47.99","43","50","46.24","19","19","50.00","2","1","66.67","24","31","43.64","1","2","33.33","52","67","43.70","1","1","50.00","7.14","94.03","1.012","26","22","12","118","68.42","34","33","32","51.52"
"37","Barret Jackman","NSH","D","73","947.25","912","734","55.41","675","499","57.50","481","378","56.00","29","28","50.88","30.64","27.19","52.98","359","311","53.58","126","125","50.20","17","16","51.52","233","186","55.61","6","7","46.15","451","328","57.89","5","5","50.00","6.03","92.59","0.986","141","160","101","825","58.26","289","246","220","56.78"
"541","Beau Bennett","PIT","R","33","342.28333333333","332","308","51.88","241","238","50.31","172","171","50.15","15","16","48.39","13.74","13","51.38","142","140","50.35","55","65","45.83","8","9","47.06","87","75","53.70","4","6","40.00","153","145","51.34","2","1","66.67","8.72","90.64","0.994","73","93","43","295","62.93","112","121","103","52.09"
"496","Ben Chiarot","WPG","D","70","954.35","857","883","49.25","640","642","49.92","435","461","48.55","32","42","43.24","32.08","33.85","48.66","375","388","49.15","155","172","47.40","19","26","42.22","220","216","50.46","10","10","50.00","398","392","50.38","2","6","25.00","7.36","90.89","0.982","117","223","129","674","47.56","272","334","293","48.14"
"790","Ben Harpur","OTT","D","5","66.833333333333","56","72","43.75","42","54","43.75","32","38","45.71","3","2","60.00","2.38","2.37","50.10","31","31","50.00","12","10","54.55","1","1","50.00","19","21","47.50","0","1","0.00","21","35","37.50","2","0","100.00","9.38","94.74","1.041","4","9","8","63","33.33","13","20","16","44.83"
"766","Ben Hutton","VAN","D","75","1251.35","1049","1192","46.81","788","912","46.35","569","662","46.22","37","55","40.22","42.94","57.28","42.85","497","629","44.14","194","247","43.99","20","28","41.67","303","382","44.23","8","18","30.77","456","465","49.51","6","5","54.55","6.50","91.69","0.982","168","250","146","1099","53.50","387","392","331","53.90"
"305","Ben Lovejoy","PIT","D","66","1076.15","990","958","50.82","760","719","51.39","568","535","51.50","46","42","52.27","44.87","35.59","55.77","460","408","53.00","205","173","54.23","24","27","47.06","255","235","52.04","16","6","72.73","442","461","48.95","5","9","35.71","8.10","92.15","1.002","137","279","178","897","43.49","291","407","422","40.81"
"418","Ben Smith","S.J, TOR","R","22","227.58333333333","200","234","46.08","145","177","45.03","96","122","44.04","10","8","55.56","9.66","8.8","52.33","88","87","50.29","33","33","50.00","4","3","57.14","55","54","50.46","2","2","50.00","93","128","42.08","3","3","50.00","10.42","93.44","1.039","29","55","55","171","34.52","44","76","90","32.84"
"593","Ben Street","COL","C","7","51.416666666667","47","68","40.87","36","46","43.90","29","33","46.77","2","3","40.00","1.96","1.85","51.53","18","26","40.91","7","8","46.67","2","2","50.00","11","18","37.93","0","1","0.00","20","32","38.46","0","0","-","6.90","90.91","0.978","5","21","9","52","35.71","9","23","19","32.14"
"215","Benoit Pouliot","EDM","L","55","728.16666666667","702","651","51.88","518","491","51.34","371","367","50.27","33","39","45.83","27.82","28.63","49.28","313","307","50.48","119","124","48.97","25","18","58.14","194","183","51.46","6","10","37.50","326","297","52.33","2","10","16.67","8.89","89.37","0.983","136","170","107","628","55.97","251","273","215","53.86"
"180","Blake Comeau","COL","L","81","1124.5333333333","936","1075","46.54","702","762","47.95","521","538","49.20","38","47","44.71","36.79","46.88","43.97","343","488","41.28","135","196","40.79","19","24","44.19","208","292","41.60","11","11","50.00","490","461","51.52","8","8","50.00","7.29","91.26","0.986","143","239","214","795","40.06","257","354","428","37.52"
