"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"815","Andreas Martinsen","COL","L","55","4.3","0","0","0","0","0","-","2","0.00","0.28","2","2","2","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"32","Andrei Markov","MTL","D","82","280.21666666667","4","13","5","8","17","54.84","33","12.12","2.76","60","45","17","3","0","5","4","2","2","0","0","0","7","4","1","4","5","0","0","-"
"472","Andrej Nestrasil","CAR","C","55","70.783333333333","2","0","0","0","2","33.33","12","16.67","2.13","21","18","11","7","0","0","2","1","1","0","0","1","1","0","0","2","0","1","3","25.00"
"181","Andrej Sekera","EDM","D","81","189.03333333333","2","12","7","5","14","58.33","45","4.44","2.86","111","65","16","1","0","9","0","0","0","0","0","0","3","3","3","0","2","0","0","-"
"715","Andrej Sustr","T.B","D","77","4.4666666666667","0","0","0","0","0","-","0","-","0.06","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"488","Andrew Agozzino","COL","L","9","2.2666666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"277","Andrew Bodnarchuk","CBJ, COL","D","37","2.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"386","Andrew Campbell","TOR","D","6","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"216","Andrew Cogliano","ANA","L","82","5.4333333333333","0","0","0","0","0","-","0","-","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"733","Andrew Copp","WPG","C","77","2.6333333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","4","4","50.00"
"245","Andrew Desjardins","CHI","L","77","6.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","2","0","2","0","1","0","0","0","0","0","3","0","100.00"
"17","Andrew Ference","EDM","D","6","0.21666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"164","Andrew Ladd","CHI, WPG","L","78","211.45","10","4","2","2","14","56.00","34","29.41","6.66","66","50","49","30","1","3","17","4","1","3","0","2","4","2","7","12","0","0","1","0.00"
"286","Andrew MacDonald","PHI","D","28","21.216666666667","0","2","2","0","2","66.67","2","0.00","0.12","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"721","Andrew Miller","EDM","C","6","1.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"585","Andrew Shaw","CHI","C","78","149.83333333333","4","4","1","3","8","47.06","16","25.00","3.31","24","20","22","15","0","3","22","8","6","2","0","3","2","0","4","12","0","7","8","46.67"
"587","Andrey Pedan","VAN","D","13","0.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"594","Andy Andreoff","L.A","L","60","5.5166666666667","0","0","0","0","0","-","1","0.00","0.21","2","2","2","1","0","0","29","6","2","3","1","0","0","0","1","0","0","1","3","25.00"
"249","Andy Greene","N.J","D","82","28.566666666667","1","1","1","0","2","40.00","2","50.00","0.1","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"554","Anthony Bitetto","NSH","D","28","2.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"726","Anthony Duclair","ARI","L","81","229.01666666667","8","4","2","2","12","54.55","35","22.86","6.96","56","50","53","31","0","7","10","5","5","0","0","1","2","4","4","16","0","0","0","-"
"765","Anthony Mantha","DET","R","10","19.5","2","0","0","0","2","33.33","2","100.00","0.63","4","2","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"317","Anthony Peluso","WPG","R","35","1.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","19","5","2","3","0","0","0","0","0","0","0","0","0","-"
"411","Antoine Roussel","DAL","L","80","34.75","0","1","1","0","1","33.33","1","0.00","0.22","2","2","2","1","0","0","32","10","6","4","0","2","0","0","2","0","1","1","1","50.00"
"54","Antoine Vermette","ARI","C","76","216.16666666667","6","10","5","5","16","64.00","21","28.57","4.43","34","27","24","13","0","6","4","2","2","0","0","1","10","3","1","11","0","149","93","61.57"
"428","Anton Lander","EDM","C","61","49.85","0","0","0","0","0","0.00","6","0.00","0.66","8","7","6","4","0","0","0","0","0","0","0","0","2","0","0","2","0","30","19","61.22"
"728","Anton Slepyshev","EDM","L","11","2.2333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"242","Anton Stralman","T.B","D","73","211.13333333333","1","11","5","6","12","60.00","16","6.25","1.22","35","18","8","3","0","3","2","1","1","0","0","1","6","1","4","4","3","0","0","-"
"211","Anze Kopitar","L.A","C","81","207.26666666667","5","13","2","11","18","72.00","47","10.64","5.26","77","62","41","14","1","5","2","1","1","0","0","0","8","4","2","13","2","119","65","64.67"
"283","Artem Anisimov","CHI","C","77","174.95","5","5","0","5","10","35.71","15","33.33","2.8","23","23","19","18","0","0","2","1","1","0","0","1","0","2","4","9","0","70","80","46.67"
"814","Artemi Panarin","CHI","L","80","227.65","8","16","13","3","24","63.16","33","24.24","5.26","58","47","33","11","0","4","2","1","1","0","0","1","3","1","3","11","0","0","0","-"
"523","Austin Watson","NSH","L","57","1.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"649","Barclay Goodrow","S.J","R","14","0.46666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","2","0","2","0","3","0","0","0","0","0","0","0","-"
"36","Barret Jackman","NSH","D","73","1.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"518","Beau Bennett","PIT","R","33","46.716666666667","1","2","0","2","3","60.00","8","12.50","0.85","14","11","6","2","0","1","0","0","0","0","0","0","3","0","3","2","0","0","1","0.00"
"478","Ben Chiarot","WPG","D","70","3.6166666666667","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","0","-"
"713","Ben Hutton","VAN","D","75","170.95","0","7","1","6","7","43.75","25","0.00","1.74","55","35","14","1","0","3","0","0","0","0","0","0","3","0","1","3","1","0","0","-"
"295","Ben Lovejoy","PIT","D","66","5.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","1","0","0","-"
"403","Ben Smith","S.J, TOR","R","22","2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"209","Benoit Pouliot","EDM","L","55","130.03333333333","5","4","1","3","9","50.00","29","17.24","5.01","43","40","35","23","0","4","0","0","0","0","0","0","3","2","0","6","0","0","1","0.00"
"174","Blake Comeau","COL","L","81","141.51666666667","2","6","2","4","8","53.33","15","13.33","2.05","25","17","14","5","1","1","10","5","5","0","0","0","2","0","4","5","0","35","27","56.45"
"583","Blake Pietila","N.J","L","7","2.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"165","Blake Wheeler","WPG","R","82","259.56666666667","3","14","7","7","17","65.38","37","8.11","5.33","81","61","33","18","1","6","13","5","4","1","0","0","4","3","3","13","0","0","0","-"
"755","Bo Horvat","VAN","C","82","147.01666666667","4","8","6","2","12","92.31","25","16.00","3.74","36","33","31","19","0","4","4","2","2","0","0","1","2","0","6","6","1","69","46","60.00"
"651","Bobby Farnham","N.J, PIT","R","53","2.6833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","36","8","3","4","1","1","0","0","0","0","0","0","0","-"
"207","Bobby Ryan","OTT","R","81","232.71666666667","6","10","5","5","16","76.19","36","16.67","3.41","79","51","30","5","1","2","2","1","1","0","0","1","15","2","8","8","0","0","0","-"
"607","Boone Jenner","CBJ","C","82","170.25","9","5","3","2","14","87.50","47","19.15","8.64","64","57","57","46","0","8","7","2","1","1","0","0","5","0","3","9","0","26","27","49.06"
"98","Boyd Gordon","ARI","C","65","2.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","66.67"
"248","Bracken Kearns","NYI","C","2","1.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"48","Brad Boyes","TOR","R","60","143.06666666667","2","3","2","1","5","38.46","25","8.00","3.88","53","40","27","9","0","4","4","2","2","0","0","1","5","3","1","9","2","3","0","100.00"
"653","Brad Hunt","EDM","D","7","17.65","0","0","0","0","0","-","2","0.00","0.24","10","5","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"322","Brad Malone","CAR","C","57","2.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","2","0","2","0","0","0","0","0","0","0","0","3","0.00"
"253","Brad Marchand","BOS","L","77","113.81666666667","7","2","1","1","9","75.00","17","41.18","2.24","32","26","13","6","0","0","7","2","1","1","0","0","11","0","0","3","0","13","19","40.63"
"26","Brad Richards","DET","C","68","179.35","4","10","9","1","14","58.33","47","8.51","4.86","100","66","44","11","0","9","2","1","1","0","0","0","4","1","0","3","0","19","10","65.52"
"147","Brad Richardson","ARI","C, R","82","23.766666666667","0","0","0","0","0","-","2","0.00","0.36","4","4","3","2","0","1","11","4","3","1","0","0","0","0","0","0","0","14","3","82.35"
"669","Brady Skjei","NYR","D","7","1.9833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"492","Brandon Bollig","CGY","L","54","2.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","1","0","0","1","0","0","0","0","0","0","0","0","-"
"555","Brandon Davidson","EDM","D","51","22.7","2","0","0","0","2","100.00","7","28.57","0.37","12","8","2","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"177","Brandon Dubinsky","CBJ","C","75","167.23333333333","5","5","5","0","10","66.67","29","17.24","5.05","47","36","28","13","1","6","8","4","4","0","0","2","8","2","5","5","0","86","59","59.31"
"516","Brandon Gormley","COL","D","26","4.9333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"486","Brandon Manning","PHI","D","56","18.4","0","0","0","0","0","0.00","3","0.00","0.08","5","3","1","0","0","1","9","3","2","1","0","3","1","0","0","0","0","0","0","-"
"412","Brandon Mashinter","CHI","L","41","1.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","12","3","1","2","0","0","0","0","0","0","0","0","0","-"
"455","Brandon Pirri","ANA, FLA","R","61","132.26666666667","3","7","5","2","10","83.33","27","11.11","3.36","72","49","28","2","1","3","10","5","5","0","0","1","3","0","3","8","2","19","9","67.86"
"180","Brandon Prust","VAN","L","35","4.5","0","0","0","0","0","-","0","-","0.14","1","1","1","1","0","0","35","6","0","5","1","0","1","0","0","0","0","0","0","-"
"610","Brandon Saad","CBJ","L","78","164.83333333333","6","2","1","1","8","50.00","33","18.18","4.89","51","45","34","17","0","2","2","1","1","0","0","1","10","2","3","2","1","3","0","100.00"
"324","Brandon Sutter","VAN","C","20","46.066666666667","1","0","0","0","1","33.33","10","10.00","1.46","15","13","13","7","0","0","0","0","0","0","0","0","0","0","0","0","0","14","18","43.75"
"827","Brandon Tanev","WPG","L","3","0.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"448","Brayden McNabb","L.A","D","81","23.866666666667","0","1","0","1","1","50.00","3","0.00","0.36","5","4","2","1","0","0","2","1","1","0","0","1","1","1","0","2","0","0","0","-"
"433","Brayden Schenn","PHI","C","80","282.3","11","11","6","5","22","56.41","51","21.57","9.94","89","77","76","39","0","7","23","7","4","3","0","1","6","1","5","11","0","5","9","35.71"
"120","Braydon Coburn","T.B","D","80","4.1","0","0","0","0","0","-","0","-","0","3","0","0","0","0","0","7","2","1","1","0","1","0","0","0","0","0","0","0","-"
"551","Brendan Gallagher","MTL","R","53","155.88333333333","7","3","2","1","10","47.62","38","18.42","8.97","50","47","44","36","0","11","8","4","4","0","0","1","0","2","3","8","0","6","5","54.55"
"668","Brendan Gaunce","VAN","C","20","8.2666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0.00"
"686","Brendan Leipsic","TOR","L","6","12.166666666667","0","1","1","0","1","50.00","2","0.00","0.19","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","100.00"
"323","Brendan Smith","DET","D","63","38.016666666667","1","0","0","0","1","50.00","9","11.11","0.48","14","10","4","0","0","1","11","4","3","1","0","1","1","0","1","0","0","0","0","-"
"487","Brenden Dillon","S.J","D","76","8.4166666666667","0","0","0","0","0","0.00","2","0.00","0.18","6","3","2","0","0","1","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"129","Brent Burns","S.J","D","82","336.68333333333","7","23","10","13","30","60.00","91","7.69","7.82","194","125","55","8","2","12","6","3","3","0","0","0","11","2","3","9","8","0","0","-"
"398","Brent Regner","FLA","D","7","0.95","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"124","Brent Seabrook","CHI","D","81","232.63333333333","6","19","7","12","25","64.10","50","12.00","3.81","104","66","20","3","0","7","6","3","3","0","0","0","9","1","4","8","0","0","0","-"
"535","Brett Connolly","BOS","R","71","59.45","2","3","2","1","5","50.00","9","22.22","1.83","19","16","13","5","0","1","4","2","2","0","0","0","0","0","1","10","0","6","4","60.00"
"746","Brett Pesce","CAR","D","69","66.616666666667","1","4","2","2","5","71.43","13","7.69","0.93","28","20","6","1","0","5","0","0","0","0","0","0","1","1","1","2","0","0","0","-"
"611","Brett Ritchie","DAL","R","8","10.366666666667","0","0","0","0","0","0.00","1","0.00","0.1","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"133","Brian Boyle","T.B","C","76","46.583333333333","2","1","1","0","3","60.00","11","18.18","1.73","13","12","13","9","0","1","4","2","2","0","0","3","2","0","3","1","0","13","15","46.43"
"16","Brian Campbell","FLA","D","82","220.25","0","8","4","4","8","38.10","21","0.00","1.7","48","33","9","0","0","1","0","0","0","0","0","2","9","0","1","3","6","0","0","-"
"457","Brian Dumoulin","PIT","D","79","36","0","0","0","0","0","0.00","3","0.00","0.24","9","6","1","0","0","1","0","0","0","0","0","0","1","1","0","1","1","0","0","-"
"657","Brian Flynn","MTL","C","56","6.5666666666667","0","0","0","0","0","0.00","1","0.00","0.09","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","5","1","83.33"
"28","Brian Gionta","BUF","R","79","156.98333333333","1","5","2","3","6","42.86","16","6.25","2.11","24","21","14","9","0","1","2","1","1","0","0","1","2","0","1","4","1","23","21","52.27"
"652","Brian O'Neill","N.J","R","22","6.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"281","Brian Strait","NYI","D","52","2.45","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"699","Brock McGinn","CAR","L","21","3.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"512","Brock Nelson","NYI","C","81","143.76666666667","3","2","1","1","5","55.56","24","12.50","4.32","33","29","27","19","0","6","6","3","3","0","0","0","3","2","0","9","0","5","18","21.74"
"82","Brooks Laich","TOR, WSH","C","81","21.9","0","0","0","0","0","0.00","4","0.00","1.19","5","5","4","3","0","2","2","1","1","0","0","0","1","0","0","3","0","7","4","63.64"
"47","Brooks Orpik","WSH","D","41","1.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"173","Bryan Bickell","CHI","L","25","5.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"251","Bryan Little","WPG","C","57","168.1","2","10","4","6","12","66.67","26","7.69","3.29","47","36","29","11","0","1","2","1","1","0","0","0","1","1","0","1","0","117","73","61.58"
"546","Bryan Rust","PIT","R","41","12.316666666667","0","1","0","1","1","100.00","1","0.00","0.08","2","1","2","0","0","0","4","2","2","0","0","1","0","0","0","1","0","0","1","0.00"
"716","Buddy Robinson","OTT","R","3","0.066666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"477","Byron Froese","TOR","C","56","15.383333333333","0","0","0","0","0","0.00","0","-","0.31","1","1","1","1","0","0","0","0","0","0","0","1","1","0","1","1","0","2","4","33.33"
"268","Cal Clutterbuck","NYI","R","77","8.4","0","0","0","0","0","0.00","1","0.00","0.11","1","1","1","1","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
"237","Cal O'Reilly","BUF","C","20","39.2","1","1","0","1","2","40.00","4","25.00","0.34","5","5","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","4","60.00"
"495","Calle Jarnkrok","NSH","C","81","53.6","3","1","0","1","4","36.36","11","27.27","2.17","13","13","13","9","0","1","4","2","2","0","0","1","1","0","0","2","0","27","23","54.00"
"439","Calvin de Haan","NYI","D","72","17.016666666667","0","1","0","1","1","100.00","5","0.00","0.39","6","6","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"400","Cam Atkinson","CBJ","R","81","183.41666666667","4","6","6","0","10","50.00","33","12.12","5.54","55","41","42","18","0","8","6","2","2","0","0","0","4","6","3","5","0","0","0","-"
"521","Cam Fowler","ANA","D","69","206.76666666667","3","14","6","8","17","53.13","45","6.67","3.4","97","61","30","3","0","9","0","0","0","0","0","1","4","0","0","5","3","0","0","-"
"331","Carl Gunnarsson","STL","D","72","8.8166666666667","1","0","0","0","1","100.00","1","100.00","0.14","1","1","1","1","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"343","Carl Hagelin","ANA, PIT","L","80","18.9","0","0","0","0","0","0.00","3","0.00","0.38","4","4","2","2","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","-"
"175","Carl Soderberg","COL","C","82","186.91666666667","3","11","7","4","14","77.78","35","8.57","4.84","50","44","38","26","0","6","6","3","3","0","0","1","3","1","0","13","0","46","26","63.89"
"68","Carlo Colaiacovo","BUF","D","36","7.1333333333333","0","1","0","1","1","100.00","2","0.00","0.07","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"466","Casey Cizikas","NYI","C","80","6.4666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","3","7","30.00"
"826","Casey Nelson","BUF","D","7","13.133333333333","0","2","0","2","2","100.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"706","Cedric Paquette","T.B","C","56","9.0333333333333","0","0","0","0","0","-","1","0.00","0.43","2","2","2","2","0","0","7","2","1","1","0","1","0","0","0","0","0","3","4","42.86"
"720","Chad Ruhwedel","BUF","D","1","1.95","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"688","Chandler Stephenson","WSH","C","9","0.41666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"701","Charles Hudon","MTL","L","3","2.1833333333333","0","0","0","0","0","-","1","0.00","0.19","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"507","Charlie Coyle","MIN","C","82","156.38333333333","2","4","1","3","6","30.00","14","14.29","3.15","32","24","26","17","0","0","4","2","2","0","0","1","5","2","2","5","0","18","28","39.13"
"800","Chase De Leo","WPG","C","2","0.81666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
