"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"762","Alex Formenton","OTT","L","9","3.6166666666667","0","5","0.00","0","4","0.00","0","3","0.00","0","1","0.00","0","0.35","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0","-","0","0","-","0","3","0.00","0","1","0.00","-","66.67","0.67","1","0","0","4","100.00","1","0","0","100.00"
"419","Alex Galchenyuk","ARI","C","72","1.1333333333333","0","3","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.04","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","1","1","2","2","33.33","1","1","2","33.33"
"64","Alex Goligoski","ARI","D","76","119.6","36","178","16.82","33","121","21.43","28","77","26.67","4","10","28.57","2.47","10.25","19.40","21","88","19.27","12","35","25.53","1","4","20.00","9","53","14.52","2","5","28.57","6","80","6.98","0","1","0.00","14.29","87.01","1.013","0","7","49","106","0.00","2","15","74","2.63"
"771","Alex Iafallo","L.A","L","82","32.633333333333","4","50","7.41","3","35","7.89","3","27","10.00","0","4","0.00","0.18","3","5.66","2","22","8.33","0","8","0.00","0","1","0.00","2","14","12.50","0","1","0.00","2","25","7.41","0","2","0.00","0.00","85.19","0.852","1","0","12","48","7.69","1","2","14","6.67"
"129","Alex Killorn","T.B","L","82","159.58333333333","36","219","14.12","33","164","16.75","28","133","17.39","5","15","25.00","2.8","13.78","16.89","22","120","15.49","10","45","18.18","5","7","41.67","12","75","13.79","0","5","0.00","4","94","4.08","0","3","0.00","17.86","88.72","1.066","4","31","82","144","4.65","6","41","94","6.00"
"53","Alex Ovechkin","WSH","L","81","0.58333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"295","Alex Petrovic","EDM, FLA","D","35","45.366666666667","13","70","15.66","9","50","15.25","7","32","17.95","0","6","0.00","0.55","4.59","10.65","5","32","13.51","2","14","12.50","0","0","-","3","18","14.29","0","3","0.00","3","36","7.69","0","3","0.00","0.00","81.25","0.813","1","4","22","47","4.35","3","11","33","8.33"
"177","Alex Pietrangelo","STL","D","71","146.13333333333","42","225","15.73","39","170","18.66","35","118","22.88","4","21","16.00","3.03","16.07","15.85","20","123","13.99","13","50","20.63","3","10","23.08","7","73","8.75","0","4","0.00","9","93","8.82","0","7","0.00","11.43","82.20","0.936","0","12","97","104","0.00","2","22","119","1.65"
"585","Alex Tuch","VGK","R","74","0.45","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","4","-","0","0","0","-"
"67","Alexander Edler","VAN","D","56","147.11666666667","33","237","12.22","33","160","17.10","29","109","21.01","1","14","6.67","1.3","14.37","8.30","10","126","7.35","3","44","6.38","0","5","0.00","7","82","7.87","0","4","0.00","3","107","2.73","0","5","0.00","3.45","87.16","0.906","3","8","85","40","3.41","6","21","152","3.80"
"478","Alexander Kerfoot","COL","C","78","4.6166666666667","1","5","16.67","1","5","16.67","1","4","20.00","0","1","0.00","0.03","0.81","3.64","1","1","50.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0","4","0.00","0","1","0.00","0.00","75.00","0.750","1","0","1","5","50.00","1","1","1","50.00"
"58","Alexander Radulov","DAL","R","70","1.5","1","1","50.00","1","1","50.00","1","1","50.00","0","1","0.00","0","0.54","0.05","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","1","0.00","0.00","0.00","0.000","0","0","0","8","-","0","0","0","-"
"22","Alexander Steen","STL","L","65","127.08333333333","26","206","11.21","26","154","14.44","23","104","18.11","2","12","14.29","1.09","15.2","6.70","9","107","7.76","6","42","12.50","2","7","22.22","3","65","4.41","0","4","0.00","3","91","3.19","0","1","0.00","8.70","88.46","0.972","1","22","108","66","0.92","1","31","141","0.70"
"548","Alexander Wennberg","CBJ","C","75","95.9","31","103","23.13","28","84","25.00","25","58","30.12","4","6","40.00","1.67","8.15","17.00","17","65","20.73","8","25","24.24","3","3","50.00","9","40","18.37","1","1","50.00","4","37","9.76","0","2","0.00","16.00","89.66","1.057","9","22","31","125","22.50","12","26","36","25.00"
"746","Alexandre Fortin","CHI","L","24","9.3","4","18","18.18","4","15","21.05","4","11","26.67","1","3","25.00","0.41","1.65","20.02","4","14","22.22","2","7","22.22","1","1","50.00","2","7","22.22","0","2","0.00","0","4","0.00","0","0","-","25.00","72.73","0.977","1","1","0","20","100.00","1","2","1","50.00"
"619","Anders Bjork","BOS","L","20","1.7333333333333","0","3","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0.12","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","-","0.00","0.00","0","0","1","1","0.00","1","0","1","50.00"
"264","Anders Lee","NYI","L","82","1.9666666666667","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0","0.02","16.90","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","4","0","7","-","0","4","0","-"
"515","Andre Burakovsky","WSH","L","76","3.7166666666667","4","1","80.00","4","1","80.00","4","1","80.00","0","0","-","0.14","0.04","77.74","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","1","66.67","0","0","-","0.00","100.00","1.000","1","0","1","4","50.00","1","0","3","25.00"
"464","Andreas Athanasiou","DET","C","76","6.9","3","9","25.00","2","8","20.00","1","7","12.50","0","1","0.00","0.14","1.42","9.23","2","5","28.57","1","2","33.33","0","1","0.00","1","3","25.00","0","0","-","1","4","20.00","0","0","-","0.00","85.71","0.857","0","4","2","13","0.00","0","5","3","0.00"
"598","Andreas Englund","OTT","D","3","2.5666666666667","1","4","20.00","1","4","20.00","1","2","33.33","1","0","100.00","0.16","0.4","29.42","1","2","33.33","1","2","33.33","1","0","100.00","0","0","-","0","0","-","0","2","0.00","0","0","-","100.00","100.00","2.000","0","0","1","3","0.00","0","1","1","0.00"
"493","Andreas Johnsson","TOR","L","73","0.2","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"680","Andreas Martinsen","CHI","L","24","5.7333333333333","2","11","15.38","2","10","16.67","2","7","22.22","1","3","25.00","0.29","0.73","28.76","2","4","33.33","2","2","50.00","1","0","100.00","0","2","0.00","0","1","0.00","0","7","0.00","0","2","0.00","50.00","57.14","1.071","0","1","1","11","0.00","0","2","1","0.00"
"790","Andrei Svechnikov","CAR","R","82","1.1833333333333","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","1","0","5","100.00","2","1","0","100.00"
"66","Andrej Sekera","EDM","D","24","31.583333333333","11","44","20.00","10","38","20.83","7","25","21.88","2","3","40.00","0.6","2.78","17.66","5","17","22.73","3","8","27.27","1","1","50.00","2","9","18.18","1","1","50.00","1","25","3.85","0","1","0.00","28.57","88.00","1.166","0","2","21","29","0.00","1","4","25","3.85"
"484","Andrej Sustr","ANA","D","5","0.8","0","2","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","0.48","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","0","0","2","-","0","0","0","-"
"272","Andrew Agozzino","COL","L","11","4.9666666666667","1","7","12.50","1","5","16.67","1","4","20.00","0","1","0.00","0.04","0.35","9.44","1","3","25.00","0","1","0.00","0","1","0.00","1","2","33.33","0","0","-","0","3","0.00","0","0","-","0.00","75.00","0.750","0","0","4","5","0.00","0","0","4","0.00"
"82","Andrew Cogliano","ANA, DAL","C, L","78","105.23333333333","21","165","11.29","20","132","13.16","14","103","11.97","0","10","0.00","0.93","11.21","7.66","9","95","8.65","5","39","11.36","0","7","0.00","4","56","6.67","0","1","0.00","2","61","3.17","0","2","0.00","0.00","90.29","0.903","5","17","32","149","13.51","7","22","35","16.67"
"512","Andrew Copp","WPG","C","69","93.7","19","147","11.45","14","117","10.69","11","92","10.68","1","13","7.14","0.86","11.39","7.00","10","76","11.63","3","31","8.82","0","9","0.00","7","45","13.46","1","3","25.00","5","64","7.25","0","1","0.00","9.09","85.87","0.950","4","17","49","93","7.55","5","23","55","8.33"
"55","Andrew Ladd","NYI","L","26","10.566666666667","4","13","23.53","4","8","33.33","3","6","33.33","1","1","50.00","0.21","0.81","20.74","2","7","22.22","1","3","25.00","0","1","0.00","1","4","20.00","1","0","100.00","0","5","0.00","0","0","-","33.33","83.33","1.167","1","0","1","17","50.00","1","2","1","50.00"
"124","Andrew MacDonald","PHI","D","47","89.85","17","134","11.26","13","95","12.04","12","72","14.29","2","10","16.67","0.56","8.74","6.01","7","62","10.14","1","30","3.23","1","6","14.29","6","32","15.79","1","4","20.00","6","69","8.00","0","0","-","16.67","86.11","1.028","3","13","29","77","9.38","4","17","46","8.00"
"627","Andrew Mangiapane","CGY","L","44","1.7333333333333","0","4","0.00","0","2","0.00","0","0","-","0","0","-","0","0.17","0.00","0","3","0.00","0","0","-","0","0","-","0","3","0.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"357","Andrew Shaw","MTL","R","63","46.483333333333","8","73","9.88","7","53","11.67","4","40","9.09","0","6","0.00","0.11","4.43","2.51","2","37","5.13","0","14","0.00","0","1","0.00","2","23","8.00","0","3","0.00","2","33","5.71","0","2","0.00","0.00","85.00","0.850","1","5","25","59","3.85","1","8","30","3.23"
"99","Andy Greene","N.J","D","82","335.46666666667","103","505","16.94","92","358","20.44","77","232","24.92","8","32","20.00","5.93","32.82","15.31","51","264","16.19","19","89","17.59","5","11","31.25","32","175","15.46","2","12","14.29","22","214","9.32","0","9","0.00","10.39","86.21","0.966","2","19","156","54","1.27","9","56","316","2.77"
"362","Andy Welinski","ANA","D","26","1.85","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.08","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","1","1","0","5","100.00","0","2","2","0.00"
"661","Anthony Beauvillier","NYI","C, L","81","0.7","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"329","Anthony Bitetto","MIN, NSH","D","36","5.5","0","6","0.00","0","4","0.00","0","1","0.00","0","1","0.00","0","0.28","0.00","0","3","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","0","3","0.00","0","0","-","-","0.00","0.00","0","1","0","12","-","0","1","0","-"
"676","Anthony Cirelli","T.B","C","82","222.53333333333","50","362","12.14","44","267","14.15","35","207","14.46","7","19","26.92","3.01","22.05","12.00","29","182","13.74","14","71","16.47","6","8","42.86","15","111","11.90","0","5","0.00","10","171","5.52","0","6","0.00","20.00","90.82","1.108","2","33","206","47","0.96","5","47","279","1.76"
"507","Anthony Duclair","CBJ, OTT","L","74","3.3166666666667","1","3","25.00","1","2","33.33","1","1","50.00","0","0","-","0.07","0.15","29.74","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0.00","100.00","1.000","1","1","1","7","50.00","1","2","1","50.00"
"552","Anthony Mantha","DET","R","67","0.3","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0.04","0.05","46.61","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","0","0","1","-","0","0","0","-"
"214","Antoine Roussel","VAN","L","65","56.733333333333","16","82","16.33","16","66","19.51","14","48","22.58","0","11","0.00","1.14","6.32","15.27","8","50","13.79","3","28","9.68","0","7","0.00","5","22","18.52","0","3","0.00","3","30","9.09","0","1","0.00","0.00","77.08","0.771","4","6","17","79","19.05","5","8","20","20.00"
"491","Anton Blidh","BOS","L","1","1.4333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"618","Anton Lindholm","COL","D","2","1.6666666666667","0","2","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0.15","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","3","-","0","1","0","-"
"96","Anton Stralman","T.B","D","47","136.43333333333","29","239","10.82","27","173","13.50","20","133","13.07","1","14","6.67","1.53","13.57","10.12","16","119","11.85","8","45","15.09","1","6","14.29","8","74","9.76","0","6","0.00","4","116","3.33","0","2","0.00","5.00","89.47","0.945","1","9","65","69","1.52","1","17","99","1.00"
"802","Antti Suomela","S.J","C","27","2.1666666666667","1","2","33.33","0","2","0.00","0","2","0.00","0","1","0.00","0","0.18","0.00","1","1","50.00","0","1","0.00","0","1","0.00","1","0","100.00","0","0","-","0","1","0.00","0","0","-","-","50.00","0.50","0","1","1","4","0.00","0","1","2","0.00"
"78","Anze Kopitar","L.A","C","81","159.23333333333","34","265","11.37","29","208","12.24","24","146","14.12","2","28","6.67","1.91","18.72","9.27","16","137","10.46","9","53","14.52","1","10","9.09","7","84","7.69","1","10","9.09","6","122","4.69","0","8","0.00","8.33","80.82","0.892","2","20","151","85","1.31","4","29","195","2.01"
"123","Artem Anisimov","CHI","C","78","90.183333333333","24","132","15.38","20","105","16.00","18","84","17.65","1","14","6.67","1.69","9.59","14.99","16","70","18.60","4","34","10.53","0","5","0.00","12","36","25.00","1","5","16.67","7","61","10.29","0","4","0.00","5.56","83.33","0.889","6","15","26","121","18.75","10","18","34","22.73"
"679","Artemi Panarin","CBJ","L","79","3.4","2","3","40.00","2","1","66.67","2","1","66.67","0","1","0.00","0.09","0.11","47.05","1","2","33.33","1","0","100.00","0","0","-","0","2","0.00","0","1","0.00","1","1","50.00","0","0","-","0.00","0.00","0.000","0","0","0","10","-","0","1","1","0.00"
"530","Artturi Lehkonen","MTL","L","82","186.23333333333","51","320","13.75","47","246","16.04","40","168","19.23","1","18","5.26","2.14","22.18","8.78","21","165","11.29","12","74","13.95","0","8","0.00","9","91","9.00","0","9","0.00","16","147","9.82","1","1","50.00","2.50","89.29","0.918","4","23","149","113","2.61","12","42","203","5.58"
"483","Ashton Sautner","VAN","D","17","3.9","0","5","0.00","0","3","0.00","0","3","0.00","0","0","-","0","0.25","0.00","0","4","0.00","0","1","0.00","0","0","-","0","3","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","1","7","0.00","0","0","1","0.00"
"675","Austin Czarnik","CGY","C","54","4.5333333333333","0","5","0.00","0","4","0.00","0","4","0.00","0","1","0.00","0","0.29","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","3","0.00","0","1","0.00","-","75.00","0.75","0","2","2","4","0.00","0","2","3","0.00"
"302","Austin Watson","NSH","L","37","63.883333333333","11","92","10.68","10","73","12.05","9","48","15.79","0","10","0.00","0.43","5.37","7.36","3","41","6.82","2","14","12.50","0","3","0.00","1","27","3.57","0","5","0.00","2","47","4.08","0","2","0.00","0.00","79.17","0.792","2","7","44","48","4.35","4","12","51","7.27"
"709","Auston Matthews","TOR","C","68","1.5166666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","1","0","14","100.00","1","2","0","100.00"
"410","Barclay Goodrow","S.J","R","82","118.11666666667","33","198","14.29","28","151","15.64","24","106","18.46","2","16","11.11","1.63","15.87","9.30","15","122","10.95","9","62","12.68","1","9","10.00","6","60","9.09","1","5","16.67","3","69","4.17","0","2","0.00","8.33","84.91","0.932","6","18","61","126","8.96","8","29","79","9.20"
"262","Ben Chiarot","WPG","D","78","137.15","26","228","10.24","22","168","11.58","19","119","13.77","4","16","20.00","1.55","14.47","9.68","14","98","12.50","8","44","15.38","1","8","11.11","6","54","10.00","3","4","42.86","6","116","4.92","0","4","0.00","21.05","86.55","1.076","3","14","83","62","3.49","7","33","113","5.83"
"513","Ben Harpur","OTT","D","51","126.21666666667","40","210","16.00","35","173","16.83","29","122","19.21","0","13","0.00","2.26","14.46","13.53","13","94","12.15","8","40","16.67","0","4","0.00","5","54","8.47","0","7","0.00","10","113","8.13","0","2","0.00","0.00","89.34","0.893","1","13","96","42","1.03","5","19","137","3.52"
"477","Ben Hutton","VAN","D","69","158.31666666667","51","236","17.77","47","180","20.70","42","123","25.45","2","17","10.53","2.29","15.24","13.07","22","127","14.77","9","52","14.75","2","4","33.33","13","75","14.77","0","7","0.00","10","103","8.85","0","6","0.00","4.76","86.18","0.909","3","12","72","96","4.00","7","24","117","5.65"
"128","Ben Lovejoy","DAL, N.J","D","71","241.01666666667","75","348","17.73","62","246","20.13","53","164","24.42","4","19","17.39","4.06","23.67","14.64","36","182","16.51","12","65","15.58","3","8","27.27","24","117","17.02","0","4","0.00","16","148","9.76","0","7","0.00","7.55","88.41","0.960","3","16","135","49","2.17","11","35","233","4.51"
"336","Ben Street","ANA","C","21","41.75","10","79","11.24","8","68","10.53","5","50","9.09","0","6","0.00","0.25","6.31","3.85","3","44","6.38","0","21","0.00","0","3","0.00","3","23","11.54","0","1","0.00","2","34","5.56","0","2","0.00","0.00","88.00","0.880","1","4","32","33","3.03","4","7","44","8.33"
"361","Blake Coleman","N.J","C","78","210","82","321","20.35","69","236","22.62","56","160","25.93","5","23","17.86","4.05","22.1","15.49","36","173","17.22","12","61","16.44","3","10","23.08","24","112","17.65","2","9","18.18","23","130","15.03","0","4","0.00","8.93","85.63","0.946","3","18","150","97","1.96","6","28","221","2.64"
"61","Blake Comeau","DAL","L","77","159.95","32","269","10.63","30","195","13.33","24","145","14.20","1","19","5.00","2.08","18.16","10.29","19","145","11.59","9","49","15.52","1","5","16.67","10","96","9.43","0","9","0.00","6","115","4.96","0","5","0.00","4.17","86.90","0.911","2","17","122","114","1.61","6","24","158","3.66"
"354","Blake Pietila","N.J","L","19","14.55","2","31","6.06","2","24","7.69","2","16","11.11","0","0","-","0.05","2.31","2.00","1","13","7.14","0","5","0.00","0","0","-","1","8","11.11","0","0","-","0","16","0.00","0","0","-","0.00","100.00","1.000","0","1","6","15","0.00","0","2","10","0.00"
"56","Blake Wheeler","WPG","R","82","93.533333333333","27","153","15.00","22","119","15.60","18","90","16.67","4","15","21.05","1.72","10.58","14.00","14","77","15.38","8","38","17.39","2","6","25.00","6","39","13.33","1","4","20.00","7","71","8.97","0","5","0.00","22.22","83.33","1.056","3","15","66","93","4.35","4","20","83","4.60"
"543","Bo Horvat","VAN","C","82","38.35","10","66","13.16","9","43","17.31","9","33","21.43","3","6","33.33","0.47","4.43","9.67","4","30","11.76","3","16","15.79","2","2","50.00","1","14","6.67","0","2","0.00","1","35","2.78","1","2","33.33","33.33","81.82","1.152","3","2","70","13","4.11","3","2","88","3.30"
"76","Bobby Ryan","OTT","R","78","7.7833333333333","7","9","43.75","7","6","53.85","6","3","66.67","0","0","-","0.24","0.65","26.62","4","8","33.33","4","1","80.00","0","0","-","0","7","0.00","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","3","2","2","16","60.00","3","2","2","60.00"
"801","Bogdan Kiselevich","FLA","D","32","26.133333333333","10","25","28.57","9","18","33.33","8","10","44.44","0","1","0.00","0.42","1.48","22.16","4","9","30.77","1","7","12.50","0","0","-","3","2","60.00","0","0","-","3","16","15.79","0","1","0.00","0.00","90.00","0.900","0","4","13","30","0.00","1","8","15","6.25"
"455","Boo Nieves","NYR","C","43","24.1","10","33","23.26","8","25","24.24","7","19","26.92","0","3","0.00","0.55","2.34","19.05","6","18","25.00","5","6","45.45","0","1","0.00","1","12","7.69","0","2","0.00","1","13","7.14","0","0","-","0.00","84.21","0.842","2","1","7","33","22.22","2","1","9","18.18"
"370","Boone Jenner","CBJ","C","77","112.36666666667","45","179","20.09","44","136","24.44","37","97","27.61","3","16","15.79","4.2","11.87","26.15","20","87","18.69","12","31","27.91","1","5","16.67","8","56","12.50","0","7","0.00","11","77","12.50","0","4","0.00","8.11","83.51","0.916","3","13","99","74","2.94","4","15","139","2.80"
"411","Brad Hunt","MIN, VGK","D","42","0.51666666666667","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.07","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","4","-","0","0","0","-"
"149","Brad Malone","EDM","C","16","14.883333333333","1","31","3.13","1","27","3.57","1","17","5.56","0","3","0.00","0","1.92","0.04","0","12","0.00","0","3","0.00","0","0","-","0","9","0.00","0","1","0.00","0","19","0.00","0","2","0.00","0.00","82.35","0.824","0","1","13","14","0.00","0","2","14","0.00"
"103","Brad Marchand","BOS","L","79","123.96666666667","42","178","19.09","36","140","20.45","25","106","19.08","7","12","36.84","3.51","10.86","24.44","26","74","26.00","11","33","25.00","4","4","50.00","15","41","26.79","3","3","50.00","14","94","12.96","0","5","0.00","28.00","88.68","1.167","2","7","106","77","1.85","3","17","138","2.13"
