"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"137","Alexei Emelin","MTL","D","76","1419.65","2","8","3","5","10","21.74","82","2.44","2.81","199","127","36","5","7","7","53","24","23","1","0","16","64","11","216","209","95","0","0","-"
"499","Alexey Marchenko","DET, TOR","D","41","618.98333333333","1","6","1","5","7","29.17","35","2.86","1.61","78","58","16","5","1","3","12","6","6","0","0","2","19","5","21","41","46","0","0","-"
"403","Anders Lee","NYI","C, L","81","1063.7666666667","25","13","8","5","38","66.67","149","16.78","15.12","228","194","156","92","14","15","39","18","17","1","0","12","23","21","166","85","33","2","7","22.22"
"704","Andre Burakovsky","WSH","L","64","753.28333333333","9","20","9","11","29","82.86","98","9.18","7.18","199","128","103","28","6","7","14","7","7","0","0","3","28","32","31","74","24","2","5","28.57"
"656","Andreas Athanasiou","DET","C","64","749.23333333333","17","8","5","3","25","80.65","109","15.60","8.91","209","160","106","44","4","8","16","7","7","0","0","13","15","13","28","56","21","35","44","44.30"
"797","Andreas Englund","OTT","D","5","52.066666666667","0","0","0","0","0","0.00","3","0.00","0.3","7","6","4","2","0","1","2","1","1","0","0","0","2","0","18","3","0","0","0","-"
"853","Andreas Martinsen","COL, MTL","L","64","574.66666666667","3","3","2","1","6","60.00","70","4.29","5.46","128","102","60","27","5","6","27","12","11","1","0","5","10","21","166","61","24","3","1","75.00"
"18","Andrei Markov","MTL","D","62","1086.3166666667","5","18","11","7","23","47.92","81","6.17","2.65","182","116","36","3","2","10","14","7","7","0","0","7","59","22","37","63","63","0","0","-"
"392","Andrej Nestrasil","CAR","C","19","197.3","1","4","3","1","5","83.33","25","4.00","2.38","37","31","18","12","1","2","2","1","1","0","0","0","8","11","9","14","6","2","7","22.22"
"136","Andrej Sekera","EDM","D","80","1380.6166666667","6","17","11","6","23","41.82","86","6.98","5.11","229","135","69","13","3","10","16","8","8","0","0","4","86","31","49","125","135","0","0","-"
"677","Andrej Sustr","T.B","D","80","1236.2833333333","3","11","5","6","14","35.00","92","3.26","3.48","162","118","39","8","3","13","41","19","18","1","0","1","41","13","41","97","72","0","1","0.00"
"166","Andrew Cogliano","ANA","C, L","82","1089.5666666667","13","18","9","9","31","70.45","159","8.18","13.47","267","206","133","59","11","17","22","11","11","0","0","15","24","14","74","53","22","5","7","41.67"
"702","Andrew Copp","WPG","C","64","687.88333333333","8","8","6","2","16","61.54","70","11.43","6.88","114","91","82","36","3","6","14","7","7","0","0","4","13","14","84","64","17","71","65","52.21"
"190","Andrew Desjardins","CHI","C, L","46","402.3","0","1","0","1","1","10.00","43","0.00","3.83","80","56","42","21","4","5","12","6","6","0","0","10","10","9","73","57","12","35","28","55.56"
"122","Andrew Ladd","NYI","L","78","1035.3833333333","19","6","5","1","25","64.10","123","15.45","12.41","234","172","133","51","6","10","39","17","16","1","0","10","36","31","102","76","49","3","3","50.00"
"229","Andrew MacDonald","PHI","D","73","1253.5833333333","2","15","11","4","17","42.50","62","3.23","3.05","155","92","30","7","3","7","24","11","11","0","0","7","41","8","37","121","123","0","0","-"
"863","Andrew Poturalski","CAR","C","2","24.166666666667","0","0","0","0","0","-","1","0.00","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","2","1","11","11","50.00"
"517","Andrew Shaw","MTL","C","68","883.88333333333","11","11","4","7","22","59.46","117","9.40","11.91","200","153","142","71","6","17","50","18","14","4","0","21","26","27","141","150","36","194","153","55.91"
"527","Andy Andreoff","L.A","C, L","36","372.63333333333","0","2","2","0","2","28.57","38","0.00","3.96","80","56","40","18","1","2","34","12","11","0","1","11","10","5","69","47","7","41","25","62.12"
"194","Andy Greene","N.J","D","66","1154.6666666667","1","6","3","3","7","20.59","72","1.39","3.19","164","118","31","11","2","11","8","4","4","0","0","5","26","21","43","71","82","0","0","-"
"838","Anthony Beauvillier","NYI","C, L","66","823.4","9","14","7","7","23","62.16","96","9.38","7.94","164","129","96","41","6","10","10","5","5","0","0","5","28","17","80","69","26","115","161","41.67"
"477","Anthony Bitetto","NSH","D","29","328.66666666667","0","7","3","4","7","46.67","15","0.00","0.58","43","27","7","0","0","2","20","10","10","0","0","2","8","1","41","44","24","0","0","-"
"785","Anthony DeAngelo","ARI","D","39","567.38333333333","3","3","2","1","6","42.86","45","6.67","1.92","85","63","20","3","1","3","25","7","5","1","1","3","16","4","31","19","47","0","0","-"
"695","Anthony Duclair","ARI","L","58","697.88333333333","5","8","6","2","13","50.00","64","7.81","6.77","124","90","73","33","7","11","14","7","7","0","0","8","17","29","22","61","17","4","4","50.00"
"747","Anthony Mantha","DET","R","60","840.15","16","17","4","13","33","76.74","121","13.22","11.23","191","165","120","57","10","11","34","10","7","2","1","16","35","25","42","51","32","5","5","50.00"
"338","Antoine Roussel","DAL","L","60","741.6","12","12","9","3","24","60.00","73","16.44","6.99","142","102","83","47","3","8","66","23","18","4","1","22","35","13","61","93","33","7","9","43.75"
"35","Antoine Vermette","ANA","C","72","944.33333333333","4","13","8","5","17","50.00","75","5.33","7.96","137","109","74","36","4","10","34","13","12","0","1","8","24","12","51","69","37","558","341","62.07"
"685","Anton Blidh","BOS","L","19","161.28333333333","1","1","1","0","2","66.67","26","3.85","2.65","46","37","23","13","4","2","7","2","1","1","0","5","4","4","41","16","4","0","0","-"
"351","Anton Lander","EDM","C","22","170.65","1","3","1","2","4","57.14","11","9.09","0.67","19","16","7","1","0","0","4","2","2","0","0","0","4","6","27","12","1","62","45","57.94"
"809","Anton Lindholm","COL","D","12","162.91666666667","0","0","0","0","0","0.00","7","0.00","0.39","22","14","5","1","1","0","2","1","1","0","0","0","4","2","36","7","8","0","0","-"
"379","Anton Rodin","VAN","R","3","25.266666666667","0","1","0","1","1","100.00","2","0.00","0.13","4","3","2","0","0","1","0","0","0","0","0","0","1","2","0","2","1","0","0","-"
"697","Anton Slepyshev","EDM","L","41","451.48333333333","4","6","3","3","10","83.33","55","7.27","3.55","110","71","43","14","5","4","4","2","2","0","0","2","14","19","64","59","15","2","3","40.00"
"188","Anton Stralman","T.B","D","73","1358.15","4","11","5","6","15","25.86","116","3.45","6.69","223","159","53","13","3","19","16","8","8","0","0","10","23","20","95","75","78","0","0","-"
"161","Anze Kopitar","L.A","C","76","1204.35","7","25","14","11","32","66.67","103","6.80","12.11","202","160","134","60","6","20","24","11","11","0","0","25","27","21","68","71","46","692","612","53.07"
"226","Artem Anisimov","CHI","C","64","936.66666666667","18","19","10","9","37","71.15","79","22.78","9.73","158","108","113","55","7","6","22","11","11","0","0","8","14","31","14","67","23","345","427","44.69"
"852","Artemi Panarin","CHI","C, L","82","1335.6833333333","22","35","24","11","57","72.15","167","13.17","15.57","316","240","159","57","12","13","12","6","6","0","0","21","46","56","20","84","14","2","6","25.00"
"724","Artturi Lehkonen","MTL","L","73","912.38333333333","15","8","3","5","23","65.71","144","10.42","13.33","260","190","139","74","12","24","8","4","4","0","0","8","19","24","67","111","23","2","1","66.67"
"848","Austin Czarnik","BOS","C","49","497.53333333333","5","5","2","3","10","83.33","51","9.80","4.53","89","73","52","17","1","3","12","6","6","0","0","11","6","12","19","28","17","53","63","45.69"
"445","Austin Watson","NSH","L","77","813.91666666667","5","11","8","3","16","51.61","85","5.88","6.2","146","108","57","25","6","6","48","18","14","4","0","19","12","22","137","94","55","14","20","41.18"
"871","Auston Matthews","TOR","C","82","1241.0666666667","32","16","12","4","48","84.21","234","13.68","24.26","386","323","263","122","14","21","14","6","6","0","0","19","40","74","20","105","61","468","545","46.20"
"593","Barclay Goodrow","S.J","R","3","32.616666666667","0","1","0","1","1","inf","3","0.00","0.18","6","4","4","0","0","0","0","0","0","0","0","1","1","1","3","2","1","0","0","-"
"440","Beau Bennett","N.J","R","65","770.08333333333","7","10","6","4","17","73.91","88","7.95","7.25","159","126","73","32","6","3","18","9","9","0","0","9","12","17","71","59","12","2","12","14.29"
"398","Ben Chiarot","WPG","D","59","785.4","2","10","4","6","12","36.36","46","4.35","1.7","98","57","26","8","0","3","24","11","11","0","0","4","38","12","72","113","74","0","0","-"
"703","Ben Harpur","OTT","D","6","102.55","0","0","0","0","0","0.00","3","0.00","0.09","10","4","1","0","0","0","0","0","0","0","0","1","4","2","5","8","3","0","0","-"
"671","Ben Hutton","VAN","D","71","1270.5833333333","2","5","3","2","7","20.00","106","1.89","3.77","221","143","51","8","8","8","26","13","13","0","0","7","46","30","42","96","103","0","0","-"
"235","Ben Lovejoy","N.J","D","82","1424.7333333333","1","6","4","2","7","18.92","80","1.25","2.97","146","109","25","5","3","2","28","14","14","0","0","4","35","14","72","119","114","0","0","-"
"332","Ben Smith","COL, TOR","R","40","370.9","2","2","1","1","4","44.44","30","6.67","3.51","55","44","37","20","2","2","4","2","2","0","0","3","5","6","28","55","26","176","147","54.49"
"486","Ben Street","DET","C","6","49.5","0","1","1","0","1","100.00","8","0.00","0.96","11","11","8","4","0","1","0","0","0","0","0","0","2","0","3","6","0","0","0","-"
"589","Ben Thomson","N.J","L","3","32.633333333333","0","0","0","0","0","-","7","0.00","0.85","8","8","6","4","0","2","4","2","2","0","0","1","1","0","7","7","1","0","1","0.00"
"158","Benoit Pouliot","EDM","L","67","793.3","8","6","5","1","14","60.87","65","12.31","6.02","123","95","69","31","2","10","30","15","15","0","0","13","42","33","37","54","30","7","20","25.93"
"524","Blake Coleman","N.J","C","23","269.9","1","1","1","0","2","66.67","27","3.70","2.08","43","35","24","8","1","1","25","11","10","1","0","6","12","12","51","31","14","87","109","44.39"
"130","Blake Comeau","COL","L","77","960.6","5","12","6","6","17","56.67","94","5.32","7.32","182","131","73","29","5","7","42","21","21","0","0","23","17","29","115","64","17","75","85","46.88"
"515","Blake Pietila","N.J","L","10","117.68333333333","0","1","1","0","1","33.33","8","0.00","0.22","17","11","6","0","0","0","2","1","1","0","0","1","0","2","16","15","5","18","15","54.55"
"841","Blake Speers","N.J","C","3","24.9","0","0","0","0","0","-","3","0.00","0.16","3","3","1","1","0","0","0","0","0","0","0","0","0","1","1","2","1","0","1","0.00"
"123","Blake Wheeler","WPG","R","82","1296.0333333333","19","31","21","10","50","71.43","200","9.50","15.91","320","265","172","57","10","19","35","16","15","1","0","13","35","32","97","95","42","39","45","46.43"
"738","Bo Horvat","VAN","C","81","1155.4666666667","15","25","17","8","40","76.92","132","11.36","14.68","241","201","162","75","8","14","20","10","10","0","0","12","19","33","62","66","35","589","596","49.70"
"595","Bobby Farnham","MTL","R","3","24.816666666667","0","0","0","0","0","-","4","0.00","0.3","4","4","4","2","1","1","7","2","1","1","0","0","0","0","8","3","2","1","0","100.00"
"156","Bobby Ryan","OTT","R","62","811.28333333333","11","9","6","3","20","57.14","97","11.34","7.97","195","135","95","35","4","10","22","9","9","0","0","20","24","25","106","58","33","4","3","57.14"
"544","Boone Jenner","CBJ","C","82","1152.75","16","15","8","7","31","59.62","192","8.33","16.72","347","261","171","78","10","15","37","17","16","1","0","19","18","34","210","95","75","69","67","50.74"
"764","Borna Rendulic","VAN","R","1","4.85","0","0","0","0","0","-","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"69","Boyd Gordon","PHI","C","13","86.45","1","0","0","0","1","50.00","8","12.50","0.91","13","10","7","4","0","3","2","1","1","0","0","0","0","2","4","10","5","38","25","60.32"
"193","Bracken Kearns","NYI","C","2","21.966666666667","0","0","0","0","0","-","3","0.00","0.18","5","5","2","1","0","0","2","1","1","0","0","0","0","0","5","5","2","10","7","58.82"
"596","Brad Hunt","NSH, STL","D","12","163.68333333333","0","4","2","2","4","44.44","11","0.00","0.38","23","16","3","0","0","0","2","1","1","0","0","0","3","3","0","11","2","0","0","-"
"198","Brad Marchand","BOS","C, L","80","1189.8","26","29","18","11","55","77.46","169","15.38","17.7","318","242","182","76","14","14","59","28","27","1","0","21","71","54","45","103","27","10","21","32.26"
"108","Brad Richardson","ARI","R","16","210.11666666667","3","3","0","3","6","85.71","20","15.00","1.55","37","26","15","8","1","1","10","5","5","0","0","2","3","7","18","15","7","96","84","53.33"
"673","Brady Austin","BUF","D","5","77.416666666667","0","0","0","0","0","0.00","8","0.00","0.14","10","9","1","0","1","1","4","2","2","0","0","0","2","1","6","8","0","0","0","-"
"615","Brady Skjei","NYR","D","80","1262.35","5","27","12","15","32","49.23","114","4.39","4.58","201","153","47","13","3","7","38","18","18","0","0","10","46","16","141","107","63","0","1","0.00"
"833","Brandon Carlo","BOS","D","82","1484.3166666667","5","10","4","6","15","21.13","83","6.02","3.17","174","125","33","6","2","15","57","27","26","1","0","4","32","19","78","141","83","0","0","-"
"478","Brandon Davidson","EDM, MTL","D","38","562.6","0","3","2","1","3","15.00","42","0.00","1.2","90","58","17","1","1","3","20","6","5","0","1","0","19","6","41","65","57","0","0","-"
"133","Brandon Dubinsky","CBJ","C","80","1179.2166666667","9","26","21","5","35","60.34","96","9.38","9.34","177","135","117","62","1","11","70","25","20","4","1","21","27","34","242","58","49","653","605","51.91"
"410","Brandon Manning","PHI","D","65","1055.5333333333","2","9","4","5","11","32.35","80","2.50","3.12","186","110","39","5","5","10","58","19","13","6","0","18","34","8","112","118","71","0","0","-"
"799","Brandon Montour","ANA","D","27","410.85","2","3","1","2","5","29.41","39","5.13","2.4","80","56","25","6","3","5","10","5","5","0","0","8","15","3","21","34","20","0","0","-"
"376","Brandon Pirri","NYR","C, R","60","582.43333333333","3","6","4","2","9","37.50","54","5.56","4.89","115","84","52","20","4","8","18","9","9","0","0","9","19","21","35","45","20","115","79","59.28"
"547","Brandon Saad","CBJ","L","82","1225.8166666667","23","27","16","11","50","80.65","189","12.17","19.08","333","261","190","94","11","14","4","2","2","0","0","9","25","42","23","49","24","3","4","42.86"
"262","Brandon Sutter","VAN","C","81","1160.0666666667","12","13","6","7","25","69.44","119","10.08","9.59","212","170","121","51","5","13","8","4","4","0","0","18","13","24","72","87","39","602","506","54.33"
"869","Brandon Tanev","WPG","L","51","458.56666666667","2","2","0","2","4","50.00","52","3.85","3.77","80","66","42","20","5","2","16","5","3","2","0","14","7","14","120","66","18","0","0","-"
"369","Brayden McNabb","L.A","D","49","706.43333333333","2","2","0","2","4","21.05","47","4.26","2.37","124","74","35","6","3","6","37","14","11","3","0","9","31","10","106","85","49","0","0","-"
"803","Brayden Point","T.B","C","68","977.48333333333","13","15","7","8","28","59.57","91","14.29","9.46","173","135","118","57","1","6","12","6","6","0","0","9","19","28","34","80","28","212","261","44.82"
"356","Brayden Schenn","PHI","C","79","1108.6833333333","8","19","13","6","27","61.36","100","8.00","11.16","196","154","125","61","3","17","27","12","11","1","0","16","33","18","180","105","41","220","251","46.71"
"83","Braydon Coburn","T.B","D","80","1172.0166666667","4","7","4","3","11","26.83","97","4.12","3.82","212","136","50","12","5","11","39","18","17","1","0","5","29","4","103","95","55","0","0","-"
"474","Brendan Gallagher","MTL","R","64","832.86666666667","9","17","11","6","26","78.79","168","5.36","15.48","297","217","155","72","14","27","29","11","10","1","0","19","20","31","68","122","15","21","33","38.89"
"614","Brendan Gaunce","VAN","C","57","509.36666666667","0","5","2","3","5","41.67","50","0.00","3.67","79","63","41","19","5","3","16","8","8","0","0","6","6","11","91","33","11","78","79","49.68"
"827","Brendan Guhle","BUF","D","3","48.966666666667","0","0","0","0","0","0.00","4","0.00","0.14","9","5","2","1","0","1","0","0","0","0","0","0","0","0","3","3","8","0","0","-"
"779","Brendan Perlini","ARI","L","57","742.95","11","5","2","3","16","64.00","75","14.67","5.93","150","107","81","29","9","10","18","9","9","0","0","8","8","8","39","36","15","1","1","50.00"
"261","Brendan Smith","DET, NYR","D","51","838.23333333333","2","4","4","0","6","18.75","52","3.85","2.59","116","81","28","7","1","9","43","20","19","1","0","11","31","10","50","72","55","0","0","-"
"412","Brenden Dillon","S.J","D","81","1260.6166666667","2","8","1","7","10","28.57","85","2.35","3.21","200","125","27","5","1","10","53","22","19","3","0","10","33","10","167","126","76","0","0","-"
"91","Brent Burns","S.J","D","82","1602.2666666667","21","29","16","13","50","59.52","235","8.94","9.8","584","365","134","20","12","28","40","20","20","0","0","10","125","45","65","48","123","0","0","-"
"87","Brent Seabrook","CHI","D","79","1367.5666666667","1","24","7","17","25","36.76","90","1.11","4.03","222","141","50","5","7","11","22","11","11","0","0","7","75","16","94","125","114","0","1","0.00"
"457","Brett Connolly","WSH","R","66","673.5","14","8","7","1","22","64.71","75","18.67","5.59","122","91","74","26","4","7","34","17","17","0","0","8","12","15","87","44","12","2","7","22.22"
"658","Brett Kulak","CGY","D","21","290.83333333333","0","3","2","1","3","37.50","18","0.00","0.68","51","29","11","0","1","2","10","5","5","0","0","0","9","4","14","15","13","0","0","-"
"802","Brett Lernout","MTL","D","2","37.75","0","0","0","0","0","0.00","3","0.00","0.04","4","4","0","0","0","1","0","0","0","0","0","0","0","0","8","6","3","0","0","-"
"728","Brett Pesce","CAR","D","82","1507.9333333333","2","16","7","9","18","25.35","97","2.06","3.47","244","146","55","7","2","20","20","10","10","0","0","9","32","47","52","129","126","0","0","-"
"548","Brett Ritchie","DAL","R","78","881.16666666667","15","7","3","4","22","62.86","152","9.87","12.57","281","214","156","65","5","13","31","14","13","1","0","12","22","15","150","77","23","0","1","0.00"
"94","Brian Boyle","T.B, TOR","C","75","810.38333333333","10","9","6","3","19","55.88","111","9.01","9.6","191","156","114","48","5","10","49","13","7","5","1","8","12","18","106","69","28","215","201","51.68"
"12","Brian Campbell","CHI","D","80","1334.4666666667","3","9","5","4","12","20.00","59","5.08","2.5","136","91","41","5","3","7","24","12","12","0","0","11","54","11","41","149","82","0","0","-"
"377","Brian Dumoulin","PIT","D","70","1272.4666666667","1","10","5","5","11","20.00","72","1.39","3.27","170","96","43","11","5","12","12","6","6","0","0","9","32","22","106","177","85","0","0","-"
"602","Brian Flynn","MTL","C","51","536.8","6","4","3","1","10","50.00","44","13.64","3.81","89","64","44","15","2","6","4","2","2","0","0","3","13","11","20","48","23","53","52","50.48"
"16","Brian Gionta","BUF","R","82","1082.8333333333","11","15","11","4","26","81.25","128","8.59","10.94","213","180","103","51","9","12","18","9","9","0","0","5","21","19","51","66","24","19","39","32.76"
"340","Brian Lashoff","DET","D","5","60.933333333333","0","0","0","0","0","0.00","1","0.00","0.06","5","2","1","0","0","0","0","0","0","0","0","0","1","0","8","7","4","0","0","-"
"224","Brian Strait","WPG","D","5","77.166666666667","0","2","2","0","2","66.67","3","0.00","0.16","10","7","3","0","0","1","0","0","0","0","0","0","0","0","5","2","7","0","0","-"
"834","Brock Boeser","VAN","R","9","130.01666666667","2","1","1","0","3","50.00","19","10.53","1.37","32","22","16","6","4","3","0","0","0","0","0","0","4","1","5","3","0","0","0","-"
"651","Brock McGinn","CAR","L","57","634.36666666667","7","8","5","3","15","68.18","72","9.72","7.7","140","99","92","44","3","14","2","1","1","0","0","15","14","25","90","72","21","1","2","33.33"
"436","Brock Nelson","NYI","C","81","1069.4666666667","19","19","9","10","38","77.55","138","13.77","11.28","252","175","157","62","10","14","30","14","14","0","0","21","39","40","46","74","46","298","396","42.94"
"30","Brooks Orpik","WSH","D","79","1213.0833333333","0","14","6","8","14","23.33","90","0.00","2.52","177","123","33","2","1","5","39","17","16","1","0","6","30","6","163","124","115","0","0","-"
"129","Bryan Bickell","CAR","L","11","98.366666666667","0","0","0","0","0","0.00","7","0.00","0.64","18","12","6","3","0","1","4","2","2","0","0","0","1","3","15","7","3","0","2","0.00"
"196","Bryan Little","WPG","C","59","834.46666666667","15","20","11","9","35","76.09","98","15.31","10.57","154","129","109","53","6","10","10","5","5","0","0","7","15","29","33","36","20","496","372","57.14"
"467","Bryan Rust","PIT","R","57","722","14","12","8","4","26","68.42","106","13.21","10.75","180","139","119","55","6","14","8","4","4","0","0","16","14","17","99","116","24","2","2","50.00"
"678","Buddy Robinson","OTT","R","4","27.783333333333","0","0","0","0","0","-","4","0.00","0.51","5","5","4","3","0","1","2","1","1","0","0","0","1","1","9","4","0","0","0","-"
"397","Byron Froese","T.B, TOR","C","6","59.083333333333","0","0","0","0","0","-","6","0.00","0.3","9","7","5","1","0","1","0","0","0","0","0","1","2","3","3","5","4","24","26","48.00"
"887","C.J. Smith","BUF","L","2","22.45","0","1","1","0","1","50.00","2","0.00","0.11","4","3","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","-"
"211","Cal Clutterbuck","NYI","R","66","756.9","5","14","10","4","19","59.38","104","4.81","9.87","180","137","114","45","12","10","22","11","11","0","0","9","14","25","209","88","19","1","2","33.33"
"185","Cal O'Reilly","BUF","C","11","77.466666666667","0","1","1","0","1","100.00","3","0.00","0.2","5","3","2","2","1","1","0","0","0","0","0","1","1","3","2","2","3","26","30","46.43"
