"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"77","Alexandre Burrows","OTT, VAN","L","75","956.35","834","900","48.10","618","675","47.80","469","494","48.70","43","41","51.19","34.55","38.01","47.62","382","422","47.51","148","177","45.54","20","24","45.45","234","245","48.85","13","11","54.17","374","399","48.38","8","4","66.67","9.17","91.70","1.009","174","261","134","760","56.49","314","357","301","51.06"
"859","Alexandre Carrier","NSH","D","2","20.766666666667","15","16","48.39","12","11","52.17","7","9","43.75","1","0","100.00","0.56","0.37","60.22","4","4","50.00","3","2","60.00","1","0","100.00","1","2","33.33","0","0","-","10","8","55.56","0","0","-","14.29","100.00","1.143","2","3","1","26","66.67","3","6","4","42.86"
"531","Alexandre Grenier","VAN","R","3","19.45","19","10","65.52","11","8","57.89","9","6","60.00","0","1","0.00","0.71","0.45","61.23","8","5","61.54","2","2","50.00","0","0","-","6","3","66.67","0","0","-","9","4","69.23","0","0","-","0.00","83.33","0.833","4","4","2","19","66.67","10","6","4","71.43"
"137","Alexei Emelin","MTL","D","76","1419.65","1297","1301","49.92","925","929","49.89","655","691","48.66","46","45","50.55","53.43","45.89","53.80","540","539","50.05","237","221","51.75","25","22","53.19","303","318","48.79","13","14","48.15","624","642","49.29","6","9","40.00","7.02","93.49","1.005","187","373","242","881","43.59","411","546","534","43.49"
"499","Alexey Marchenko","DET, TOR","D","41","618.98333333333","539","606","47.07","417","468","47.12","296","329","47.36","24","18","57.14","20.97","23.4","47.26","251","264","48.74","105","95","52.50","17","10","62.96","146","169","46.35","4","4","50.00","237","298","44.30","3","4","42.86","8.11","94.53","1.026","89","142","91","523","49.44","171","205","202","45.84"
"403","Anders Lee","NYI","C, L","81","1063.7666666667","1111","1007","52.46","827","736","52.91","600","543","52.49","57","45","55.88","49.14","43.09","53.28","540","505","51.67","245","203","54.69","27","23","54.00","295","302","49.41","20","12","62.50","448","414","51.97","10","9","52.63","9.50","91.71","1.012","211","239","166","804","55.97","374","339","318","54.05"
"704","Andre Burakovsky","WSH","L","64","753.28333333333","806","653","55.24","556","512","52.06","403","357","53.03","35","22","61.40","27.44","30.61","47.27","356","311","53.37","121","138","46.72","21","15","58.33","235","173","57.60","6","4","60.00","394","295","57.18","8","2","80.00","8.68","93.84","1.025","150","146","91","529","62.24","240","221","177","57.55"
"656","Andreas Athanasiou","DET","C","64","749.23333333333","639","690","48.08","500","534","48.36","344","383","47.32","31","35","46.97","24.55","30.83","44.33","272","304","47.22","108","133","44.81","18","15","54.55","164","171","48.96","7","8","46.67","313","323","49.21","6","10","37.50","9.01","90.86","0.999","192","168","77","603","71.38","287","227","175","62.12"
"797","Andreas Englund","OTT","D","5","52.066666666667","38","50","43.18","28","38","42.42","16","24","40.00","1","4","20.00","1.75","2.29","43.37","22","26","45.83","14","14","50.00","0","4","0.00","8","12","40.00","0","0","-","14","19","42.42","1","0","100.00","6.25","83.33","0.896","11","10","4","57","73.33","15","13","12","55.56"
"853","Andreas Martinsen","COL, MTL","L","64","574.66666666667","429","581","42.48","324","430","42.97","215","310","40.95","10","25","28.57","14.66","20.92","41.20","156","224","41.05","58","96","37.66","5","15","25.00","98","128","43.36","2","5","28.57","211","296","41.62","3","5","37.50","4.65","91.94","0.966","94","131","90","481","51.09","158","170","184","46.20"
"18","Andrei Markov","MTL","D","62","1086.3166666667","1143","975","53.97","838","712","54.06","595","522","53.27","48","32","60.00","44.86","38.43","53.86","493","399","55.27","211","175","54.66","24","14","63.16","282","224","55.73","16","8","66.67","534","480","52.66","7","9","43.75","8.07","93.87","1.019","167","230","173","753","49.12","389","363","394","49.68"
"392","Andrej Nestrasil","CAR","C","19","197.3","180","166","52.02","137","119","53.52","101","81","55.49","6","9","40.00","7.61","7.04","51.95","74","69","51.75","34","35","49.28","4","4","50.00","40","34","54.05","1","3","25.00","91","80","53.22","1","2","33.33","5.94","88.89","0.948","34","48","31","152","52.31","54","59","50","51.92"
"136","Andrej Sekera","EDM","D","80","1380.6166666667","1268","1274","49.88","913","860","51.49","668","627","51.58","55","42","56.70","56.18","50.97","52.43","629","603","51.06","277","237","53.89","37","27","57.81","352","366","49.03","9","9","50.00","541","538","50.14","6","4","60.00","8.23","93.30","1.015","206","343","195","970","51.37","434","526","419","50.88"
"677","Andrej Sustr","T.B","D","80","1236.2833333333","1092","1138","48.97","835","863","49.18","598","632","48.62","40","50","44.44","42.51","42.95","49.74","505","505","50.00","170","203","45.58","16","25","39.02","335","302","52.59","19","13","59.38","518","552","48.41","4","11","26.67","6.69","92.09","0.988","122","279","224","892","35.26","259","418","461","35.97"
"166","Andrew Cogliano","ANA","C, L","82","1089.5666666667","1128","966","53.87","857","723","54.24","624","512","54.93","44","37","54.32","51.34","42.33","54.81","549","489","52.89","231","204","53.10","26","21","55.32","318","285","52.74","9","10","47.37","480","417","53.51","7","5","58.33","7.05","92.77","0.998","170","306","185","855","47.89","276","399","348","44.23"
"702","Andrew Copp","WPG","C","64","687.88333333333","580","617","48.45","431","436","49.71","319","305","51.12","26","19","57.78","26.19","21.7","54.69","293","266","52.42","117","89","56.80","13","6","68.42","176","177","49.86","9","8","52.94","242","284","46.01","2","5","28.57","8.15","93.77","1.019","97","189","115","585","45.75","172","239","206","45.50"
"190","Andrew Desjardins","CHI","C, L","46","402.3","381","381","50.00","269","267","50.19","205","189","52.03","10","16","38.46","15.5","15.21","50.47","172","186","48.04","70","68","50.72","6","10","37.50","102","118","46.36","2","4","33.33","154","156","49.68","2","2","50.00","4.88","91.53","0.964","61","71","72","340","45.86","97","93","145","40.08"
"122","Andrew Ladd","NYI","L","78","1035.3833333333","968","1078","47.31","688","768","47.25","490","525","48.28","39","49","44.32","41.14","43.04","48.87","430","488","46.84","167","194","46.26","21","25","45.65","263","294","47.22","11","12","47.83","424","488","46.49","6","11","35.29","7.96","90.67","0.986","175","240","117","790","59.93","310","342","284","52.19"
"229","Andrew MacDonald","PHI","D","73","1253.5833333333","1103","1198","47.94","782","824","48.69","560","591","48.65","40","44","47.62","41.5","41.84","49.80","461","490","48.48","176","174","50.29","23","21","52.27","285","316","47.42","8","12","40.00","512","569","47.36","8","11","42.11","7.14","92.55","0.997","145","309","186","976","43.81","346","459","407","45.95"
"863","Andrew Poturalski","CAR","C","2","24.166666666667","17","33","34.00","13","27","32.50","7","18","28.00","0","3","0.00","0.47","2.07","18.61","7","18","28.00","0","12","0.00","0","2","0.00","7","6","53.85","0","1","0.00","10","14","41.67","0","0","-","0.00","83.33","0.833","5","5","2","20","71.43","6","8","8","42.86"
"517","Andrew Shaw","MTL","C","68","883.88333333333","930","759","55.06","659","550","54.51","468","410","53.30","37","33","52.86","36.57","30.8","54.28","411","336","55.02","174","138","55.77","22","13","62.86","237","198","54.48","9","14","39.13","431","351","55.12","5","5","50.00","7.91","91.95","0.999","148","200","157","657","48.52","283","279","298","48.71"
"527","Andy Andreoff","L.A","C, L","36","372.63333333333","358","303","54.16","253","223","53.15","173","144","54.57","7","9","43.75","14.62","13.13","52.68","166","165","50.15","66","58","53.23","2","7","22.22","100","107","48.31","2","2","50.00","156","113","57.99","3","0","100.00","4.05","93.75","0.978","60","65","30","337","66.67","110","96","78","58.51"
"194","Andy Greene","N.J","D","66","1154.6666666667","951","1096","46.46","734","840","46.63","535","614","46.56","34","51","40.00","40.94","43.39","48.55","421","472","47.14","181","173","51.13","20","18","52.63","240","299","44.53","6","24","20.00","458","541","45.85","6","8","42.86","6.36","91.69","0.980","118","291","253","823","31.81","290","445","538","35.02"
"838","Anthony Beauvillier","NYI","C, L","66","823.4","701","881","44.31","527","646","44.93","385","453","45.94","37","36","50.68","26.22","35.96","42.17","311","437","41.58","128","175","42.24","23","20","53.49","183","262","41.12","8","6","57.14","311","380","45.01","5","10","33.33","9.61","92.05","1.017","143","168","86","654","62.45","222","241","202","52.36"
"477","Anthony Bitetto","NSH","D","29","328.66666666667","285","352","44.74","210","267","44.03","154","194","44.25","15","16","48.39","10.73","14.27","42.92","111","159","41.11","47","64","42.34","6","11","35.29","64","95","40.25","7","4","63.64","142","147","49.13","2","1","66.67","9.74","91.75","1.015","56","54","33","332","62.92","110","90","81","57.59"
"785","Anthony DeAngelo","ARI","D","39","567.38333333333","528","622","45.91","410","503","44.91","292","347","45.70","14","26","35.00","20.14","29.38","40.67","217","316","40.71","91","135","40.27","9","17","34.62","126","181","41.04","2","7","22.22","258","278","48.13","3","2","60.00","4.79","92.51","0.973","94","120","80","416","54.02","216","188","166","56.54"
"695","Anthony Duclair","ARI","L","58","697.88333333333","641","727","46.86","484","560","46.36","329","387","45.95","26","32","44.83","26.56","28.42","48.30","279","322","46.42","126","131","49.03","19","16","54.29","153","191","44.48","5","11","31.25","306","346","46.93","2","5","28.57","7.90","91.73","0.996","150","154","71","559","67.87","257","226","196","56.73"
"747","Anthony Mantha","DET","R","60","840.15","800","670","54.42","611","505","54.75","445","351","55.90","43","31","58.11","34.36","28.57","54.60","379","310","55.01","157","138","53.22","24","16","60.00","222","172","56.35","12","7","63.16","365","290","55.73","7","7","50.00","9.66","91.17","1.008","151","217","97","608","60.89","243","297","212","53.41"
"338","Antoine Roussel","DAL","L","60","741.6","791","663","54.40","573","473","54.78","396","334","54.25","40","37","51.95","32.47","28.18","53.54","362","324","52.77","157","125","55.67","25","16","60.98","205","199","50.74","8","16","33.33","354","272","56.55","3","4","42.86","10.10","88.92","0.990","128","218","147","610","46.55","204","298","282","41.98"
"35","Antoine Vermette","ANA","C","72","944.33333333333","838","892","48.44","634","666","48.77","445","459","49.23","34","38","47.22","35.19","35.24","49.96","367","399","47.91","156","162","49.06","19","25","43.18","211","237","47.10","10","6","62.50","404","422","48.91","5","6","45.45","7.64","91.72","0.994","223","202","212","708","51.26","320","270","413","43.66"
"685","Anton Blidh","BOS","L","19","161.28333333333","165","125","56.90","125","90","58.14","87","61","58.78","3","5","37.50","7.14","5.12","58.23","76","51","59.84","38","24","61.29","3","3","50.00","38","27","58.46","0","2","0.00","77","63","55.00","0","0","-","3.45","91.80","0.953","35","27","18","134","66.04","56","42","38","59.57"
"351","Anton Lander","EDM","C","22","170.65","131","136","49.06","103","102","50.24","85","72","54.14","7","7","50.00","4.72","5.3","47.10","51","59","46.36","21","28","42.86","2","3","40.00","30","31","49.18","3","2","60.00","66","64","50.77","2","2","50.00","8.24","90.28","0.985","26","30","54","151","32.50","48","42","94","33.80"
"809","Anton Lindholm","COL","D","12","162.91666666667","134","137","49.45","98","104","48.51","70","80","46.67","4","12","25.00","5.96","4.97","54.52","67","56","54.47","25","28","47.17","2","9","18.18","42","28","60.00","2","0","100.00","50","64","43.86","0","3","0.00","5.71","85.00","0.907","23","28","18","156","56.10","51","50","44","53.68"
"379","Anton Rodin","VAN","R","3","25.266666666667","16","23","41.03","10","15","40.00","7","11","38.89","1","0","100.00","0.5","0.45","52.71","9","6","60.00","2","2","50.00","0","0","-","7","4","63.64","1","0","100.00","5","15","25.00","0","0","-","14.29","100.00","1.143","7","3","6","17","53.85","10","5","12","45.45"
"697","Anton Slepyshev","EDM","L","41","451.48333333333","375","442","45.90","266","332","44.48","194","231","45.65","12","7","63.16","13.13","17.78","42.48","159","196","44.79","62","84","42.47","5","5","50.00","97","112","46.41","2","2","50.00","191","202","48.60","5","0","100.00","6.19","96.97","1.032","79","104","66","361","54.48","139","140","137","50.36"
"188","Anton Stralman","T.B","D","73","1358.15","1238","1208","50.61","943","935","50.21","660","678","49.33","58","58","50.00","56.25","51.17","52.36","595","567","51.20","254","219","53.70","30","22","57.69","341","348","49.49","20","17","54.05","584","558","51.14","5","14","26.32","8.79","91.45","1.002","214","344","212","751","50.23","459","497","442","50.94"
"161","Anze Kopitar","L.A","C","76","1204.35","1236","1017","54.86","910","771","54.13","623","548","53.20","48","56","46.15","51.86","46.04","52.97","611","483","55.85","224","176","56.00","30","33","47.62","387","307","55.76","10","9","52.63","539","444","54.83","7","8","46.67","7.70","89.78","0.975","236","328","177","708","57.14","449","508","403","52.70"
"226","Artem Anisimov","CHI","C","64","936.66666666667","858","865","49.80","618","661","48.32","441","515","46.13","52","41","55.91","34.31","42.41","44.72","385","400","49.04","140","174","44.59","32","23","58.18","245","226","52.02","11","8","57.89","404","407","49.82","7","9","43.75","11.79","92.04","1.038","182","209","69","670","72.51","338","328","181","65.13"
"852","Artemi Panarin","CHI","C, L","82","1335.6833333333","1378","1121","55.14","986","855","53.56","694","661","51.22","79","55","58.96","57.26","57.36","49.96","605","553","52.25","228","242","48.51","44","35","55.70","377","311","54.80","18","12","60.00","668","494","57.49","16","7","69.57","11.38","91.68","1.031","238","285","17","1035","93.33","484","440","111","81.34"
"724","Artturi Lehkonen","MTL","L","73","912.38333333333","916","822","52.70","645","609","51.44","466","458","50.43","35","37","48.61","36.97","31.76","53.79","405","349","53.71","178","146","54.94","23","17","57.50","227","203","52.79","7","12","36.84","411","404","50.43","5","6","45.45","7.51","91.92","0.994","146","227","167","734","46.65","255","330","320","44.35"
"848","Austin Czarnik","BOS","C","49","497.53333333333","475","394","54.66","351","281","55.54","241","204","54.16","12","20","37.50","17.12","14.42","54.27","198","171","53.66","72","67","51.80","3","11","21.43","126","104","54.78","5","6","45.45","240","188","56.07","4","3","57.14","4.98","90.20","0.952","103","122","49","426","67.76","169","171","112","60.14"
"445","Austin Watson","NSH","L","77","813.91666666667","624","786","44.26","464","540","46.22","342","370","48.03","31","19","62.00","26.81","25.9","50.86","218","291","42.83","89","118","43.00","15","13","53.57","129","173","42.72","6","3","66.67","321","370","46.45","5","3","62.50","9.06","94.86","1.039","101","232","207","574","32.79","146","304","356","29.08"
"871","Auston Matthews","TOR","C","82","1241.0666666667","1327","1211","52.29","998","928","51.82","706","656","51.84","57","53","51.82","58.95","53.55","52.40","664","567","53.94","278","223","55.49","31","20","60.78","386","344","52.88","15","20","42.86","547","557","49.55","8","13","38.10","8.07","91.92","1.000","296","291","117","939","71.67","464","400","272","63.04"
"593","Barclay Goodrow","S.J","R","3","32.616666666667","19","33","36.54","11","23","32.35","8","17","32.00","0","0","-","0.37","1.45","20.23","9","14","39.13","0","8","0.00","0","0","-","9","6","60.00","0","0","-","8","14","36.36","0","0","-","0.00","100.00","1.000","6","6","6","32","50.00","12","9","10","54.55"
"440","Beau Bennett","N.J","R","65","770.08333333333","724","627","53.59","553","486","53.22","392","362","51.99","23","23","50.00","28.11","26.91","51.09","297","291","50.51","110","116","48.67","9","13","40.91","187","175","51.66","8","8","50.00","368","276","57.14","6","1","85.71","5.87","93.65","0.995","109","146","121","599","47.39","212","226","252","45.69"
"398","Ben Chiarot","WPG","D","59","785.4","627","757","45.30","459","560","45.04","344","432","44.33","33","33","50.00","27.13","28.42","48.84","299","316","48.62","134","120","52.76","19","16","54.29","165","196","45.71","4","11","26.67","263","370","41.55","9","6","60.00","9.59","92.36","1.020","97","182","90","610","51.87","208","274","227","47.82"
"703","Ben Harpur","OTT","D","6","102.55","86","82","51.19","62","65","48.82","43","41","51.19","4","5","44.44","3.51","4.29","45.01","38","40","48.72","19","12","61.29","1","4","20.00","19","28","40.43","3","0","100.00","37","33","52.86","0","1","0.00","9.30","87.80","0.971","13","18","20","93","39.39","23","27","38","37.70"
"671","Ben Hutton","VAN","D","71","1270.5833333333","1075","1142","48.49","788","855","47.96","570","636","47.26","35","57","38.04","45.07","52.38","46.25","514","568","47.50","220","262","45.64","20","33","37.74","294","306","49.00","8","10","44.44","469","492","48.80","6","10","37.50","6.14","91.04","0.972","186","240","138","924","57.41","420","413","351","54.47"
"235","Ben Lovejoy","N.J","D","82","1424.7333333333","1054","1391","43.11","829","1056","43.98","619","761","44.86","37","46","44.58","44.43","51.82","46.16","482","591","44.92","206","217","48.70","22","19","53.66","276","374","42.46","6","18","25.00","496","683","42.07","7","9","43.75","5.98","93.96","0.999","122","304","274","1142","30.81","281","498","613","31.43"
"332","Ben Smith","COL, TOR","R","40","370.9","282","397","41.53","211","289","42.20","148","208","41.57","9","16","36.00","11.07","13.64","44.82","120","152","44.12","51","55","48.11","3","7","30.00","69","97","41.57","3","7","30.00","130","212","38.01","3","2","60.00","6.08","92.31","0.984","42","105","96","288","30.43","56","137","172","24.56"
