"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"31","Chris Neil","OTT","R","80","5.0833333333333","1","3","25.00","0","3","0.00","0","2","0.00","0","0","-","0","0.12","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","3","3","1","15","75.00","3","3","2","60.00"
"157","Chris Porter","MIN","L","61","1.8166666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","2","0","9","100.00","1","2","0","100.00"
"266","Chris Stewart","ANA","R","56","59.966666666667","99","14","87.61","76","12","86.36","54","8","87.10","7","1","87.50","6.73","0.64","91.36","47","8","85.45","21","2","91.30","5","1","83.33","26","6","81.25","2","0","100.00","50","4","92.59","0","0","-","12.96","87.50","1.005","29","8","3","44","90.63","44","12","7","86.27"
"314","Chris Terry","CAR","L","68","37.066666666667","55","8","87.30","45","4","91.84","28","3","90.32","0","0","-","3.67","0.22","94.28","25","4","86.21","11","2","84.62","0","0","-","14","2","87.50","0","0","-","29","2","93.55","0","0","-","0.00","100.00","1.000","14","4","1","25","93.33","25","9","1","96.15"
"71","Chris Thorburn","WPG","R","82","6.3166666666667","15","0","100.00","10","0","100.00","10","0","100.00","1","0","100.00","0.82","0","100.00","6","0","100.00","1","0","100.00","0","0","-","5","0","100.00","1","0","100.00","8","0","100.00","0","0","-","10.00","-","0.10","6","3","2","19","75.00","9","6","2","81.82"
"694","Chris Tierney","S.J","C","79","14.666666666667","11","5","68.75","8","4","66.67","5","3","62.50","1","0","100.00","0.94","0.33","73.74","6","2","75.00","4","2","66.67","1","0","100.00","2","0","100.00","0","0","-","4","2","66.67","0","0","-","20.00","100.00","1.200","2","7","1","29","66.67","5","8","1","83.33"
"232","Chris VandeVelde","PHI","C","79","8.2666666666667","9","0","100.00","8","0","100.00","6","0","100.00","0","0","-","0.41","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","7","0","100.00","0","0","-","0.00","-","0.00","8","7","1","26","88.89","8","7","1","88.89"
"528","Chris Wagner","ANA, COL","C","43","1.1","3","1","75.00","2","0","100.00","2","0","100.00","0","0","-","0.1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","1","2","1","1","50.00","2","2","1","66.67"
"465","Chris Wideman","OTT","D","64","39.966666666667","42","8","84.00","31","6","83.78","22","4","84.62","3","0","100.00","2.5","0.33","88.23","17","4","80.95","7","1","87.50","1","0","100.00","10","3","76.92","0","0","-","23","4","85.19","2","0","100.00","13.64","100.00","1.136","18","7","3","31","85.71","29","9","5","85.29"
"77","Christian Ehrhoff","CHI, L.A","D","48","78.45","135","22","85.99","101","16","86.32","69","8","89.61","11","1","91.67","8.34","1.22","87.23","58","14","80.56","20","3","86.96","4","1","80.00","38","11","77.55","4","0","100.00","74","5","93.67","3","0","100.00","15.94","87.50","1.034","31","4","1","46","96.88","58","10","1","98.31"
"774","Christian Folin","MIN","D","26","0.85","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","1","0","3","100.00","1","1","0","100.00"
"509","Christian Thomas","ARI, MTL","L","6","0.45","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","2","0","0","2","100.00","2","0","0","100.00"
"493","Christopher Tanev","VAN","D","69","91.933333333333","101","21","82.79","70","16","81.40","50","10","83.33","9","1","90.00","5.49","0.97","84.94","45","12","78.95","23","5","82.14","5","0","100.00","22","7","75.86","4","1","80.00","52","6","89.66","0","0","-","18.00","90.00","1.080","36","17","7","62","83.72","62","26","12","83.78"
"143","Clarke MacArthur","OTT","L","4","3.2166666666667","7","0","100.00","5","0","100.00","3","0","100.00","0","0","-","0.33","0","100.00","4","0","100.00","0","0","-","0","0","-","4","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","3","0","0","2","100.00","5","0","0","100.00"
"270","Claude Giroux","PHI","C","78","300.65","635","61","91.24","472","54","89.73","342","42","89.06","38","8","82.61","43.78","4.7","90.31","304","32","90.48","131","21","86.18","20","6","76.92","173","11","94.02","14","1","93.33","310","16","95.09","4","1","80.00","11.11","80.95","0.921","149","45","1","31","99.33","329","64","9","97.34"
"159","Clayton Stoner","ANA","D","50","2.4166666666667","3","0","100.00","1","0","100.00","0","0","-","0","0","-","0.07","0","100.00","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","0","2","1","2","0.00","1","3","1","50.00"
"230","Cody Bass","NSH","C","17","0.21666666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"676","Cody Ceci","OTT","D","75","40.383333333333","50","4","92.59","39","2","95.12","26","2","92.86","4","0","100.00","2.52","0.04","98.33","21","2","91.30","10","0","100.00","1","0","100.00","11","2","84.62","2","0","100.00","27","2","93.10","1","0","100.00","15.38","100.00","1.154","18","5","5","50","78.26","25","8","8","75.76"
"469","Cody Eakin","DAL","C","82","111.21666666667","153","22","87.43","107","20","84.25","80","13","86.02","7","4","63.64","8.77","1.95","81.84","78","12","86.67","25","5","83.33","3","3","50.00","53","7","88.33","3","1","75.00","67","6","91.78","1","0","100.00","8.75","69.23","0.780","38","13","3","97","92.68","60","28","5","92.31"
"228","Cody Franson","BUF","D","59","125.78333333333","233","23","91.02","179","21","89.50","128","16","88.89","10","1","90.91","14.37","2.07","87.43","106","11","90.60","48","8","85.71","3","1","75.00","58","3","95.08","4","0","100.00","111","8","93.28","3","0","100.00","7.81","93.75","1.016","66","18","1","55","98.51","112","24","5","95.73"
"373","Cody Goloubef","CBJ","D","43","5.3","7","0","100.00","5","0","100.00","1","0","100.00","0","0","-","0.37","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","5","0","100.00","0","0","-","0.00","-","0.00","3","0","0","12","100.00","3","0","0","100.00"
"360","Cody Hodgson","NSH","C","39","3.5666666666667","5","0","100.00","5","0","100.00","4","0","100.00","1","0","100.00","0.62","0","100.00","3","0","100.00","3","0","100.00","1","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","25.00","-","0.25","4","3","0","7","100.00","4","3","0","100.00"
"202","Cody McLeod","COL","L","82","13.55","15","1","93.75","11","1","91.67","8","1","88.89","1","0","100.00","1.05","0.09","92.28","8","1","88.89","3","1","75.00","1","0","100.00","5","0","100.00","0","0","-","7","0","100.00","0","0","-","12.50","100.00","1.125","5","4","0","23","100.00","8","6","0","100.00"
"650","Cole Schneider","BUF","L","2","1.5166666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.1","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"241","Colin Greening","OTT, TOR","C","31","75.35","143","21","87.20","95","17","84.82","65","12","84.42","4","2","66.67","8.67","1.17","88.08","66","8","89.19","29","1","96.67","1","0","100.00","37","7","84.09","3","1","75.00","70","8","89.74","0","1","0.00","6.15","83.33","0.895","42","3","3","37","93.33","56","5","10","84.85"
"141","Colin McDonald","PHI","R","5","0.05","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"647","Colin Miller","BOS","D","42","52.983333333333","88","19","82.24","66","17","79.52","37","15","71.15","8","2","80.00","4.83","0.97","83.23","36","9","80.00","8","2","80.00","2","1","66.67","28","7","80.00","3","0","100.00","50","4","92.59","3","0","100.00","21.62","86.67","1.083","25","2","2","49","92.59","42","8","7","85.71"
"359","Colin Wilson","NSH","C, L","64","92.95","135","23","85.44","105","17","86.07","79","15","84.04","6","0","100.00","10.17","1.19","89.51","69","14","83.13","30","5","85.71","1","0","100.00","39","9","81.25","3","0","100.00","63","5","92.65","2","0","100.00","7.59","100.00","1.076","43","8","0","54","100.00","63","12","3","95.45"
"685","Colton Parayko","STL","D","79","130.46666666667","167","31","84.34","128","26","83.12","96","23","80.67","15","3","83.33","10.42","1.94","84.28","72","17","80.90","24","9","72.73","8","1","88.89","48","8","85.71","4","1","80.00","89","10","89.90","2","1","66.67","15.63","86.96","1.026","49","15","8","99","85.96","81","22","11","88.04"
"327","Colton Sceviour","DAL","C","71","39.933333333333","58","12","82.86","42","9","82.35","35","7","83.33","3","2","60.00","3.78","0.7","84.37","31","6","83.78","12","2","85.71","3","1","75.00","19","4","82.61","0","1","0.00","25","5","83.33","0","0","-","8.57","71.43","0.800","17","4","1","49","94.44","27","9","3","90.00"
"697","Colton Sissons","NSH","C","34","2.3333333333333","2","1","66.67","2","1","66.67","2","1","66.67","0","0","-","0.13","0.08","61.46","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","2","0","100.00","0","0","-","0.00","100.00","1.000","3","1","0","3","100.00","4","1","0","100.00"
"504","Connor Brickley","FLA","C","23","3.2","3","1","75.00","2","1","66.67","1","1","50.00","0","0","-","0.07","0.08","46.66","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","2","0","100.00","0","0","-","0.00","100.00","1.000","2","3","0","9","100.00","4","4","0","100.00"
"712","Connor Brown","TOR","R","7","24.05","42","3","93.33","30","3","90.91","19","2","90.48","5","1","83.33","2.26","0.09","96.34","14","0","100.00","7","0","100.00","2","0","100.00","7","0","100.00","2","0","100.00","26","2","92.86","1","1","50.00","26.32","50.00","0.763","18","3","0","6","100.00","20","5","0","100.00"
"700","Connor Carrick","TOR, WSH","D","19","10.416666666667","13","1","92.86","10","1","90.91","8","1","88.89","1","0","100.00","0.6","0.03","94.51","3","0","100.00","2","0","100.00","0","0","-","1","0","100.00","0","0","-","10","1","90.91","1","0","100.00","12.50","100.00","1.125","5","5","0","12","100.00","8","6","2","80.00"
"807","Connor McDavid","EDM","C","45","133.66666666667","247","26","90.48","186","25","88.15","141","19","88.13","18","1","94.74","17.9","1.86","90.57","147","17","89.63","75","7","91.46","11","1","91.67","72","10","87.80","4","0","100.00","88","7","92.63","3","0","100.00","12.77","94.74","1.075","56","9","3","34","94.92","120","21","8","93.75"
"639","Connor Murphy","ARI","D","78","86.85","125","17","88.03","81","16","83.51","56","14","80.00","5","3","62.50","6.71","1.13","85.54","51","8","86.44","21","4","84.00","3","3","50.00","30","4","88.24","1","0","100.00","68","7","90.67","1","0","100.00","8.93","78.57","0.875","15","14","4","112","78.95","31","25","6","83.78"
"772","Conor Sheary","PIT","L","44","33.4","29","5","85.29","20","3","86.96","10","3","76.92","1","1","50.00","1.56","0.06","96.24","17","1","94.44","3","0","100.00","0","0","-","14","1","93.33","1","1","50.00","12","1","92.31","0","0","-","10.00","66.67","0.767","10","8","0","26","100.00","13","12","1","92.86"
"474","Corban Knight","FLA","C","20","1.35","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","2","1","8","50.00","1","2","1","50.00"
"134","Corey Perry","ANA","R","82","236.18333333333","463","39","92.23","344","31","91.73","245","25","90.74","39","3","92.86","32.96","1.89","94.57","236","17","93.28","107","7","93.86","25","2","92.59","129","10","92.81","8","1","88.89","211","13","94.20","6","0","100.00","15.92","88.00","1.039","133","23","3","44","97.79","227","39","9","96.19"
"485","Craig Cunningham","ARI","L","10","0.83333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","1","0","1","100.00","1","1","0","100.00"
"464","Craig Smith","NSH","R","82","173.3","231","31","88.17","178","23","88.56","140","20","87.50","14","0","100.00","16.02","1.78","89.99","104","21","83.20","38","7","84.44","3","0","100.00","66","14","82.50","4","0","100.00","124","5","96.12","7","0","100.00","10.00","100.00","1.100","86","14","1","82","98.85","130","25","6","95.59"
"762","Curtis Lazar","OTT","C","76","65.083333333333","77","7","91.67","57","5","91.94","40","3","93.02","8","0","100.00","3.87","0.31","92.67","32","3","91.43","10","1","90.91","2","0","100.00","22","2","91.67","2","0","100.00","40","4","90.91","4","0","100.00","20.00","100.00","1.200","26","13","3","47","89.66","37","19","7","84.09"
"6","Dainius Zubrus","S.J","C","50","2.95","1","1","50.00","0","1","0.00","0","1","0.00","0","0","-","0","0.02","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","100.00","1.00","0","1","0","11","-","1","1","0","100.00"
"391","Dale Weise","CHI, MTL","R","71","100.18333333333","175","15","92.11","126","12","91.30","88","8","91.67","9","2","81.82","10.81","0.97","91.75","78","8","90.70","30","5","85.71","6","2","75.00","48","3","94.12","0","0","-","93","2","97.89","3","0","100.00","10.23","75.00","0.852","54","15","3","52","94.74","73","16","4","94.81"
"409","Dalton Prout","CBJ","D","64","3.1833333333333","2","1","66.67","1","1","50.00","0","0","-","0","0","-","0.1","0.06","61.91","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","2","0","100.00","0","0","-","-","-","-","2","2","1","11","66.67","2","2","1","66.67"
"696","Damon Severson","N.J","D","72","122.76666666667","157","24","86.74","121","22","84.62","92","16","85.19","12","2","85.71","10.07","1.68","85.72","62","11","84.93","30","4","88.24","7","1","87.50","32","7","82.05","4","0","100.00","81","8","91.01","1","0","100.00","13.04","87.50","1.005","56","20","0","64","100.00","88","30","5","94.62"
"19","Dan Boyle","NYR","D","74","163.46666666667","266","33","88.96","201","28","87.77","139","22","86.34","17","2","89.47","16.78","2.28","88.02","124","15","89.21","49","5","90.74","9","1","90.00","75","10","88.24","1","0","100.00","121","12","90.98","7","0","100.00","12.23","90.91","1.031","83","11","3","72","96.51","141","21","12","92.16"
"246","Dan Girardi","NYR","D","74","9.8166666666667","13","2","86.67","10","1","90.91","8","1","88.89","1","1","50.00","0.76","0.18","80.71","6","1","85.71","3","1","75.00","0","1","0.00","3","0","100.00","1","0","100.00","7","0","100.00","0","0","-","12.50","0.00","0.125","5","3","2","28","71.43","6","4","4","60.00"
"65","Dan Hamhuis","VAN","D","58","80.533333333333","95","14","87.16","68","12","85.00","45","10","81.82","4","0","100.00","6.01","0.48","92.58","41","4","91.11","17","3","85.00","1","0","100.00","24","1","96.00","2","0","100.00","51","7","87.93","0","0","-","8.89","100.00","1.089","24","11","4","66","85.71","46","17","7","86.79"
"777","Daniel Carr","MTL","L","23","21.916666666667","37","5","88.10","30","2","93.75","20","1","95.24","2","0","100.00","2.39","0.28","89.65","18","3","85.71","9","1","90.00","1","0","100.00","9","2","81.82","1","0","100.00","18","2","90.00","0","0","-","10.00","100.00","1.100","9","5","1","22","90.00","11","6","2","84.62"
"592","Daniel Catenacci","BUF","C","11","0.41666666666667","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0.02","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"106","Daniel Paille","NYR","L","12","0.033333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"34","Daniel Sedin","VAN","L","82","267.01666666667","463","62","88.19","351","54","86.67","251","45","84.80","28","4","87.50","30.59","3.78","89.01","235","37","86.40","97","21","82.20","14","3","82.35","138","16","89.61","6","0","100.00","215","13","94.30","8","1","88.89","11.16","91.11","1.023","155","29","0","33","100.00","256","49","10","96.24"
"810","Daniel Sprong","PIT","R","18","7.3666666666667","9","6","60.00","4","5","44.44","2","2","50.00","0","0","-","0.34","0.38","47.66","5","4","55.56","2","2","50.00","0","0","-","3","2","60.00","0","0","-","3","2","60.00","0","0","-","0.00","100.00","1.000","2","0","0","7","100.00","6","1","0","100.00"
"198","Daniel Winnik","TOR, WSH","L","76","24.833333333333","34","7","82.93","21","7","75.00","12","5","70.59","1","1","50.00","2.27","0.55","80.43","14","3","82.35","9","1","90.00","1","0","100.00","5","2","71.43","0","1","0.00","16","3","84.21","0","0","-","8.33","80.00","0.883","19","0","5","34","79.17","24","0","7","77.42"
"718","Danny DeKeyser","DET","D","78","39.566666666667","45","7","86.54","35","5","87.50","22","4","84.62","0","0","-","3","0.09","97.17","22","0","100.00","7","0","100.00","0","0","-","15","0","100.00","0","0","-","22","4","84.62","0","0","-","0.00","100.00","1.000","18","4","5","65","78.26","26","5","10","72.22"
"753","Darnell Nurse","EDM","D","69","15.366666666667","16","1","94.12","12","1","92.31","8","0","100.00","1","0","100.00","1.05","0.03","96.89","8","0","100.00","3","0","100.00","0","0","-","5","0","100.00","0","0","-","6","1","85.71","1","0","100.00","12.50","-","0.13","5","7","0","43","100.00","6","9","1","85.71"
"584","Darren Dietz","MTL","D","13","2.2333333333333","0","3","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","0.12","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","0.00","0.00","0","1","0","2","-","0","1","0","-"
"235","Darren Helm","DET","C","77","55.516666666667","93","8","92.08","74","7","91.36","56","6","90.32","3","0","100.00","6.72","0.4","94.40","48","5","90.57","19","3","86.36","1","0","100.00","29","2","93.55","1","0","100.00","44","1","97.78","1","0","100.00","5.36","100.00","1.054","30","8","3","35","90.91","42","9","6","87.50"
"172","Dave Bolland","FLA","C","25","19.866666666667","38","3","92.68","26","2","92.86","20","1","95.24","3","0","100.00","3.45","0.29","92.30","16","1","94.12","7","0","100.00","2","0","100.00","9","1","90.00","0","0","-","22","1","95.65","1","0","100.00","15.00","100.00","1.150","16","1","1","13","94.12","24","8","1","96.00"
"142","David Backes","STL","R","79","197.23333333333","313","45","87.43","242","42","85.21","160","35","82.05","31","3","91.18","19.56","3.43","85.09","135","25","84.38","44","15","74.58","14","2","87.50","91","10","90.10","5","1","83.33","167","15","91.76","12","0","100.00","19.38","91.43","1.108","122","17","5","53","96.06","187","42","11","94.44"
"160","David Clarkson","CBJ","R","23","6.5","10","0","100.00","7","0","100.00","6","0","100.00","0","0","-","0.56","0","100.00","4","0","100.00","2","0","100.00","0","0","-","2","0","100.00","0","0","-","5","0","100.00","0","0","-","0.00","-","0.00","3","0","0","9","100.00","4","0","0","100.00"
"247","David Desharnais","MTL","C","65","150.16666666667","246","31","88.81","175","25","87.50","123","17","87.86","13","2","86.67","14.36","3.14","82.04","105","14","88.24","41","9","82.00","8","2","80.00","64","5","92.75","2","0","100.00","131","8","94.24","3","0","100.00","10.57","88.24","0.988","75","16","3","78","96.15","106","19","6","94.64"
"158","David Jones","CGY, MIN","R","75","30.533333333333","29","8","78.38","22","5","81.48","16","2","88.89","2","0","100.00","1.6","0.85","65.21","11","1","91.67","3","1","75.00","0","0","-","8","0","100.00","1","0","100.00","17","2","89.47","1","0","100.00","12.50","100.00","1.125","9","7","0","35","100.00","20","10","0","100.00"
"179","David Krejci","BOS","C","72","232.6","508","43","92.20","376","36","91.26","256","28","90.14","29","2","93.55","33.3","2.39","93.30","222","21","91.36","84","9","90.32","17","0","100.00","138","12","92.00","6","0","100.00","273","9","96.81","6","1","85.71","11.33","92.86","1.042","104","22","2","14","98.11","230","40","6","97.46"
"21","David Legwand","BUF","C","79","3.7333333333333","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0.12","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","1","0","100.00","0","0","-","0","0","-","100.00","-","1.00","0","1","1","5","0.00","0","2","1","0.00"
"797","David Pastrnak","BOS","R","51","23.866666666667","31","10","75.61","23","9","71.88","15","7","68.18","2","1","66.67","1.8","0.9","66.68","13","6","68.42","3","4","42.86","1","0","100.00","10","2","83.33","1","0","100.00","14","2","87.50","0","0","-","13.33","85.71","0.990","7","3","1","25","87.50","11","7","3","78.57"
"329","David Perron","ANA, PIT","L","71","147.63333333333","247","35","87.59","184","32","85.19","128","20","86.49","21","1","95.45","16.94","2.25","88.26","128","20","86.49","49","9","84.48","13","0","100.00","79","11","87.78","4","1","80.00","110","13","89.43","4","0","100.00","16.41","95.00","1.114","73","14","7","83","91.25","106","25","7","93.81"
"444","David Rundblad","CHI","D","9","18.7","25","2","92.59","20","2","90.91","17","2","89.47","3","1","75.00","2.14","0.31","87.19","14","1","93.33","7","0","100.00","1","0","100.00","7","1","87.50","2","0","100.00","11","0","100.00","0","0","-","17.65","50.00","0.676","8","0","1","13","88.89","13","4","1","92.86"
"467","David Savard","CBJ","D","65","138.93333333333","198","25","88.79","151","21","87.79","116","17","87.22","14","2","87.50","15.07","1.37","91.64","100","11","90.09","53","6","89.83","7","1","87.50","47","5","90.38","4","0","100.00","94","9","91.26","3","1","75.00","12.07","88.24","1.003","59","18","3","60","95.16","118","29","8","93.65"
"292","David Schlemko","N.J","D","67","136.21666666667","209","18","92.07","163","15","91.57","113","12","90.40","19","1","95.00","13.81","1.58","89.74","94","6","94.00","38","2","95.00","8","0","100.00","56","4","93.33","4","1","80.00","111","8","93.28","7","0","100.00","16.81","91.67","1.085","65","22","4","44","94.20","128","35","7","94.81"
"389","David Warsofsky","N.J, PIT","D","22","47.55","87","10","89.69","61","7","89.71","43","4","91.49","4","0","100.00","5.96","0.61","90.65","44","3","93.62","18","2","90.00","3","0","100.00","26","1","96.30","0","0","-","38","4","90.48","1","0","100.00","9.30","100.00","1.093","20","6","2","17","90.91","35","9","4","89.74"
"820","Dean Kukan","CBJ","D","8","2.95","2","1","66.67","1","1","50.00","1","0","100.00","0","0","-","0.07","0.02","79.89","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","1","50.00","0","0","-","0.00","-","0.00","1","0","0","1","100.00","1","2","0","100.00"
"778","Dennis Everberg","COL","R","15","0.63333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","1","0","4","-","0","1","0","-"
"781","Dennis Rasmussen","CHI","C","44","1.9666666666667","4","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.08","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","0","2","0","4","-","1","2","0","100.00"
"79","Dennis Seidenberg","BOS","D","61","3.1","4","3","57.14","3","2","60.00","2","2","50.00","1","0","100.00","0.22","0.13","62.48","3","1","75.00","1","0","100.00","1","0","100.00","2","1","66.67","0","0","-","0","1","0.00","0","0","-","50.00","100.00","1.500","5","3","1","7","83.33","6","4","1","85.71"
"87","Dennis Wideman","CGY","D","51","150.91666666667","237","30","88.76","166","24","87.37","119","20","85.61","11","1","91.67","13.82","1.41","90.72","93","14","86.92","40","6","86.96","4","0","100.00","53","8","86.89","3","0","100.00","131","8","94.24","4","1","80.00","9.24","95.00","1.042","56","10","2","50","96.55","139","22","6","95.86"
"256","Derek Dorsett","VAN","R","71","9.1166666666667","13","1","92.86","10","1","90.91","8","0","100.00","0","0","-","0.85","0.03","96.54","4","0","100.00","4","0","100.00","0","0","-","0","0","-","0","0","-","7","1","87.50","0","0","-","0.00","-","0.00","5","5","1","26","83.33","8","6","1","88.89"
"519","Derek Forbort","L.A","D","14","0.2","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"394","Derek Grant","CGY","C","15","3.9333333333333","4","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0.53","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","1","0","2","100.00","2","1","0","100.00"
"39","Derek MacKenzie","FLA","C","64","10.316666666667","8","1","88.89","5","1","83.33","4","0","100.00","0","0","-","0.32","0.06","84.40","2","1","66.67","1","0","100.00","0","0","-","1","1","50.00","0","0","-","5","0","100.00","0","0","-","0.00","-","0.00","7","5","1","29","87.50","10","7","2","83.33"
"823","Derek Ryan","CAR","C","6","5.3666666666667","9","0","100.00","7","0","100.00","6","0","100.00","1","0","100.00","0.41","0","100.00","4","0","100.00","2","0","100.00","0","0","-","2","0","100.00","1","0","100.00","5","0","100.00","0","0","-","16.67","-","0.17","0","0","1","6","0.00","4","0","1","80.00"
"380","Derek Stepan","NYR","C","72","172.08333333333","317","39","89.04","236","33","87.73","173","27","86.50","22","4","84.62","20.47","2.94","87.44","150","22","87.21","61","11","84.72","6","2","75.00","89","11","89.00","9","1","90.00","154","13","92.22","7","0","100.00","12.72","85.19","0.979","106","15","3","32","97.25","171","25","17","90.96"
"274","Derick Brassard","NYR","C","80","217.66666666667","412","43","90.55","310","37","89.34","229","29","88.76","31","3","91.18","28.44","3.09","90.20","197","25","88.74","77","12","86.52","9","2","81.82","120","13","90.23","10","1","90.91","181","12","93.78","12","0","100.00","13.54","89.66","1.032","120","21","0","44","100.00","216","35","15","93.51"
"680","Derrick Pouliot","PIT","D","22","20.8","24","5","82.76","16","4","80.00","11","4","73.33","0","2","0.00","0.99","0.51","65.95","10","3","76.92","2","2","50.00","0","2","0.00","8","1","88.89","0","0","-","13","1","92.86","0","0","-","0.00","50.00","0.500","6","7","0","18","100.00","11","8","0","100.00"
"60","Deryk Engelland","CGY","D","69","8.3","8","3","72.73","7","2","77.78","5","1","83.33","0","0","-","0.36","0.12","75.28","4","1","80.00","0","1","0.00","0","0","-","4","0","100.00","0","0","-","4","2","66.67","0","0","-","0.00","100.00","1.000","3","5","0","11","100.00","3","5","2","60.00"
"515","Devante Smith-Pelly","MTL, N.J","R","64","51","77","11","87.50","60","9","86.96","44","8","84.62","3","1","75.00","5.33","1.57","77.19","39","6","86.67","12","4","75.00","2","0","100.00","27","2","93.10","1","1","50.00","36","5","87.80","0","0","-","6.82","87.50","0.943","20","11","2","28","90.91","42","13","4","91.30"
"691","Devin Shore","DAL","C","3","0.083333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","1","0","0.00","0","0","1","0.00"
"121","Dion Phaneuf","OTT, TOR","D","71","202.28333333333","347","38","90.13","250","31","88.97","168","25","87.05","14","3","82.35","24.86","2.51","90.83","178","17","91.28","78","5","93.98","8","1","88.89","100","12","89.29","2","1","66.67","158","17","90.29","3","1","75.00","8.33","88.00","0.963","94","31","3","51","96.91","186","46","10","94.90"
