"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"22","Alexander Steen","STL","L","65","83.4","132","17","88.59","91","13","87.50","62","12","83.78","11","2","84.62","8.28","0.71","92.09","73","6","92.41","26","3","89.66","4","2","66.67","47","3","94.00","4","0","100.00","54","5","91.53","2","0","100.00","17.74","83.33","1.011","31","3","1","60","96.88","52","7","3","94.55"
"551","Alexander Wennberg","CBJ","C","75","140.68333333333","195","29","87.05","150","26","85.23","104","22","82.54","11","1","91.67","11.72","1.5","88.64","86","12","87.76","29","7","80.56","1","1","50.00","57","5","91.94","7","0","100.00","100","5","95.24","3","0","100.00","10.58","95.45","1.060","69","16","3","52","95.83","109","20","8","93.16"
"768","Alexandre Fortin","CHI","L","24","1.3833333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","2","-","0","1","0","-"
"627","Anders Bjork","BOS","L","20","16.866666666667","24","7","77.42","19","7","73.08","13","4","76.47","4","0","100.00","1.59","0.55","74.37","13","4","76.47","7","2","77.78","3","0","100.00","6","2","75.00","1","0","100.00","11","2","84.62","0","0","-","30.77","100.00","1.308","10","1","0","12","100.00","11","1","3","78.57"
"264","Anders Lee","NYI","L","82","237.16666666667","379","47","88.97","299","46","86.67","220","41","84.29","24","0","100.00","32.35","2.91","91.75","252","21","92.31","116","14","89.23","16","0","100.00","136","7","95.10","6","0","100.00","117","10","92.13","2","0","100.00","10.91","100.00","1.109","132","17","0","26","100.00","219","31","5","97.77"
"517","Andre Burakovsky","WSH","L","76","18.433333333333","19","2","90.48","14","2","87.50","6","2","75.00","1","0","100.00","1.37","0.13","91.15","7","1","87.50","2","1","66.67","0","0","-","5","0","100.00","1","0","100.00","11","1","91.67","0","0","-","16.67","100.00","1.167","10","1","2","31","83.33","13","2","3","81.25"
"468","Andreas Athanasiou","DET","C","76","168.18333333333","261","49","84.19","195","44","81.59","151","37","80.32","21","2","91.30","18.34","3.54","83.82","130","19","87.25","59","4","93.65","7","0","100.00","71","15","82.56","9","2","81.82","118","21","84.89","5","0","100.00","13.91","94.59","1.085","90","19","3","45","96.77","154","35","6","96.25"
"608","Andreas Englund","OTT","D","3","0.1","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","0","0","0","100.00","1","0","0","100.00"
"495","Andreas Johnsson","TOR","L","73","115.13333333333","208","34","85.95","157","28","84.86","113","22","83.70","10","3","76.92","15.53","1.19","92.88","130","15","89.66","58","5","92.06","5","2","71.43","72","10","87.80","4","1","80.00","74","8","90.24","1","0","100.00","8.85","86.36","0.952","57","14","2","65","96.61","89","20","6","93.68"
"692","Andreas Martinsen","CHI","L","24","0.5","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","5","-","0","1","0","-"
"820","Andrei Svechnikov","CAR","R","82","157.53333333333","275","47","85.40","204","43","82.59","139","36","79.43","15","4","78.95","19.71","2.96","86.96","140","18","88.61","60","12","83.33","6","4","60.00","80","6","93.02","5","0","100.00","123","13","90.44","4","0","100.00","10.79","88.89","0.997","79","20","6","78","92.94","130","39","12","91.55"
"66","Andrej Sekera","EDM","D","24","13.066666666667","19","1","95.00","11","1","91.67","7","1","87.50","1","0","100.00","0.88","0","99.87","8","0","100.00","3","0","100.00","1","0","100.00","5","0","100.00","0","0","-","9","0","100.00","0","0","-","14.29","100.00","1.143","5","2","0","16","100.00","6","3","0","100.00"
"487","Andrej Sustr","ANA","D","5","0.71666666666667","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0.04","0","95.30","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","100.00","1.000","1","0","0","1","100.00","1","0","0","100.00"
"273","Andrew Agozzino","COL","L","11","0.93333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","0","0","0","100.00","1","0","0","100.00"
"81","Andrew Cogliano","ANA, DAL","C, L","78","5.0333333333333","9","2","81.82","6","2","75.00","4","2","66.67","1","0","100.00","0.72","0.07","90.89","3","1","75.00","3","0","100.00","1","0","100.00","0","1","0.00","0","0","-","5","1","83.33","0","0","-","25.00","100.00","1.250","9","1","1","9","90.00","10","3","2","83.33"
"514","Andrew Copp","WPG","C","69","2.9333333333333","4","0","100.00","1","0","100.00","0","0","-","0","0","-","0.09","0","100.00","4","0","100.00","0","0","-","0","0","-","4","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","7","3","1","6","87.50","7","4","1","87.50"
"55","Andrew Ladd","NYI","L","26","16.033333333333","20","2","90.91","17","2","89.47","14","1","93.33","0","0","-","1.95","0.11","94.51","12","0","100.00","5","0","100.00","0","0","-","7","0","100.00","0","0","-","7","0","100.00","0","0","-","0.00","100.00","1.000","0","0","2","17","0.00","4","2","3","57.14"
"124","Andrew MacDonald","PHI","D","47","2.7666666666667","2","0","100.00","2","0","100.00","2","0","100.00","1","0","100.00","0.12","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","1","0","100.00","0","0","-","0","0","-","50.00","-","0.50","3","2","0","8","100.00","4","2","0","100.00"
"636","Andrew Mangiapane","CGY","L","44","21.466666666667","25","3","89.29","22","1","95.65","15","0","100.00","0","0","-","1.89","0.11","94.31","12","1","92.31","7","0","100.00","0","0","-","5","1","83.33","0","0","-","13","2","86.67","0","0","-","0.00","-","0.00","10","3","1","19","90.91","17","5","1","94.44"
"358","Andrew Shaw","MTL","R","63","128.46666666667","199","35","85.04","149","30","83.24","101","26","79.53","7","0","100.00","12.7","1.95","86.68","94","19","83.19","44","11","80.00","4","0","100.00","50","8","86.21","2","0","100.00","100","6","94.34","1","0","100.00","6.93","100.00","1.069","35","10","3","90","92.11","68","16","6","91.89"
"99","Andy Greene","N.J","D","82","9.15","8","2","80.00","8","2","80.00","4","2","66.67","2","0","100.00","1.1","0.11","91.22","4","1","80.00","2","1","66.67","1","0","100.00","2","0","100.00","0","0","-","4","0","100.00","1","0","100.00","50.00","100.00","1.500","4","7","4","24","50.00","5","10","6","45.45"
"363","Andy Welinski","ANA","D","26","19.25","23","6","79.31","18","6","75.00","11","4","73.33","1","0","100.00","1.55","0.18","89.63","13","2","86.67","5","2","71.43","1","0","100.00","8","0","100.00","0","0","-","10","1","90.91","0","0","-","9.09","100.00","1.091","8","1","0","17","100.00","9","2","0","100.00"
"672","Anthony Beauvillier","NYI","C, L","81","136.75","139","29","82.74","120","27","81.63","95","25","79.17","8","1","88.89","12.31","1.35","90.13","88","12","88.00","39","6","86.67","2","1","66.67","49","6","89.09","4","0","100.00","48","7","87.27","2","0","100.00","8.42","96.00","1.044","44","6","3","112","93.62","73","17","9","89.02"
"328","Anthony Bitetto","MIN, NSH","D","36","1.5833333333333","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","2","0","1","5","66.67","2","0","1","66.67"
"688","Anthony Cirelli","T.B","C","82","24.033333333333","30","4","88.24","25","2","92.59","17","2","89.47","4","0","100.00","2.66","0.07","97.41","18","3","85.71","10","0","100.00","1","0","100.00","8","3","72.73","2","0","100.00","12","0","100.00","1","0","100.00","23.53","100.00","1.235","19","2","2","19","90.48","28","5","2","93.33"
"508","Anthony Duclair","CBJ, OTT","L","74","119.13333333333","160","34","82.47","108","30","78.26","78","26","75.00","11","3","78.57","8.98","1.79","83.39","64","18","78.05","22","9","70.97","1","3","25.00","42","9","82.35","5","0","100.00","81","5","94.19","5","0","100.00","14.10","88.46","1.026","64","11","3","50","95.52","89","16","7","92.71"
"556","Anthony Mantha","DET","R","67","157.93333333333","259","52","83.28","200","48","80.65","154","38","80.21","20","3","86.96","20.15","4.21","82.73","144","25","85.21","71","5","93.42","9","0","100.00","73","20","78.49","9","3","75.00","107","19","84.92","2","0","100.00","12.99","92.11","1.051","79","14","2","37","97.53","136","27","4","97.14"
"215","Antoine Roussel","VAN","L","65","3.7","3","2","60.00","2","0","100.00","2","0","100.00","1","0","100.00","0.16","0","100.00","1","1","50.00","1","0","100.00","0","0","-","0","1","0.00","0","0","-","2","1","66.67","1","0","100.00","50.00","-","0.50","4","3","1","10","80.00","5","3","2","71.43"
"96","Anton Stralman","T.B","D","47","4.3","5","5","50.00","4","5","44.44","3","5","37.50","1","0","100.00","0.32","0.22","58.65","4","4","50.00","1","4","20.00","0","0","-","3","0","100.00","1","0","100.00","1","0","100.00","0","0","-","33.33","100.00","1.333","2","0","1","13","66.67","3","1","2","60.00"
"831","Antti Suomela","S.J","C","27","2.0666666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","1","1","3","50.00","1","1","1","50.00"
"77","Anze Kopitar","L.A","C","81","229.88333333333","388","73","84.16","276","65","80.94","199","53","78.97","27","8","77.14","26.78","5.01","84.24","188","35","84.30","83","13","86.46","8","3","72.73","105","22","82.68","7","3","70.00","186","13","93.47","12","0","100.00","13.57","84.91","0.985","133","26","2","33","98.52","223","45","10","95.71"
"123","Artem Anisimov","CHI","C","78","109.91666666667","135","27","83.33","106","24","81.54","76","20","79.17","8","3","72.73","9.43","2.17","81.28","57","11","83.82","29","5","85.29","4","1","80.00","28","6","82.35","2","0","100.00","73","5","93.59","2","1","66.67","10.53","85.00","0.955","29","13","1","102","96.67","52","21","5","91.23"
"691","Artemi Panarin","CBJ","L","79","220.98333333333","359","54","86.92","274","47","85.36","191","39","83.04","22","3","88.00","24.01","3.17","88.32","176","27","86.70","67","16","80.72","6","3","66.67","109","11","90.83","12","0","100.00","166","11","93.79","4","0","100.00","11.52","92.31","1.038","105","23","0","29","100.00","208","36","2","99.05"
"533","Artturi Lehkonen","MTL","L","82","45.033333333333","64","11","85.33","48","11","81.36","28","7","80.00","2","1","66.67","3.47","0.9","79.33","30","7","81.08","9","5","64.29","0","0","-","21","2","91.30","1","1","50.00","32","1","96.97","1","0","100.00","7.14","85.71","0.929","20","8","0","53","100.00","30","14","0","100.00"
"486","Ashton Sautner","VAN","D","17","0.1","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"687","Austin Czarnik","CGY","C","54","70.916666666667","88","21","80.73","59","18","76.62","48","18","72.73","3","2","60.00","5.27","0.92","85.09","41","9","82.00","18","5","78.26","2","1","66.67","23","4","85.19","0","1","0.00","41","5","89.13","1","0","100.00","6.25","88.89","0.951","36","6","3","44","92.31","54","10","4","93.10"
"669","Austin Wagner","L.A","L","62","3.7666666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","2","2","13","33.33","1","2","2","33.33"
"303","Austin Watson","NSH","L","37","2.5833333333333","7","5","58.33","5","4","55.56","3","3","50.00","1","1","50.00","0.65","0.13","83.30","6","2","75.00","2","1","66.67","1","1","50.00","4","1","80.00","0","0","-","1","2","33.33","0","0","-","33.33","66.67","1.000","3","3","1","5","75.00","3","3","1","75.00"
"723","Auston Matthews","TOR","C","68","174.98333333333","367","45","89.08","287","38","88.31","202","33","85.96","27","4","87.10","31.91","2.93","91.60","268","24","91.78","117","16","87.97","11","3","78.57","151","8","94.97","13","0","100.00","95","11","89.62","3","0","100.00","13.37","87.88","1.012","96","15","2","32","97.96","169","29","5","97.13"
"413","Barclay Goodrow","S.J","R","82","4.6666666666667","1","2","33.33","0","1","0.00","0","1","0.00","0","0","-","0","0","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","0","100.00","0","0","-","-","100.00","1.00","2","4","0","12","100.00","2","4","0","100.00"
"262","Ben Chiarot","WPG","D","78","2.7833333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","6","3","1","8","85.71","6","3","1","85.71"
"753","Ben Gleason","DAL","D","4","3.8333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.18","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","0","0","3","100.00","2","2","0","100.00"
"515","Ben Harpur","OTT","D","51","1.4333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.09","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","1","1","6","50.00","1","1","1","50.00"
"480","Ben Hutton","VAN","D","69","127.08333333333","183","24","88.41","132","24","84.62","101","20","83.47","11","3","78.57","11.59","2.26","83.69","91","16","85.05","37","11","77.08","6","2","75.00","54","5","91.53","3","1","75.00","81","4","95.29","2","0","100.00","10.89","85.00","0.959","49","11","3","87","94.23","88","17","5","94.62"
"130","Ben Lovejoy","DAL, N.J","D","71","3.75","4","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0.18","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","3","0","0","13","100.00","3","1","0","100.00"
"335","Ben Street","ANA","C","21","1.6666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","2","0","4","100.00","1","2","1","50.00"
"362","Blake Coleman","N.J","C","78","59.1","87","19","82.08","71","18","79.78","44","16","73.33","8","2","80.00","7.42","1.88","79.82","43","9","82.69","27","6","81.82","5","1","83.33","16","3","84.21","1","1","50.00","39","2","95.12","2","0","100.00","18.18","87.50","1.057","30","11","3","27","90.91","61","19","3","95.31"
"61","Blake Comeau","DAL","L","77","3.8833333333333","1","3","25.00","0","3","0.00","0","2","0.00","0","0","-","0","0.03","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","100.00","1.00","3","4","2","10","60.00","3","4","3","50.00"
"355","Blake Pietila","N.J","L","19","12.216666666667","16","4","80.00","14","2","87.50","10","2","83.33","0","0","-","1.29","0.17","88.24","6","2","75.00","1","1","50.00","0","0","-","5","1","83.33","0","0","-","10","1","90.91","0","0","-","0.00","100.00","1.000","0","1","0","13","-","5","3","1","83.33"
"56","Blake Wheeler","WPG","R","82","294.16666666667","536","83","86.59","432","76","85.04","298","61","83.01","45","5","90.00","39.78","5.28","88.29","276","40","87.34","110","15","88.00","18","4","81.82","166","25","86.91","9","1","90.00","243","20","92.40","17","0","100.00","15.10","91.80","1.069","137","17","2","15","98.56","295","44","8","97.36"
"546","Bo Horvat","VAN","C","82","283.96666666667","458","66","87.40","341","57","85.68","242","45","84.32","33","5","86.84","27.78","5.82","82.69","240","38","86.33","81","20","80.20","9","1","90.00","159","18","89.83","14","3","82.35","209","13","94.14","10","0","100.00","13.64","88.89","1.025","146","27","0","28","100.00","260","38","6","97.74"
"75","Bobby Ryan","OTT","R","78","184.48333333333","275","67","80.41","210","62","77.21","161","48","77.03","24","3","88.89","21.71","4.04","84.32","158","35","81.87","72","16","81.82","17","3","85.00","86","19","81.90","4","0","100.00","103","14","88.03","3","0","100.00","14.91","93.75","1.087","99","18","5","42","95.19","162","29","13","92.57"
"830","Bogdan Kiselevich","FLA","D","32","0.48333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","1","1","3","50.00","1","1","1","50.00"
"458","Boo Nieves","NYR","C","43","1.3166666666667","1","1","50.00","1","1","50.00","0","1","0.00","0","0","-","0.14","0","98.90","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","1","1","0","3","100.00","1","1","0","100.00"
"372","Boone Jenner","CBJ","C","77","123.11666666667","159","25","86.41","123","21","85.42","81","19","81.00","9","1","90.00","9.01","0.6","93.77","65","5","92.86","27","1","96.43","1","1","50.00","38","4","90.48","4","0","100.00","84","8","91.30","4","0","100.00","11.11","94.74","1.058","63","15","4","65","94.03","89","20","10","89.90"
"414","Brad Hunt","MIN, VGK","D","42","101.25","168","22","88.42","122","21","85.31","87","19","82.08","12","0","100.00","9.5","0.55","94.55","79","3","96.34","28","1","96.55","5","0","100.00","51","2","96.23","4","0","100.00","82","7","92.13","3","0","100.00","13.79","100.00","1.138","49","10","2","51","96.08","77","16","7","91.67"
"151","Brad Malone","EDM","C","16","0.65","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","2","-","0","1","0","-"
"103","Brad Marchand","BOS","L","79","249.45","470","86","84.53","362","82","81.53","252","72","77.78","52","8","86.67","33.57","6.94","82.87","248","43","85.22","101","33","75.37","22","6","78.57","147","10","93.63","18","1","94.74","204","17","92.31","10","1","90.91","20.63","88.89","1.095","122","24","0","24","100.00","268","51","12","95.71"
